StartDate,EndDate,Status.x,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,attention,Q1,gender,age,education,PROLIFIC_PID,counter,id,convergence,stimulus_variant,accuracy,competence,convergence_categorical,Submission id,Status.y,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
2023-03-16 15:35:53,2023-03-16 15:37:54,0,109.148.56.125,100,120,1,2023-03-16 15:37:55,R_Ow1qwDHcCdvzQkx,NA,NA,NA,NA,52.5674,-2.0333,anonymous,EN,1,I pay attention,NA,female,33,8,5cf0220c7211ab00169e801a,8,2,1,a,17,4,divergence,64132942b179758f37ed175e,AWAITING REVIEW,2023-03-16T14:35:49Z,2023-03-16T14:37:59Z,NA,2023-03-16T14:37:59Z,130,5A34BA6B,597,33,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
2023-03-16 15:35:53,2023-03-16 15:37:54,0,109.148.56.125,100,120,1,2023-03-16 15:37:55,R_Ow1qwDHcCdvzQkx,NA,NA,NA,NA,52.5674,-2.0333,anonymous,EN,1,I pay attention,NA,female,33,8,5cf0220c7211ab00169e801a,8,2,1,b,34,4,divergence,64132942b179758f37ed175e,AWAITING REVIEW,2023-03-16T14:35:49Z,2023-03-16T14:37:59Z,NA,2023-03-16T14:37:59Z,130,5A34BA6B,597,33,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
2023-03-16 15:35:53,2023-03-16 15:37:54,0,109.148.56.125,100,120,1,2023-03-16 15:37:55,R_Ow1qwDHcCdvzQkx,NA,NA,NA,NA,52.5674,-2.0333,anonymous,EN,1,I pay attention,NA,female,33,8,5cf0220c7211ab00169e801a,8,2,2,a,72,4,majority,64132942b179758f37ed175e,AWAITING REVIEW,2023-03-16T14:35:49Z,2023-03-16T14:37:59Z,NA,2023-03-16T14:37:59Z,130,5A34BA6B,597,33,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
2023-03-16 15:35:53,2023-03-16 15:37:54,0,109.148.56.125,100,120,1,2023-03-16 15:37:55,R_Ow1qwDHcCdvzQkx,NA,NA,NA,NA,52.5674,-2.0333,anonymous,EN,1,I pay attention,NA,female,33,8,5cf0220c7211ab00169e801a,8,2,2,b,81,4,majority,64132942b179758f37ed175e,AWAITING REVIEW,2023-03-16T14:35:49Z,2023-03-16T14:37:59Z,NA,2023-03-16T14:37:59Z,130,5A34BA6B,597,33,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
2023-03-16 15:35:53,2023-03-16 15:37:54,0,109.148.56.125,100,120,1,2023-03-16 15:37:55,R_Ow1qwDHcCdvzQkx,NA,NA,NA,NA,52.5674,-2.0333,anonymous,EN,1,I pay attention,NA,female,33,8,5cf0220c7211ab00169e801a,8,2,3,a,70,4,consensus,64132942b179758f37ed175e,AWAITING REVIEW,2023-03-16T14:35:49Z,2023-03-16T14:37:59Z,NA,2023-03-16T14:37:59Z,130,5A34BA6B,597,33,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
2023-03-16 15:35:53,2023-03-16 15:37:54,0,109.148.56.125,100,120,1,2023-03-16 15:37:55,R_Ow1qwDHcCdvzQkx,NA,NA,NA,NA,52.5674,-2.0333,anonymous,EN,1,I pay attention,NA,female,33,8,5cf0220c7211ab00169e801a,8,2,3,b,92,5,consensus,64132942b179758f37ed175e,AWAITING REVIEW,2023-03-16T14:35:49Z,2023-03-16T14:37:59Z,NA,2023-03-16T14:37:59Z,130,5A34BA6B,597,33,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
2023-03-16 15:35:46,2023-03-16 15:37:56,0,90.196.4.138,100,129,1,2023-03-16 15:37:57,R_ZIDkEoIVwgXobAJ,NA,NA,NA,NA,52.5127,-1.4509,anonymous,EN,1,I pay attention,NA,female,28,3,63065f726908903c75544400,8,3,0,a,28,4,opposing majority,6413293e7ca6a16750a903fd,AWAITING REVIEW,2023-03-16T14:35:45Z,2023-03-16T14:37:58Z,NA,2023-03-16T14:37:58Z,134,5A34BA6B,199,28,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Part-Time
2023-03-16 15:35:46,2023-03-16 15:37:56,0,90.196.4.138,100,129,1,2023-03-16 15:37:57,R_ZIDkEoIVwgXobAJ,NA,NA,NA,NA,52.5127,-1.4509,anonymous,EN,1,I pay attention,NA,female,28,3,63065f726908903c75544400,8,3,0,b,11,3,opposing majority,6413293e7ca6a16750a903fd,AWAITING REVIEW,2023-03-16T14:35:45Z,2023-03-16T14:37:58Z,NA,2023-03-16T14:37:58Z,134,5A34BA6B,199,28,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Part-Time
2023-03-16 15:35:46,2023-03-16 15:37:56,0,90.196.4.138,100,129,1,2023-03-16 15:37:57,R_ZIDkEoIVwgXobAJ,NA,NA,NA,NA,52.5127,-1.4509,anonymous,EN,1,I pay attention,NA,female,28,3,63065f726908903c75544400,8,3,1,a,30,4,divergence,6413293e7ca6a16750a903fd,AWAITING REVIEW,2023-03-16T14:35:45Z,2023-03-16T14:37:58Z,NA,2023-03-16T14:37:58Z,134,5A34BA6B,199,28,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Part-Time
2023-03-16 15:35:46,2023-03-16 15:37:56,0,90.196.4.138,100,129,1,2023-03-16 15:37:57,R_ZIDkEoIVwgXobAJ,NA,NA,NA,NA,52.5127,-1.4509,anonymous,EN,1,I pay attention,NA,female,28,3,63065f726908903c75544400,8,3,1,b,30,3,divergence,6413293e7ca6a16750a903fd,AWAITING REVIEW,2023-03-16T14:35:45Z,2023-03-16T14:37:58Z,NA,2023-03-16T14:37:58Z,134,5A34BA6B,199,28,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Part-Time
2023-03-16 15:35:46,2023-03-16 15:37:56,0,90.196.4.138,100,129,1,2023-03-16 15:37:57,R_ZIDkEoIVwgXobAJ,NA,NA,NA,NA,52.5127,-1.4509,anonymous,EN,1,I pay attention,NA,female,28,3,63065f726908903c75544400,8,3,2,a,41,4,majority,6413293e7ca6a16750a903fd,AWAITING REVIEW,2023-03-16T14:35:45Z,2023-03-16T14:37:58Z,NA,2023-03-16T14:37:58Z,134,5A34BA6B,199,28,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Part-Time
2023-03-16 15:35:46,2023-03-16 15:37:56,0,90.196.4.138,100,129,1,2023-03-16 15:37:57,R_ZIDkEoIVwgXobAJ,NA,NA,NA,NA,52.5127,-1.4509,anonymous,EN,1,I pay attention,NA,female,28,3,63065f726908903c75544400,8,3,2,b,49,5,majority,6413293e7ca6a16750a903fd,AWAITING REVIEW,2023-03-16T14:35:45Z,2023-03-16T14:37:58Z,NA,2023-03-16T14:37:58Z,134,5A34BA6B,199,28,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Part-Time
2023-03-16 15:35:46,2023-03-16 15:37:56,0,90.196.4.138,100,129,1,2023-03-16 15:37:57,R_ZIDkEoIVwgXobAJ,NA,NA,NA,NA,52.5127,-1.4509,anonymous,EN,1,I pay attention,NA,female,28,3,63065f726908903c75544400,8,3,3,a,70,6,consensus,6413293e7ca6a16750a903fd,AWAITING REVIEW,2023-03-16T14:35:45Z,2023-03-16T14:37:58Z,NA,2023-03-16T14:37:58Z,134,5A34BA6B,199,28,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Part-Time
2023-03-16 15:35:46,2023-03-16 15:37:56,0,90.196.4.138,100,129,1,2023-03-16 15:37:57,R_ZIDkEoIVwgXobAJ,NA,NA,NA,NA,52.5127,-1.4509,anonymous,EN,1,I pay attention,NA,female,28,3,63065f726908903c75544400,8,3,3,b,79,6,consensus,6413293e7ca6a16750a903fd,AWAITING REVIEW,2023-03-16T14:35:45Z,2023-03-16T14:37:58Z,NA,2023-03-16T14:37:58Z,134,5A34BA6B,199,28,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Part-Time
2023-03-16 15:36:15,2023-03-16 15:38:03,0,146.199.203.107,100,108,1,2023-03-16 15:38:04,R_3R8XSSgSK9KRC4b,NA,NA,NA,NA,51.5927,-2.9637,anonymous,EN,1,I pay attention,NA,male,24,2,5f4412624052727181839e3a,8,4,0,a,20,3,opposing majority,6413295bc43694b34d59ffcf,AWAITING REVIEW,2023-03-16T14:36:11Z,2023-03-16T14:38:05Z,NA,2023-03-16T14:38:06Z,115,5A34BA6B,962,24,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
2023-03-16 15:36:15,2023-03-16 15:38:03,0,146.199.203.107,100,108,1,2023-03-16 15:38:04,R_3R8XSSgSK9KRC4b,NA,NA,NA,NA,51.5927,-2.9637,anonymous,EN,1,I pay attention,NA,male,24,2,5f4412624052727181839e3a,8,4,0,b,20,3,opposing majority,6413295bc43694b34d59ffcf,AWAITING REVIEW,2023-03-16T14:36:11Z,2023-03-16T14:38:05Z,NA,2023-03-16T14:38:06Z,115,5A34BA6B,962,24,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
2023-03-16 15:36:15,2023-03-16 15:38:03,0,146.199.203.107,100,108,1,2023-03-16 15:38:04,R_3R8XSSgSK9KRC4b,NA,NA,NA,NA,51.5927,-2.9637,anonymous,EN,1,I pay attention,NA,male,24,2,5f4412624052727181839e3a,8,4,1,a,33,4,divergence,6413295bc43694b34d59ffcf,AWAITING REVIEW,2023-03-16T14:36:11Z,2023-03-16T14:38:05Z,NA,2023-03-16T14:38:06Z,115,5A34BA6B,962,24,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
2023-03-16 15:36:15,2023-03-16 15:38:03,0,146.199.203.107,100,108,1,2023-03-16 15:38:04,R_3R8XSSgSK9KRC4b,NA,NA,NA,NA,51.5927,-2.9637,anonymous,EN,1,I pay attention,NA,male,24,2,5f4412624052727181839e3a,8,4,1,b,33,4,divergence,6413295bc43694b34d59ffcf,AWAITING REVIEW,2023-03-16T14:36:11Z,2023-03-16T14:38:05Z,NA,2023-03-16T14:38:06Z,115,5A34BA6B,962,24,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
2023-03-16 15:36:15,2023-03-16 15:38:03,0,146.199.203.107,100,108,1,2023-03-16 15:38:04,R_3R8XSSgSK9KRC4b,NA,NA,NA,NA,51.5927,-2.9637,anonymous,EN,1,I pay attention,NA,male,24,2,5f4412624052727181839e3a,8,4,2,a,63,6,majority,6413295bc43694b34d59ffcf,AWAITING REVIEW,2023-03-16T14:36:11Z,2023-03-16T14:38:05Z,NA,2023-03-16T14:38:06Z,115,5A34BA6B,962,24,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
2023-03-16 15:36:15,2023-03-16 15:38:03,0,146.199.203.107,100,108,1,2023-03-16 15:38:04,R_3R8XSSgSK9KRC4b,NA,NA,NA,NA,51.5927,-2.9637,anonymous,EN,1,I pay attention,NA,male,24,2,5f4412624052727181839e3a,8,4,2,b,69,5,majority,6413295bc43694b34d59ffcf,AWAITING REVIEW,2023-03-16T14:36:11Z,2023-03-16T14:38:05Z,NA,2023-03-16T14:38:06Z,115,5A34BA6B,962,24,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
2023-03-16 15:36:15,2023-03-16 15:38:03,0,146.199.203.107,100,108,1,2023-03-16 15:38:04,R_3R8XSSgSK9KRC4b,NA,NA,NA,NA,51.5927,-2.9637,anonymous,EN,1,I pay attention,NA,male,24,2,5f4412624052727181839e3a,8,4,3,a,85,5,consensus,6413295bc43694b34d59ffcf,AWAITING REVIEW,2023-03-16T14:36:11Z,2023-03-16T14:38:05Z,NA,2023-03-16T14:38:06Z,115,5A34BA6B,962,24,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
2023-03-16 15:36:15,2023-03-16 15:38:03,0,146.199.203.107,100,108,1,2023-03-16 15:38:04,R_3R8XSSgSK9KRC4b,NA,NA,NA,NA,51.5927,-2.9637,anonymous,EN,1,I pay attention,NA,male,24,2,5f4412624052727181839e3a,8,4,3,b,87,7,consensus,6413295bc43694b34d59ffcf,AWAITING REVIEW,2023-03-16T14:36:11Z,2023-03-16T14:38:05Z,NA,2023-03-16T14:38:06Z,115,5A34BA6B,962,24,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
2023-03-16 15:36:05,2023-03-16 15:38:04,0,86.145.170.174,100,118,1,2023-03-16 15:38:06,R_3MsxK99aBk7l96Y,NA,NA,NA,NA,54.5554,-1.5151,anonymous,EN,1,I pay attention,NA,male,38,5,5b88002a7bb9e90001f0703f,8,5,0,a,25,3,opposing majority,64132951baccd3a2ac4e53c7,AWAITING REVIEW,2023-03-16T14:36:04Z,2023-03-16T14:38:06Z,NA,2023-03-16T14:38:06Z,122,5A34BA6B,1182,38,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2023-03-16 15:36:05,2023-03-16 15:38:04,0,86.145.170.174,100,118,1,2023-03-16 15:38:06,R_3MsxK99aBk7l96Y,NA,NA,NA,NA,54.5554,-1.5151,anonymous,EN,1,I pay attention,NA,male,38,5,5b88002a7bb9e90001f0703f,8,5,0,b,25,4,opposing majority,64132951baccd3a2ac4e53c7,AWAITING REVIEW,2023-03-16T14:36:04Z,2023-03-16T14:38:06Z,NA,2023-03-16T14:38:06Z,122,5A34BA6B,1182,38,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2023-03-16 15:36:05,2023-03-16 15:38:04,0,86.145.170.174,100,118,1,2023-03-16 15:38:06,R_3MsxK99aBk7l96Y,NA,NA,NA,NA,54.5554,-1.5151,anonymous,EN,1,I pay attention,NA,male,38,5,5b88002a7bb9e90001f0703f,8,5,1,a,33,4,divergence,64132951baccd3a2ac4e53c7,AWAITING REVIEW,2023-03-16T14:36:04Z,2023-03-16T14:38:06Z,NA,2023-03-16T14:38:06Z,122,5A34BA6B,1182,38,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2023-03-16 15:36:05,2023-03-16 15:38:04,0,86.145.170.174,100,118,1,2023-03-16 15:38:06,R_3MsxK99aBk7l96Y,NA,NA,NA,NA,54.5554,-1.5151,anonymous,EN,1,I pay attention,NA,male,38,5,5b88002a7bb9e90001f0703f,8,5,1,b,33,4,divergence,64132951baccd3a2ac4e53c7,AWAITING REVIEW,2023-03-16T14:36:04Z,2023-03-16T14:38:06Z,NA,2023-03-16T14:38:06Z,122,5A34BA6B,1182,38,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2023-03-16 15:36:05,2023-03-16 15:38:04,0,86.145.170.174,100,118,1,2023-03-16 15:38:06,R_3MsxK99aBk7l96Y,NA,NA,NA,NA,54.5554,-1.5151,anonymous,EN,1,I pay attention,NA,male,38,5,5b88002a7bb9e90001f0703f,8,5,2,a,75,5,majority,64132951baccd3a2ac4e53c7,AWAITING REVIEW,2023-03-16T14:36:04Z,2023-03-16T14:38:06Z,NA,2023-03-16T14:38:06Z,122,5A34BA6B,1182,38,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2023-03-16 15:36:05,2023-03-16 15:38:04,0,86.145.170.174,100,118,1,2023-03-16 15:38:06,R_3MsxK99aBk7l96Y,NA,NA,NA,NA,54.5554,-1.5151,anonymous,EN,1,I pay attention,NA,male,38,5,5b88002a7bb9e90001f0703f,8,5,2,b,40,4,majority,64132951baccd3a2ac4e53c7,AWAITING REVIEW,2023-03-16T14:36:04Z,2023-03-16T14:38:06Z,NA,2023-03-16T14:38:06Z,122,5A34BA6B,1182,38,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2023-03-16 15:36:05,2023-03-16 15:38:04,0,86.145.170.174,100,118,1,2023-03-16 15:38:06,R_3MsxK99aBk7l96Y,NA,NA,NA,NA,54.5554,-1.5151,anonymous,EN,1,I pay attention,NA,male,38,5,5b88002a7bb9e90001f0703f,8,5,3,a,75,5,consensus,64132951baccd3a2ac4e53c7,AWAITING REVIEW,2023-03-16T14:36:04Z,2023-03-16T14:38:06Z,NA,2023-03-16T14:38:06Z,122,5A34BA6B,1182,38,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2023-03-16 15:36:05,2023-03-16 15:38:04,0,86.145.170.174,100,118,1,2023-03-16 15:38:06,R_3MsxK99aBk7l96Y,NA,NA,NA,NA,54.5554,-1.5151,anonymous,EN,1,I pay attention,NA,male,38,5,5b88002a7bb9e90001f0703f,8,5,3,b,75,5,consensus,64132951baccd3a2ac4e53c7,AWAITING REVIEW,2023-03-16T14:36:04Z,2023-03-16T14:38:06Z,NA,2023-03-16T14:38:06Z,122,5A34BA6B,1182,38,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2023-03-16 15:36:13,2023-03-16 15:38:07,0,86.9.116.224,100,113,1,2023-03-16 15:38:09,R_3mG3dsizitkxLxL,NA,NA,NA,NA,53.7687,-2.4667,anonymous,EN,1,I pay attention,NA,male,53,2,57d56562a0e8ce00015439c7,8,6,0,a,33,5,opposing majority,6413295719bfa3eabc8f9ea3,AWAITING REVIEW,2023-03-16T14:36:12Z,2023-03-16T14:38:09Z,NA,2023-03-16T14:38:11Z,118,5A34BA6B,1360,53,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
2023-03-16 15:36:13,2023-03-16 15:38:07,0,86.9.116.224,100,113,1,2023-03-16 15:38:09,R_3mG3dsizitkxLxL,NA,NA,NA,NA,53.7687,-2.4667,anonymous,EN,1,I pay attention,NA,male,53,2,57d56562a0e8ce00015439c7,8,6,0,b,35,4,opposing majority,6413295719bfa3eabc8f9ea3,AWAITING REVIEW,2023-03-16T14:36:12Z,2023-03-16T14:38:09Z,NA,2023-03-16T14:38:11Z,118,5A34BA6B,1360,53,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
2023-03-16 15:36:13,2023-03-16 15:38:07,0,86.9.116.224,100,113,1,2023-03-16 15:38:09,R_3mG3dsizitkxLxL,NA,NA,NA,NA,53.7687,-2.4667,anonymous,EN,1,I pay attention,NA,male,53,2,57d56562a0e8ce00015439c7,8,6,1,a,34,4,divergence,6413295719bfa3eabc8f9ea3,AWAITING REVIEW,2023-03-16T14:36:12Z,2023-03-16T14:38:09Z,NA,2023-03-16T14:38:11Z,118,5A34BA6B,1360,53,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
2023-03-16 15:36:13,2023-03-16 15:38:07,0,86.9.116.224,100,113,1,2023-03-16 15:38:09,R_3mG3dsizitkxLxL,NA,NA,NA,NA,53.7687,-2.4667,anonymous,EN,1,I pay attention,NA,male,53,2,57d56562a0e8ce00015439c7,8,6,1,b,34,4,divergence,6413295719bfa3eabc8f9ea3,AWAITING REVIEW,2023-03-16T14:36:12Z,2023-03-16T14:38:09Z,NA,2023-03-16T14:38:11Z,118,5A34BA6B,1360,53,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
2023-03-16 15:36:13,2023-03-16 15:38:07,0,86.9.116.224,100,113,1,2023-03-16 15:38:09,R_3mG3dsizitkxLxL,NA,NA,NA,NA,53.7687,-2.4667,anonymous,EN,1,I pay attention,NA,male,53,2,57d56562a0e8ce00015439c7,8,6,2,a,34,4,majority,6413295719bfa3eabc8f9ea3,AWAITING REVIEW,2023-03-16T14:36:12Z,2023-03-16T14:38:09Z,NA,2023-03-16T14:38:11Z,118,5A34BA6B,1360,53,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
2023-03-16 15:36:13,2023-03-16 15:38:07,0,86.9.116.224,100,113,1,2023-03-16 15:38:09,R_3mG3dsizitkxLxL,NA,NA,NA,NA,53.7687,-2.4667,anonymous,EN,1,I pay attention,NA,male,53,2,57d56562a0e8ce00015439c7,8,6,2,b,34,5,majority,6413295719bfa3eabc8f9ea3,AWAITING REVIEW,2023-03-16T14:36:12Z,2023-03-16T14:38:09Z,NA,2023-03-16T14:38:11Z,118,5A34BA6B,1360,53,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
2023-03-16 15:36:13,2023-03-16 15:38:07,0,86.9.116.224,100,113,1,2023-03-16 15:38:09,R_3mG3dsizitkxLxL,NA,NA,NA,NA,53.7687,-2.4667,anonymous,EN,1,I pay attention,NA,male,53,2,57d56562a0e8ce00015439c7,8,6,3,a,35,5,consensus,6413295719bfa3eabc8f9ea3,AWAITING REVIEW,2023-03-16T14:36:12Z,2023-03-16T14:38:09Z,NA,2023-03-16T14:38:11Z,118,5A34BA6B,1360,53,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
