StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,attention,0_acc_a_1,0_com_a,0_acc_b_1,0_com_b,1_acc_a_1,1_com_a,1_acc_b_1,1_com_b,2_acc_a_1,2_com_a,2_acc_b_1,2_com_b,3_acc_a_1,3_com_a,3_acc_b_1,3_com_b,Q1,gender,age,education,PROLIFIC_PID,counter
2023-03-16 15:36:22,2023-03-16 15:39:02,0,86.11.131.200,100,160,1,2023-03-16 15:39:04,R_1PSJ2qNY0xsyp4u,,,,,55.8483,-4.3481,anonymous,EN,1,I pay attention,34,4,33,4,33,4,34,4,34,4,33,4,33,4,50,4,,2,35,6,61471e59032755e55576414a,8
2023-03-16 15:36:13,2023-03-16 15:39:08,0,90.254.86.12,100,175,1,2023-03-16 15:39:09,R_2akIXOkOUcwYL88,,,,,51.2636,-3.014,anonymous,EN,1,I pay attention,25,3,22,3,33,5,33,4,60,6,61,5,97,6,80,6,,2,42,5,5d38613038b787001804ff95,8
2023-03-16 15:36:19,2023-03-16 15:39:13,0,82.28.106.130,100,173,1,2023-03-16 15:39:14,R_2uqDzOr4zMXVCB5,,,,,50.8344,-0.1857,anonymous,EN,1,I pay attention,24,2,20,2,34,4,34,4,65,4,67,4,86,4,83,5,,1,40,3,60013656ecea2e2862d4b7a7,8
2023-03-16 15:36:05,2023-03-16 15:39:21,0,90.199.98.253,100,196,1,2023-03-16 15:39:23,R_3r3czL3p0OoN8Bv,,,,,52.808,-2.1118,anonymous,EN,1,"I pay attention ",40,4,50,5,33,4,33,4,70,5,70,5,80,5,80,5,,2,46,7,5f00b3ba50b6780628d9baf3,8
2023-03-16 15:36:14,2023-03-16 15:39:23,0,86.159.41.216,100,188,1,2023-03-16 15:39:24,R_1FtzPolke4cN0nv,,,,,51.7206,-3.0408,anonymous,EN,1,I pay attention,33,4,33,4,33,4,33,4,33,4,33,4,33,4,33,4,,1,25,2,63d13c07fe685427e3f96138,8
2023-03-16 15:36:24,2023-03-16 15:39:23,0,86.148.178.137,100,179,1,2023-03-16 15:39:25,R_UaKm7jFOBSZlhPX,,,,,54.5225,-3.5136,anonymous,EN,1,"I pay attention ",28,5,48,7,35,6,31,5,77,7,100,7,100,7,100,7,,2,30,3,59cb95053306be000195be2e,8
2023-03-16 15:36:30,2023-03-16 15:39:25,0,86.155.5.220,100,174,1,2023-03-16 15:39:25,R_3fGK0TMO26uq5f8,,,,,52.4873,-0.4676,anonymous,EN,1,I pay attention,61,4,57,4,50,3,50,3,76,5,76,5,90,6,87,6,,2,49,4,5a57c51876d1c60001ab090d,8
2023-03-16 15:36:02,2023-03-16 15:39:26,0,62.255.39.35,100,203,1,2023-03-16 15:39:29,R_DTP96u34qSFhar7,,,,,51.543,0.1302,anonymous,EN,1,I pay attention,20,2,19,2,31,4,30,3,61,4,72,5,62,6,62,5,,1,43,6,5fbf94f2891c55203896f7dc,8
2023-03-16 15:36:01,2023-03-16 15:39:30,0,82.132.187.237,100,209,1,2023-03-16 15:39:32,R_XYsgEzpfQsg10TT,,,,,53.8318,-1.5358,anonymous,EN,1,"I pay attention ",43,4,50,4,33,4,34,4,66,5,53,5,80,5,79,5,,1,32,2,5f972e95ea9cc80c17f6f625,8
2023-03-16 15:36:18,2023-03-16 15:39:31,0,5.67.57.113,100,192,1,2023-03-16 15:39:33,R_2y1JCDGAUnXwICR,,,,,52.5329,-1.5791,anonymous,EN,1,I pay attention,20,2,20,2,34,4,34,4,75,6,75,6,90,6,92,7,,2,27,5,5e580bcf4782bd01723249e2,8
2023-03-16 15:36:19,2023-03-16 15:39:32,0,86.144.142.139,100,192,1,2023-03-16 15:39:34,R_1LqkiRocp8Duq8b,,,,,55.0021,-1.6287,anonymous,EN,1,I pay attention,33,4,33,4,33,4,33,4,66,4,66,4,100,4,100,4,,1,63,2,5bb0e35556161d0001feccdc,8
2023-03-16 15:36:32,2023-03-16 15:39:34,0,130.209.157.51,100,181,1,2023-03-16 15:39:35,R_2TpEWvze2RBuS4z,,,,,55.891,-4.2881,anonymous,EN,1,I pay attention,49,4,49,4,70,5,34,4,55,4,70,5,69,5,68,5,,2,39,8,5f12e6ebfe50020009674aa7,8
2023-03-16 15:36:18,2023-03-16 15:39:34,0,84.68.134.142,100,196,1,2023-03-16 15:39:35,R_YPQX7cYBHvRlNjr,,,,,51.4717,-0.1161,anonymous,EN,1,I pay attention,50,4,50,4,33,4,33,4,61,5,62,4,82,5,81,5,,1,40,3,62c97799bd8ab72a531abde0,8
2023-03-16 15:36:24,2023-03-16 15:39:35,0,81.132.77.166,100,191,1,2023-03-16 15:39:36,R_ALqLfWg4ZgwgXfP,,,,,51.6446,-2.6767,anonymous,EN,1,I pay attention,50,5,86,6,75,6,87,6,63,5,84,6,81,6,88,7,,1,28,5,5a94d2e989de8200013ecab6,8
2023-03-16 15:36:18,2023-03-16 15:39:36,0,82.27.211.64,100,197,1,2023-03-16 15:39:37,R_3OcPzgZviBdnvsR,,,,,52.0618,1.156,anonymous,EN,1,I pay attention,30,2,30,3,33,4,33,4,70,6,64,5,90,6,90,6,,1,56,8,63c15473935ae0d7279b094f,8
2023-03-16 15:36:36,2023-03-16 15:39:38,0,86.133.194.213,100,181,1,2023-03-16 15:39:40,R_25BoWc3lNv5Sg2g,,,,,51.0675,-0.362,anonymous,EN,1,I pay attention,20,3,20,3,33,4,33,4,80,6,80,6,80,6,80,6,,2,22,3,5e282e43266894a3e79a6eaa,8
2023-03-16 15:36:19,2023-03-16 15:39:38,0,150.143.36.93,100,199,1,2023-03-16 15:39:40,R_2aFxDAqcPF94Bzt,,,,,51.4964,-0.1224,anonymous,EN,1,I pay attention,20,2,20,2,34,4,35,4,80,5,80,5,90,6,90,6,,2,29,3,5eaab188fb863f000b25b341,8
2023-03-16 15:36:23,2023-03-16 15:39:38,0,84.65.134.55,100,195,1,2023-03-16 15:39:40,R_3pstwY65qGsL0Ko,,,,,53.5058,-2.2209,anonymous,EN,1,I pay attention,74,6,73,6,70,5,71,5,71,5,71,5,74,6,71,5,,2,36,5,5b1efc25bdf4e1000163af46,8
2023-03-16 15:36:21,2023-03-16 15:39:40,0,82.25.36.140,100,198,1,2023-03-16 15:39:41,R_1DSRV2LqBawj3LI,,,,,51.7951,-0.1867,anonymous,EN,1,I pay attention,26,3,26,3,33,4,33,4,60,5,60,5,80,6,80,6,,1,42,3,62db2644ab0a3a353c0dcb54,8
2023-03-16 15:36:28,2023-03-16 15:39:44,0,90.241.86.101,100,195,1,2023-03-16 15:39:45,R_2wzy05gG7scFGUq,,,,,51.4703,-3.2811,anonymous,EN,1,I pay attention,40,4,41,4,42,4,62,4,81,5,71,5,91,6,90,6,,2,30,5,613a62de5484d0b75dd3833f,8
2023-03-16 15:36:03,2023-03-16 15:39:50,0,94.8.126.60,100,227,1,2023-03-16 15:39:51,R_1eIZljz03ysMWfi,,,,,54.5396,-5.975,anonymous,EN,1,I pay attention,70,5,90,6,80,5,80,6,80,5,90,6,90,6,100,6,,1,65,2,5a9e9fc46219a30001f54994,8
2023-03-16 15:36:18,2023-03-16 15:39:52,0,31.94.20.60,100,213,1,2023-03-16 15:39:53,R_22xiVd6VVUnQyzS,,,,,51.5095,-0.0955,anonymous,EN,1,"I pay attention ",21,2,20,3,33,4,33,4,50,5,61,5,72,5,75,6,,1,49,5,59b73df56039190001eaa9e7,8
2023-03-16 15:36:41,2023-03-16 15:39:52,0,5.67.143.182,100,191,1,2023-03-16 15:39:53,R_vJfVpNVCQ7N1AfD,,,,,52.9707,-1.093,anonymous,EN,1,I pay attention,41,4,50,4,51,4,50,4,80,4,50,4,90,4,90,4,,2,35,4,613a467ab51107552deceabb,8
2023-03-16 15:36:18,2023-03-16 15:39:53,0,81.77.17.115,100,214,1,2023-03-16 15:39:54,R_2BxtfCJhpCW4msM,,,,,53.8281,-1.6893,anonymous,EN,1,I pay attention,40,4,40,4,45,4,45,4,76,6,80,6,95,6,95,6,,1,28,2,58542426733c730001a5d1f4,8
2023-03-16 15:36:09,2023-03-16 15:39:56,0,92.21.161.101,100,226,1,2023-03-16 15:39:56,R_1q96tKftU1jBiIl,,,,,52.894,-1.4236,anonymous,EN,1," ""I pay attention""",78,6,60,5,49,4,34,4,70,5,56,5,15,3,29,3,,1,42,1,573a34f614f69e000d7d670f,8
2023-03-16 15:36:19,2023-03-16 15:39:56,0,92.27.1.154,100,217,1,2023-03-16 15:39:57,R_3PmJ5T8qHuwn85W,,,,,53.6081,-2.822,anonymous,EN,1,I pay attention,10,2,20,3,50,4,33,4,70,5,75,5,85,6,90,5,,1,34,5,63ea5f39871e9fdef021a53d,8
2023-03-16 15:37:40,2023-03-16 15:39:57,0,5.150.99.119,100,136,1,2023-03-16 15:39:58,R_2EE8Nt4npmFNsb1,,,,,51.5064,-0.02,anonymous,EN,1,I pay attention,11,2,29,3,17,2,29,3,72,5,60,5,91,6,91,6,,2,37,5,588a1c40a7e5300001198f55,8
2023-03-16 15:36:19,2023-03-16 15:39:57,0,86.184.47.46,100,217,1,2023-03-16 15:39:58,R_12utj5z4qzGmxXj,,,,,51.6011,-3.2744,anonymous,EN,1,"i pay attention ",29,3,41,3,50,4,31,3,82,6,75,5,91,6,93,6,,2,32,5,6146fae1e27a56034fdcb5c5,8
2023-03-16 15:36:18,2023-03-16 15:39:57,0,81.159.49.102,100,218,1,2023-03-16 15:39:58,R_3e9qYkQSGPXDhbF,,,,,50.9051,-1.3655,anonymous,EN,1,I pay attention,30,3,40,4,33,4,33,4,76,4,70,5,80,6,83,6,,1,24,3,63d7d2852834c446e1e06b73,8
2023-03-16 15:36:41,2023-03-16 15:40:00,0,82.29.98.177,100,198,1,2023-03-16 15:40:00,R_25Eg7WrT2c9D0r3,,,,,55.8995,-3.5237,anonymous,EN,1,I pay attention,50,4,50,4,33,4,33,4,50,5,66,5,100,7,100,7,,2,20,3,6014c1b18c19b3524a3ef183,8
2023-03-16 15:36:21,2023-03-16 15:40:04,0,82.18.50.63,100,222,1,2023-03-16 15:40:05,R_2Tvl3v30megy4fb,,,,,54.8846,-1.3738,anonymous,EN,1,I pay attention,20,3,20,3,33,4,33,4,75,5,75,5,90,6,90,6,,1,30,5,62b8cd151b5fd0f9be7d1f11,8
2023-03-16 15:36:05,2023-03-16 15:40:11,0,92.4.147.118,100,245,1,2023-03-16 15:40:12,R_2xxUZNfEBV1DQsv,,,,,51.6011,-3.2744,anonymous,EN,1,I pay attention,30,3,33,3,36,4,50,4,80,6,81,5,80,6,90,6,,1,37,3,62acb50a3ea0ad248bad26c7,8
2023-03-16 15:35:58,2023-03-16 15:40:20,0,80.2.199.248,100,262,1,2023-03-16 15:40:22,R_3reVmdzefVhfYCB,,,,,52.6152,-1.6655,anonymous,EN,1,I pay attention,30,3,29,4,50,4,50,4,70,4,70,4,91,4,91,5,,1,27,3,62fb7e1b98b8b882563899ae,8
2023-03-16 15:36:13,2023-03-16 15:40:23,0,90.209.99.115,100,250,1,2023-03-16 15:40:25,R_pA6STeCEYgmwfol,,,,,51.6486,-3.2437,anonymous,EN,1,Ipay attention,70,5,52,5,29,3,55,4,42,4,34,5,35,3,47,4,,1,57,5,5c48f116c41b2a000183e340,8
2023-03-16 15:36:14,2023-03-16 15:40:22,0,81.111.221.238,100,248,1,2023-03-16 15:40:25,R_cw5KSbcO2BmVI9H,,,,,51.7128,-1.2347,anonymous,EN,1,I pay attention,33,3,35,4,20,2,20,2,35,4,63,4,80,6,81,6,,1,37,6,5739859f12d1d8000735c216,8
2023-03-16 15:36:25,2023-03-16 15:40:25,0,176.248.234.41,100,239,1,2023-03-16 15:40:26,R_2cdwFHU7vyeSXF8,,,,,50.7572,-1.8955,anonymous,EN,1,I pay attention,30,4,30,4,70,4,50,4,70,4,75,4,90,4,90,4,,1,35,6,5ec54a1c831cf54dd9f78667,8
2023-03-16 15:36:16,2023-03-16 15:40:28,0,149.102.10.163,100,252,1,2023-03-16 15:40:30,R_x9tFYVYlwvUzjpv,,,,,50.8538,0.4683,anonymous,EN,1,I pay attention,33,4,33,4,33,4,33,4,33,4,33,4,90,4,90,4,,1,24,5,6329b1258c984641503643b9,8
2023-03-16 15:36:13,2023-03-16 15:40:32,0,86.22.60.7,100,258,1,2023-03-16 15:40:32,R_2Ez0U4pVsNH1hP9,,,,,51.364,-0.392,anonymous,EN,1,I pay attention,15,2,18,2,33,4,33,4,80,5,78,5,95,6,95,6,,2,25,4,5efd22056ec55516587f32a6,8
2023-03-16 15:36:54,2023-03-16 15:40:32,0,82.42.34.101,100,217,1,2023-03-16 15:40:33,R_UuTgDyzeSiBcUyR,,,,,51.4351,-2.5419,anonymous,EN,1,I pay attention,20,3,5,2,30,3,30,4,70,5,75,6,100,7,100,7,,2,29,3,5ea9e24300721714922897a3,8
2023-03-16 15:36:19,2023-03-16 15:40:34,0,94.0.33.134,100,255,1,2023-03-16 15:40:35,R_yDgDvuEcY243aqB,,,,,53.3793,-1.4602,anonymous,EN,1,I pay attention,33,3,33,3,33,3,33,3,67,5,68,5,95,6,95,6,,1,70,6,5f75a669c9ebb3229be4a8db,8
2023-03-16 15:36:39,2023-03-16 15:40:34,0,82.3.237.52,100,234,1,2023-03-16 15:40:36,R_2argjD7v5LccIxs,,,,,53.8109,-1.637,anonymous,EN,1,I pay attention,50,4,30,4,40,5,40,4,51,5,62,5,93,6,81,6,,2,45,4,5eff07d279c81803541503a8,8
2023-03-16 15:36:54,2023-03-16 15:40:35,0,2.217.217.116,100,220,1,2023-03-16 15:40:37,R_xgVQvcDBf3Jwjv3,,,,,53.4972,-1.1808,anonymous,EN,1,I pay attention,19,2,81,6,35,4,33,3,67,5,66,5,96,5,92,6,,1,67,5,63da5521f23372b30f4f0b77,8
2023-03-16 15:36:29,2023-03-16 15:40:34,0,31.94.31.72,100,245,1,2023-03-16 15:40:37,R_e8PBBqEKILpLkJj,,,,,51.4964,-0.1224,anonymous,EN,1,I pay attention,33,3,33,3,33,3,33,3,66,5,66,5,95,6,95,6,,1,37,2,63ee09a8b6db0d49e7c72de4,8
