screening,Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
,28,"CV Meneses Silva, R Silva Fontes, ...",Intelligent fake news detection: a systematic mapping,2021,Journal of applied …,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/19361610.2020.1761224,"https://scholar.google.com/scholar?cites=5951967866782126955&as_sdt=2005&sciodt=0,5&hl=en",518,3/2/23 10:43,,10.1080/19361610.2020.1761224,,,,,,,28,14.00,9,3,2,Context The speed with which the Fake News spread today has encouraged work in various areas to minimize the damage and the public insecurity caused by their proliferation. …,https://www.tandfonline.com/doi/pdf/10.1080/19361610.2020.1761224,"https://scholar.google.com/scholar?q=related:a5MWbj2jmVIJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,41,"CH Au, KKW Ho, DKW Chiu","The role of online misinformation and fake news in ideological polarization: barriers, catalysts, and implications",2021,Information Systems Frontiers,Springer,https://link.springer.com/article/10.1007/s10796-021-10133-9,"https://scholar.google.com/scholar?cites=12378384846672148542&as_sdt=2005&sciodt=0,5&hl=en",519,3/2/23 10:43,,10.1007/s10796-021-10133-9,,,,,,,41,20.50,14,3,2,"… of online misinformation and fake news has drawn our … of how online misinformation and fake news leads to ideological … and fake news, and thus, reduces the damages it caused. …",,"https://scholar.google.com/scholar?q=related:Prj4Pm_byKsJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,9,"E Sengupta, R Nagpal, D Mehrotra, G Srivastava",ProBlock: a novel approach for fake news detection,2021,Cluster Computing,Springer,https://link.springer.com/article/10.1007/s10586-021-03361-w,"https://scholar.google.com/scholar?cites=8020635631297816937&as_sdt=2005&sciodt=0,5&hl=en",520,3/2/23 10:43,HTML,10.1007/s10586-021-03361-w,,,,,,,9,4.50,2,4,2,"… by taking into consideration factors regarding the credibility of reviewers through the ProBit … with higher accuracy (Table 6). In terms of future directions, the given model of fake news …",https://link.springer.com/article/10.1007/s10586-021-03361-w,"https://scholar.google.com/scholar?q=related:aelYjJwFT28J:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,29,"N Liv, D Greenbaum",Deep fakes and memory malleability: False memories in the service of fake news,2020,AJOB neuroscience,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/21507740.2020.1740351,"https://scholar.google.com/scholar?cites=2693765376772305605&as_sdt=2005&sciodt=0,5&hl=en",521,3/2/23 10:43,,10.1080/21507740.2020.1740351,,,,,,,29,9.67,15,2,3,"… Even responsible consumers can be duped when false but belief-consistent memories, implanted when we are least vigilant can, like a Trojan horse, be later elicited at crucial dates to …",,"https://scholar.google.com/scholar?q=related:xXLChlYtYiUJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,214,"M Osmundsen, A Bor, PB Vahlstrup, ...",Partisan polarization is the primary psychological motivation behind political fake news sharing on Twitter,2021,American Political …,cambridge.org,https://www.cambridge.org/core/journals/american-political-science-review/article/partisan-polarization-is-the-primary-psychological-motivation-behind-political-fake-news-sharing-on-twitter/3F7D2098CD87AE5501F7AD4A7FA83602,"https://scholar.google.com/scholar?cites=7717934850123222658&as_sdt=2005&sciodt=0,5&hl=en",522,3/2/23 10:43,,,,,,,,,214,107.00,54,4,2,"… To the extent such reputational worries induce accuracy-oriented social media behavior, we should expect that sharing fake news stories is a rare phenomenon relative to sharing real …",https://psyarxiv.com/v45bk/download?format=pdf,"https://scholar.google.com/scholar?q=related:gs4z1dqcG2sJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,206,"Z Jin, J Cao, YG Jiang, Y Zhang",News credibility evaluation on microblog with a hierarchical propagation model,2014,2014 IEEE international …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7023340/,"https://scholar.google.com/scholar?cites=14275578048701274772&as_sdt=2005&sciodt=0,5&hl=en",523,3/2/23 10:43,,,,,,,,,206,22.89,52,4,9,"… credibility propagation model to evaluate the credibility of news on Microblog. We construct a credibility … As an example, in Figure 1 this idea is illustrated with respect to a fake news in …",,"https://scholar.google.com/scholar?q=related:lBo0nJkKHcYJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,26,"I Vogel, M Meghana",Detecting fake news spreaders on twitter from a multilingual perspective,2020,… on Data Science and Advanced Analytics …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9260001/,"https://scholar.google.com/scholar?cites=11346279896504513998&as_sdt=2005&sciodt=0,5&hl=en",524,3/2/23 10:43,,,,,,,,,26,8.67,13,2,3,"… The performance of our system is ranked by accuracy since the dataset is balanced. However, … The best performed models achieved an overall accuracy of 78% and 87% on the English …",,"https://scholar.google.com/scholar?q=related:zrVOYXMVdp0J:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,31,"P Faustini, T Covões",Fake news detection using one-class classification,2019,2019 8th Brazilian Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8923888/,"https://scholar.google.com/scholar?cites=12586984746552040924&as_sdt=2005&sciodt=0,5&hl=en",525,3/2/23 10:43,,,,,,,,,31,7.75,16,2,4,"… Our work proposes to detect fake news by training a … credibility propagation system classifies the event as a whole as true or fake, with accuracy of 84% and F1 score (for fake news…",,"https://scholar.google.com/scholar?q=related:3J1-M_Dzra4J:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,8,"G Ruffo, A Semeraro, A Giachanou, P Rosso",Surveying the research on fake news in social media: a tale of networks and language,2021,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/2109.07909,"https://scholar.google.com/scholar?cites=3460802350727599367&as_sdt=2005&sciodt=0,5&hl=en",526,3/2/23 10:43,,,,,,,,,8,4.00,2,4,2,"… with consuming, creating, and sharing news, this ancient problem has surfaced with a renewed intensity threatening our democracies, public health, and news outlets credibility. This …",https://arxiv.org/pdf/2109.07909,"https://scholar.google.com/scholar?q=related:B5X04GY9BzAJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,80,"RK Kaliyar, A Goswami, P Narang",DeepFakE: improving fake news detection using tensor decomposition-based deep neural network,2021,The Journal of Supercomputing,Springer,https://link.springer.com/article/10.1007/s11227-020-03294-y,"https://scholar.google.com/scholar?cites=11157666380526502170&as_sdt=2005&sciodt=0,5&hl=en",527,3/2/23 10:43,,10.1007/s11227-020-03294-y,,,,,,,80,40.00,27,3,2,"… Fake news has the potential to manipulate public opinions and hence… credibility and authenticity of the news articles being shared on social media. Nowadays, the problem of fake news …",,"https://scholar.google.com/scholar?q=related:GsGZDXX-15oJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,20,"A Gautam, KR Jerripothula","Sgg: Spinbot, grammarly and glove based fake news detection",2020,2020 IEEE Sixth international …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9232537/,"https://scholar.google.com/scholar?cites=443461853734695091&as_sdt=2005&sciodt=0,5&hl=en",528,3/2/23 10:43,,,,,,,,,20,6.67,10,2,3,… We also explore how the amount of data affects the classifier accuracy in identifying fake news. We plot the learning curves for the proposed approach and [3] on both the datasets using …,https://arxiv.org/pdf/2008.06854,"https://scholar.google.com/scholar?q=related:s_BK1zR-JwYJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,179,"A Duffy, E Tandoc, R Ling","Too good to be true, too good not to share: the social utility of fake news",2020,"Information, Communication &Society",Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/1369118X.2019.1623904,"https://scholar.google.com/scholar?cites=2758622448619542040&as_sdt=2005&sciodt=0,5&hl=en",529,3/2/23 10:43,,10.1080/1369118X.2019.1623904,,,,,,,179,59.67,60,3,3,"… Yet this study indicates that sharing fake news can also undermine the credibility of traditional news media by calling into question all news, by ‘crying wolf’. When people share …",https://www.tandfonline.com/doi/pdf/10.1080/1369118X.2019.1623904,"https://scholar.google.com/scholar?q=related:GNZiT4CYSCYJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,62,"M El Rayess, C Chebl, J Mhanna, ...","Fake news judgement: The case of undergraduate students at Notre Dame University-Louaize, Lebanon",2018,Reference Services …,emerald.com,https://www.emerald.com/insight/content/doi/10.1108/RSR-07-2017-0027/full/html,"https://scholar.google.com/scholar?cites=15743469811302428431&as_sdt=2005&sciodt=0,5&hl=en",530,3/2/23 10:43,HTML,10.1108/RSR-07-2017-0027,,,,,,,62,12.40,16,4,5,… to verify the authoritativeness and credibility of information. … able to evaluate the credibility and authoritativeness of information… to verify and assess the credibility and authoritativeness of …,https://www.emerald.com/insight/content/doi/10.1108/RSR-07-2017-0027/full/html,"https://scholar.google.com/scholar?q=related:D2_EgmEKfNoJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,46,A Mahabub,A robust technique of fake news detection using Ensemble Voting Classifier and comparison with other classifiers,2020,SN Applied Sciences,Springer,https://link.springer.com/article/10.1007/s42452-020-2326-y,"https://scholar.google.com/scholar?cites=738047142111804697&as_sdt=2005&sciodt=0,5&hl=en",531,3/2/23 10:43,HTML,10.1007/s42452-020-2326-y,,,,,,,46,15.33,46,1,3,"… to use regarding the accuracy, precision, recall, … fake news continuously as it is actualized in a streaming way. Deep learning techniques can also be implemented to improve accuracy …",https://link.springer.com/article/10.1007/s42452-020-2326-y,"https://scholar.google.com/scholar?q=related:Gf0QJfcRPgoJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,200,J Albright,Welcome to the era of fake news,2017,Media and Communication,ssoar.info,https://www.ssoar.info/ssoar/handle/document/55483,"https://scholar.google.com/scholar?cites=10217763412701909761&as_sdt=2005&sciodt=0,5&hl=en",532,3/2/23 10:43,,,,,,,,,200,33.33,200,1,6,"… accuracy are designed around the codification of sentiment and the monetization of attention, the “fake news” … news organizations and audiences in the “fake news” era. As more actors …",https://www.ssoar.info/ssoar/bitstream/handle/document/55483/ssoar-mediacomm-2017-2-albright-welcome_to_the_era_of.pdf?sequence=1,"https://scholar.google.com/scholar?q=related:AZMUFbDJzI0J:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,47,M Hirst,Towards a political economy of fake news,2017,The political economy of communication,polecom.org,http://www.polecom.org/index.php/polecom/article/viewFile/86/288,"https://scholar.google.com/scholar?cites=1901787403510308820&as_sdt=2005&sciodt=0,5&hl=en",533,3/2/23 10:43,PDF,,,,,,,,47,7.83,47,1,6,… Political economy needs a broader understanding of fake news that moves beyond the normative belief in objective Fourth Estate journalism as practiced in liberal-democracies. We …,http://www.polecom.org/index.php/polecom/article/viewFile/86/288,"https://scholar.google.com/scholar?q=related:1F-LQJGBZBoJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,18,"S Mishra, P Shukla, R Agarwal",Analyzing machine learning enabled fake news detection techniques for diversified datasets,2022,Wireless Communications and Mobile …,hindawi.com,https://www.hindawi.com/journals/wcmc/2022/1575365/,"https://scholar.google.com/scholar?cites=2070429837466755266&as_sdt=2005&sciodt=0,5&hl=en",534,3/2/23 10:43,HTML,,,,,,,,18,18.00,6,3,1,"… In this comparison, Bi-LSTM has achieved the best detection rate for fake news and obtained 95% accuracy and F1 score. This study will be helpful for further research in identifying …",https://www.hindawi.com/journals/wcmc/2022/1575365/,"https://scholar.google.com/scholar?q=related:wmCTsvekuxwJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,6,"T Murayama, S Wakamiya, E Aramaki",Mitigation of diachronic bias in fake news detection dataset,2021,arXiv preprint arXiv:2108.12601,arxiv.org,https://arxiv.org/abs/2108.12601,"https://scholar.google.com/scholar?cites=689995067005820966&as_sdt=2005&sciodt=0,5&hl=en",535,3/2/23 10:43,,,,,,,,,6,3.00,2,3,2,… Fake news detection models learned from these datasets achieve high accuracy for the … to a drop in the detection performance of fake news in different domains and future applications …,https://arxiv.org/pdf/2108.12601,"https://scholar.google.com/scholar?q=related:JmCnkdtakwkJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,39,"B Ross, A Jung, J Heisel, S Stieglitz",Fake news on social media: The (in) effectiveness of warning messages,2018,,researchgate.net,https://www.researchgate.net/profile/Bjoern-Ross/publication/328784235_Fake_News_on_Social_Media_The_InEffectiveness_of_Warning_Messages/links/5be2d5ac299bf1124fc17c15/Fake-News-on-Social-Media-The-InEffectiveness-of-Warning-Messages.pdf,"https://scholar.google.com/scholar?cites=10451762779700336398&as_sdt=2005&sciodt=0,5&hl=en",536,3/2/23 10:43,PDF,,,,,,,,39,7.80,10,4,5,"… After the phenomenon of fake news has thus been described, we can consider how users act to detect it online, and how they act, more generally, to determine the credibility of a …",https://www.researchgate.net/profile/Bjoern-Ross/publication/328784235_Fake_News_on_Social_Media_The_InEffectiveness_of_Warning_Messages/links/5be2d5ac299bf1124fc17c15/Fake-News-on-Social-Media-The-InEffectiveness-of-Warning-Messages.pdf,"https://scholar.google.com/scholar?q=related:DhewUN8eDJEJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,19,"A Gupta, H Li, A Farnoush, W Jiang",Understanding patterns of COVID infodemic: A systematic and pragmatic approach to curb fake news,2022,Journal of business research,Elsevier,https://www.sciencedirect.com/science/article/pii/S0148296321008390,"https://scholar.google.com/scholar?cites=8132877710845864316&as_sdt=2005&sciodt=0,5&hl=en",537,3/2/23 10:43,,,,,,,,,19,19.00,5,4,1,"… and distribute fake news in extant fake news literature. As a result of this assumption, current research efforts for resolving the issue of fake news center on providing credibility labels to …",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8627595/,"https://scholar.google.com/scholar?q=related:fOmoLDDJ3XAJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,13,AG Mainous,Perspectives in primary care: disseminating scientific findings in an era of fake news and science denial,2018,The Annals of Family Medicine,Annals Family Med,https://www.annfammed.org/content/16/6/490.short,"https://scholar.google.com/scholar?cites=10330924756584220239&as_sdt=2005&sciodt=0,5&hl=en",538,3/2/23 10:43,,,,,,,,,13,2.60,13,1,5,"… We hear constant claims of “fake news” for positions with evidence while simultaneously … not associated with autism, the persistent belief in the harmfulness of childhood immunizations …",https://www.annfammed.org/content/annalsfm/16/6/490.full.pdf,"https://scholar.google.com/scholar?q=related:T8Z9nVTRXo8J:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,57,"O Ştefăniţă, N Corbu, R Buturoiu",Fake News and the Third-Person Effect: They are More Influenced than Me and You.,2018,Journal of Media research,mrjournal.ro,https://www.mrjournal.ro/docs/R2/32jmr1T.pdf,"https://scholar.google.com/scholar?cites=3474582907282874746&as_sdt=2005&sciodt=0,5&hl=en",539,3/2/23 10:43,PDF,,,,,,,,57,11.40,19,3,5,"… In the context of fake news and digital disinformation, source credibility and media trust are affected. In the so … Media credibility is ensured through accuracy, measures of bias, fairness, …",https://www.mrjournal.ro/docs/R2/32jmr1T.pdf,"https://scholar.google.com/scholar?q=related:emE9u74yODAJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,20,"JS Shim, Y Lee, H Ahn",A link2vec-based fake news detection model using web search results,2021,Expert Systems with Applications,Elsevier,https://www.sciencedirect.com/science/article/pii/S0957417421009015,"https://scholar.google.com/scholar?cites=6393912185472967969&as_sdt=2005&sciodt=0,5&hl=en",540,3/2/23 10:43,,,,,,,,,20,10.00,7,3,2,"… This study showed 85% accuracy using just reliable link source information, showing the effectiveness and possibility of using link information to detect fake news. In fact, their main idea …",,"https://scholar.google.com/scholar?q=related:IWUonEG9u1gJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,56,J Buschman,"Good news, bad news, and fake news: going beyond political literacy to democracy and libraries",2019,Journal of Documentation,emerald.com,https://www.emerald.com/insight/content/doi/10.1108/JD-05-2018-0074/full/html,"https://scholar.google.com/scholar?cites=3612385501552205257&as_sdt=2005&sciodt=0,5&hl=en",541,3/2/23 10:43,,10.1108/JD-05-2018-0074,,,,,,,56,14.00,56,1,4,"… fake news, … fake news both through specific educative actions aimed at it and as broadly educative institutions with a coherent notion of their relationship to informational discernment …",https://www.academia.edu/download/81758998/download.pdf,"https://scholar.google.com/scholar?q=related:yV3Kc3nFITIJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,52,"T Finneman, RJ Thomas","A family of falsehoods: Deception, media hoaxes and fake news",2018,Newspaper Research Journal,journals.sagepub.com,https://journals.sagepub.com/doi/pdf/10.1177/0739532918796228,"https://scholar.google.com/scholar?cites=18241295135211583887&as_sdt=2005&sciodt=0,5&hl=en",542,3/2/23 10:43,,10.1177/0739532918796228,,,,,,,52,10.40,26,2,5,… online—fake news is all we’ll have.”The Longview News-Journal in Texas called fake news “… strive to report the news fairly—and take responsibility for the accuracy of their work.”News …,https://kuscholarworks.ku.edu/bitstream/handle/1808/27743/Finneman_2018_FamilyofFalsehood.pdf?isAllowed=y&sequence=1,"https://scholar.google.com/scholar?q=related:j_lYaUcZJv0J:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,32,"V Vaibhav, RM Annasamy, E Hovy",Do sentence interactions matter? leveraging sentence level representations for fake news classification,2019,arXiv preprint arXiv:1910.12203,arxiv.org,https://arxiv.org/abs/1910.12203,"https://scholar.google.com/scholar?cites=1101440821847007569&as_sdt=2005&sciodt=0,5&hl=en",543,3/2/23 10:43,,,,,,,,,32,8.00,11,3,4,"… , the GAT + 2 Attn Heads model achieves an accuracy of 87% on the entire RPN dataset … 2017) on RPN reports a 5-fold cross validation accuracy of 91%. These results indicate the …",https://arxiv.org/pdf/1910.12203,"https://scholar.google.com/scholar?q=related:USFOf5caSQ8J:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,40,"A Giachanou, G Zhang, P Rosso",Multimodal multi-image fake news detection,2020,2020 IEEE 7th international …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9260096/,"https://scholar.google.com/scholar?cites=5275729334134894634&as_sdt=2005&sciodt=0,5&hl=en",544,3/2/23 10:43,,,,,,,,,40,13.33,13,3,3,"… and social context that can be also useful for fake news detection. To this end, some researchers have proposed systems that use the credibility of the pages that post the news [17] or …",https://riunet.upv.es/bitstream/handle/10251/179921/GiachanouZhangRosso%20-%20Multimodal%20Multi-image%20Fake%20News%20Detection.pdf?sequence=3,"https://scholar.google.com/scholar?q=related:KvA3nOAnN0kJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,17,M Johnson,"Fighting"" Fake News"": How We Overhauled Our Website Evaluation Lessons.",2018,Knowledge Quest,ERIC,https://eric.ed.gov/?id=EJ1190996,"https://scholar.google.com/scholar?cites=11341357915861458210&as_sdt=2005&sciodt=0,5&hl=en",545,3/2/23 10:43,,,,,,,,,17,3.40,17,1,5,"… and assess the validity and accuracy of information as they … by evaluating information for accuracy, validity, social and … feed for us to evaluate for accuracy. Finally, we displayed our …",https://files.eric.ed.gov/fulltext/EJ1190996.pdf,"https://scholar.google.com/scholar?q=related:Ip18de-YZJ0J:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,36,"T Rasool, WH Butt, A Shaukat, MU Akram",Multi-label fake news detection using multi-layered supervised learning,2019,Proceedings of the 2019 11th …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3313991.3314008,"https://scholar.google.com/scholar?cites=14739614615519035612&as_sdt=2005&sciodt=0,5&hl=en",546,3/2/23 10:43,,10.1145/3313991.3314008,,,,,,,36,9.00,9,4,4,"… belief that the language of truth differs from fabricated information [22, 23]. For example, fake news … Alternatively, a fake news item may contain more sentiment, negative emotion, less …",,"https://scholar.google.com/scholar?q=related:3AArJGahjcwJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,14,"L Soetekouw, S Angelopoulos",Digital resilience through training protocols: learning to identify fake news on social media,2022,Information Systems Frontiers,Springer,https://link.springer.com/article/10.1007/s10796-021-10240-7,"https://scholar.google.com/scholar?cites=6645712622208539054&as_sdt=2005&sciodt=0,5&hl=en",547,3/2/23 10:43,HTML,10.1007/s10796-021-10240-7,,,,,,,14,14.00,7,2,1,"We explore whether training protocols can enhance the ability of social media users to detect fake news, by conducting an online experiment (N = 417) to analyse the effect of such a …",https://link.springer.com/article/10.1007/s10796-021-10240-7,"https://scholar.google.com/scholar?q=related:rtkRXmtQOlwJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,56,K Stahl,Fake news detection in social media,2018,California State University Stanislaus,csustan.edu,https://www.csustan.edu/sites/default/files/groups/University%20Honors%20Program/Journals/02_stahl.pdf,"https://scholar.google.com/scholar?cites=7741309512278261770&as_sdt=2005&sciodt=0,5&hl=en",548,3/2/23 10:43,PDF,,,,,,,,56,11.20,56,1,5,"… fake news, in order to increase the accuracy and be applicable to the social media domain, they have been combined into an integrated algorithm as a method for fake news detection. …",https://www.csustan.edu/sites/default/files/groups/University%20Honors%20Program/Journals/02_stahl.pdf,"https://scholar.google.com/scholar?q=related:CsCyd_ynbmsJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,27,"J Meinert, M Mirbabaie, S Dungs, A Aker",Is it really fake?–Towards an understanding of fake news in social media communication,2018,"… , SCSM 2018, Held as Part of …",Springer,https://link.springer.com/chapter/10.1007/978-3-319-91521-0_35,"https://scholar.google.com/scholar?cites=17367433318085768615&as_sdt=2005&sciodt=0,5&hl=en",549,3/2/23 10:43,,10.1007/978-3-319-91521-0_35,,,,,,,27,5.40,7,4,5,"… Fake News and create a common understanding, we analyzed the literature on Fake News … [53] proposed a Fake News detection method utilizing the credibility propagation network …",https://www.researchgate.net/profile/Ahmet-Aker-3/publication/325458836_Is_It_Really_Fake_-_Towards_an_Understanding_of_Fake_News_in_Social_Media_Communication/links/5b601e88458515c4b2547639/Is-It-Really-Fake-Towards-an-Understanding-of-Fake-News-in-Social-Media-Communication.pdf,"https://scholar.google.com/scholar?q=related:pzXJEJaEBfEJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
