StartDate,EndDate,Status.x,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,attention,Q1,education,PROLIFIC_PID,treatment,id,discipline,clear,surprise,know,learn,knowledge1,knowledge2,knowledge3,knowledge4,knowledge5,impressed,competence,trust,n_correct,knowledge_avg,Submission id,Status.y,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,gender,age,outcome,value
2024-06-07 18:39:09,2024-06-07 18:42:11,0,81.79.14.170,100,181,1,2024-06-07 18:42:12,R_2AFJObkKh5wr9UL,NA,NA,NA,NA,51.4805,-0.0113,anonymous,EN,1,I pay attention,NA,5,6093bbe2d2c5537241164571,control,3,entom,5,4,4,4,TRUE,TRUE,TRUE,TRUE,TRUE,4,5,4,5,1,6663378b2a9b76cf09442961,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:04Z,2024-06-07T16:42:14Z,NA,2024-06-07T16:42:41Z,191,CR9UHRS6,684,54,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,male,54,impressiveness,-0.25638452492661
2024-06-07 18:39:09,2024-06-07 18:42:11,0,81.79.14.170,100,181,1,2024-06-07 18:42:12,R_2AFJObkKh5wr9UL,NA,NA,NA,NA,51.4805,-0.0113,anonymous,EN,1,I pay attention,NA,5,6093bbe2d2c5537241164571,control,3,entom,5,4,4,4,TRUE,TRUE,TRUE,TRUE,TRUE,4,5,4,5,1,6663378b2a9b76cf09442961,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:04Z,2024-06-07T16:42:14Z,NA,2024-06-07T16:42:41Z,191,CR9UHRS6,684,54,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,male,54,competence,0.7781139456128505
2024-06-07 18:39:24,2024-06-07 18:42:24,0,86.12.239.105,100,179,1,2024-06-07 18:42:24,R_21vtAVq2TPdGomn,NA,NA,NA,NA,50.8494,-1.1777,anonymous,EN,1,I pay attention,NA,4,5f744d89a37f7b1e74d264a2,control,4,archeo,5,5,5,4,TRUE,FALSE,TRUE,FALSE,TRUE,5,4,4,3,0.6,666337b7669c7bd443848b4b,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:22Z,2024-06-07T16:42:27Z,NA,2024-06-07T16:42:43Z,185,CR9UHRS6,2798,39,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time,male,39,knowledge,-0.24450763524958347
2024-06-07 18:39:24,2024-06-07 18:42:24,0,86.12.239.105,100,179,1,2024-06-07 18:42:24,R_21vtAVq2TPdGomn,NA,NA,NA,NA,50.8494,-1.1777,anonymous,EN,1,I pay attention,NA,4,5f744d89a37f7b1e74d264a2,control,4,archeo,5,5,5,4,TRUE,FALSE,TRUE,FALSE,TRUE,5,4,4,3,0.6,666337b7669c7bd443848b4b,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:22Z,2024-06-07T16:42:27Z,NA,2024-06-07T16:42:43Z,185,CR9UHRS6,2798,39,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time,male,39,trust,-0.19008012051348197
2024-06-07 18:39:24,2024-06-07 18:42:24,0,86.12.239.105,100,179,1,2024-06-07 18:42:24,R_21vtAVq2TPdGomn,NA,NA,NA,NA,50.8494,-1.1777,anonymous,EN,1,I pay attention,NA,4,5f744d89a37f7b1e74d264a2,control,4,archeo,5,5,5,4,TRUE,FALSE,TRUE,FALSE,TRUE,5,4,4,3,0.6,666337b7669c7bd443848b4b,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:22Z,2024-06-07T16:42:27Z,NA,2024-06-07T16:42:43Z,185,CR9UHRS6,2798,39,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time,male,39,impressiveness,1.3129995367453693
2024-06-07 18:39:24,2024-06-07 18:42:24,0,86.12.239.105,100,179,1,2024-06-07 18:42:24,R_21vtAVq2TPdGomn,NA,NA,NA,NA,50.8494,-1.1777,anonymous,EN,1,I pay attention,NA,4,5f744d89a37f7b1e74d264a2,control,4,archeo,5,5,5,4,TRUE,FALSE,TRUE,FALSE,TRUE,5,4,4,3,0.6,666337b7669c7bd443848b4b,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:22Z,2024-06-07T16:42:27Z,NA,2024-06-07T16:42:43Z,185,CR9UHRS6,2798,39,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time,male,39,competence,-0.9683195767626569
2024-06-07 18:39:59,2024-06-07 18:42:35,0,165.120.199.247,100,155,1,2024-06-07 18:42:35,R_2kSOGV5OIX4QRHk,NA,NA,NA,NA,56.4806,-2.9358,anonymous,EN,1,I pay attention,NA,6,5f58b678d49cef03d3696884,distraction,5,entom,4,4,5,4,FALSE,FALSE,FALSE,TRUE,FALSE,5,5,5,1,0.2,666337d4cc36f24aaae0757f,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:56Z,2024-06-07T16:42:37Z,NA,2024-06-07T16:42:45Z,162,CR9UHRS6,1219,33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,male,33,knowledge,-1.6556659872614656
2024-06-07 18:39:59,2024-06-07 18:42:35,0,165.120.199.247,100,155,1,2024-06-07 18:42:35,R_2kSOGV5OIX4QRHk,NA,NA,NA,NA,56.4806,-2.9358,anonymous,EN,1,I pay attention,NA,6,5f58b678d49cef03d3696884,distraction,5,entom,4,4,5,4,FALSE,FALSE,FALSE,TRUE,FALSE,5,5,5,1,0.2,666337d4cc36f24aaae0757f,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:56Z,2024-06-07T16:42:37Z,NA,2024-06-07T16:42:45Z,162,CR9UHRS6,1219,33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,male,33,trust,1.232000781105905
2024-06-07 18:39:59,2024-06-07 18:42:35,0,165.120.199.247,100,155,1,2024-06-07 18:42:35,R_2kSOGV5OIX4QRHk,NA,NA,NA,NA,56.4806,-2.9358,anonymous,EN,1,I pay attention,NA,6,5f58b678d49cef03d3696884,distraction,5,entom,4,4,5,4,FALSE,FALSE,FALSE,TRUE,FALSE,5,5,5,1,0.2,666337d4cc36f24aaae0757f,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:56Z,2024-06-07T16:42:37Z,NA,2024-06-07T16:42:45Z,162,CR9UHRS6,1219,33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,male,33,impressiveness,1.3129995367453693
2024-06-07 18:39:59,2024-06-07 18:42:35,0,165.120.199.247,100,155,1,2024-06-07 18:42:35,R_2kSOGV5OIX4QRHk,NA,NA,NA,NA,56.4806,-2.9358,anonymous,EN,1,I pay attention,NA,6,5f58b678d49cef03d3696884,distraction,5,entom,4,4,5,4,FALSE,FALSE,FALSE,TRUE,FALSE,5,5,5,1,0.2,666337d4cc36f24aaae0757f,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:56Z,2024-06-07T16:42:37Z,NA,2024-06-07T16:42:45Z,162,CR9UHRS6,1219,33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,male,33,competence,0.7781139456128505
2024-06-07 18:39:50,2024-06-07 18:42:37,0,86.3.109.61,100,166,1,2024-06-07 18:42:37,R_242ZJ8x98nb9bFd,NA,NA,NA,NA,51.4866,-3.1549,anonymous,EN,1,I pay attention,NA,5,62ce98befb7d0dbd39cc070d,control,6,archeo,4,5,5,4,FALSE,FALSE,FALSE,FALSE,TRUE,5,4,4,1,0.2,666337d18a8c01fb21840e04,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:49Z,2024-06-07T16:42:41Z,NA,2024-06-07T16:42:45Z,173,CR9UHRS6,1192,23,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED,male,23,knowledge,-1.6556659872614656
2024-06-07 18:39:50,2024-06-07 18:42:37,0,86.3.109.61,100,166,1,2024-06-07 18:42:37,R_242ZJ8x98nb9bFd,NA,NA,NA,NA,51.4866,-3.1549,anonymous,EN,1,I pay attention,NA,5,62ce98befb7d0dbd39cc070d,control,6,archeo,4,5,5,4,FALSE,FALSE,FALSE,FALSE,TRUE,5,4,4,1,0.2,666337d18a8c01fb21840e04,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:49Z,2024-06-07T16:42:41Z,NA,2024-06-07T16:42:45Z,173,CR9UHRS6,1192,23,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED,male,23,trust,-0.19008012051348197
2024-06-07 18:39:50,2024-06-07 18:42:37,0,86.3.109.61,100,166,1,2024-06-07 18:42:37,R_242ZJ8x98nb9bFd,NA,NA,NA,NA,51.4866,-3.1549,anonymous,EN,1,I pay attention,NA,5,62ce98befb7d0dbd39cc070d,control,6,archeo,4,5,5,4,FALSE,FALSE,FALSE,FALSE,TRUE,5,4,4,1,0.2,666337d18a8c01fb21840e04,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:49Z,2024-06-07T16:42:41Z,NA,2024-06-07T16:42:45Z,173,CR9UHRS6,1192,23,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED,male,23,impressiveness,1.3129995367453693
2024-06-07 18:39:50,2024-06-07 18:42:37,0,86.3.109.61,100,166,1,2024-06-07 18:42:37,R_242ZJ8x98nb9bFd,NA,NA,NA,NA,51.4866,-3.1549,anonymous,EN,1,I pay attention,NA,5,62ce98befb7d0dbd39cc070d,control,6,archeo,4,5,5,4,FALSE,FALSE,FALSE,FALSE,TRUE,5,4,4,1,0.2,666337d18a8c01fb21840e04,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:49Z,2024-06-07T16:42:41Z,NA,2024-06-07T16:42:45Z,173,CR9UHRS6,1192,23,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED,male,23,competence,-0.9683195767626569
2024-06-07 18:39:06,2024-06-07 18:42:38,0,83.100.130.146,100,212,1,2024-06-07 18:42:39,R_2v3bt62YkbYOxCr,NA,NA,NA,NA,53.7426,-0.3295,anonymous,EN,1,i pay attention,NA,2,5ea5ab953728485a2d53e033,control,7,archeo,2,4,5,3,TRUE,TRUE,TRUE,FALSE,TRUE,4,4,5,4,0.8,666337a50a3ebc52b0721edb,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:04Z,2024-06-07T16:42:57Z,NA,2024-06-07T16:42:58Z,233,CR9UHRS6,715,33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking),male,33,knowledge,0.46107154075635765
2024-06-07 18:39:06,2024-06-07 18:42:38,0,83.100.130.146,100,212,1,2024-06-07 18:42:39,R_2v3bt62YkbYOxCr,NA,NA,NA,NA,53.7426,-0.3295,anonymous,EN,1,i pay attention,NA,2,5ea5ab953728485a2d53e033,control,7,archeo,2,4,5,3,TRUE,TRUE,TRUE,FALSE,TRUE,4,4,5,4,0.8,666337a50a3ebc52b0721edb,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:04Z,2024-06-07T16:42:57Z,NA,2024-06-07T16:42:58Z,233,CR9UHRS6,715,33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking),male,33,trust,1.232000781105905
2024-06-07 18:39:06,2024-06-07 18:42:38,0,83.100.130.146,100,212,1,2024-06-07 18:42:39,R_2v3bt62YkbYOxCr,NA,NA,NA,NA,53.7426,-0.3295,anonymous,EN,1,i pay attention,NA,2,5ea5ab953728485a2d53e033,control,7,archeo,2,4,5,3,TRUE,TRUE,TRUE,FALSE,TRUE,4,4,5,4,0.8,666337a50a3ebc52b0721edb,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:04Z,2024-06-07T16:42:57Z,NA,2024-06-07T16:42:58Z,233,CR9UHRS6,715,33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking),male,33,impressiveness,-0.25638452492661
2024-06-07 18:39:06,2024-06-07 18:42:38,0,83.100.130.146,100,212,1,2024-06-07 18:42:39,R_2v3bt62YkbYOxCr,NA,NA,NA,NA,53.7426,-0.3295,anonymous,EN,1,i pay attention,NA,2,5ea5ab953728485a2d53e033,control,7,archeo,2,4,5,3,TRUE,TRUE,TRUE,FALSE,TRUE,4,4,5,4,0.8,666337a50a3ebc52b0721edb,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:04Z,2024-06-07T16:42:57Z,NA,2024-06-07T16:42:58Z,233,CR9UHRS6,715,33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking),male,33,competence,-0.9683195767626569
2024-06-07 18:39:21,2024-06-07 18:42:42,0,86.4.149.120,100,200,1,2024-06-07 18:42:42,R_8CJxpOZzuprY8fE,NA,NA,NA,NA,53.5866,-2.4354,anonymous,EN,1,I pay attention,NA,5,55d4c46f58c35800113dc131,control,8,archeo,5,2,4,2,FALSE,TRUE,TRUE,TRUE,TRUE,4,4,5,4,0.8,666337b78baba58c6fd1c008,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:19Z,2024-06-07T16:42:54Z,NA,2024-06-07T16:42:55Z,215,CR9UHRS6,1202,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,female,36,knowledge,0.46107154075635765
2024-06-07 18:39:21,2024-06-07 18:42:42,0,86.4.149.120,100,200,1,2024-06-07 18:42:42,R_8CJxpOZzuprY8fE,NA,NA,NA,NA,53.5866,-2.4354,anonymous,EN,1,I pay attention,NA,5,55d4c46f58c35800113dc131,control,8,archeo,5,2,4,2,FALSE,TRUE,TRUE,TRUE,TRUE,4,4,5,4,0.8,666337b78baba58c6fd1c008,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:19Z,2024-06-07T16:42:54Z,NA,2024-06-07T16:42:55Z,215,CR9UHRS6,1202,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,female,36,trust,1.232000781105905
2024-06-07 18:39:21,2024-06-07 18:42:42,0,86.4.149.120,100,200,1,2024-06-07 18:42:42,R_8CJxpOZzuprY8fE,NA,NA,NA,NA,53.5866,-2.4354,anonymous,EN,1,I pay attention,NA,5,55d4c46f58c35800113dc131,control,8,archeo,5,2,4,2,FALSE,TRUE,TRUE,TRUE,TRUE,4,4,5,4,0.8,666337b78baba58c6fd1c008,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:19Z,2024-06-07T16:42:54Z,NA,2024-06-07T16:42:55Z,215,CR9UHRS6,1202,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,female,36,impressiveness,-0.25638452492661
2024-06-07 18:39:21,2024-06-07 18:42:42,0,86.4.149.120,100,200,1,2024-06-07 18:42:42,R_8CJxpOZzuprY8fE,NA,NA,NA,NA,53.5866,-2.4354,anonymous,EN,1,I pay attention,NA,5,55d4c46f58c35800113dc131,control,8,archeo,5,2,4,2,FALSE,TRUE,TRUE,TRUE,TRUE,4,4,5,4,0.8,666337b78baba58c6fd1c008,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:19Z,2024-06-07T16:42:54Z,NA,2024-06-07T16:42:55Z,215,CR9UHRS6,1202,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,female,36,competence,-0.9683195767626569
2024-06-07 18:39:30,2024-06-07 18:42:42,0,86.31.117.186,100,192,1,2024-06-07 18:42:43,R_2CqCnXLxzExJAdt,NA,NA,NA,NA,53.3933,-2.1336,anonymous,EN,1,I pay attention,NA,3,60dcb3f3e2ea696019e59af9,control,9,archeo,3,4,4,4,TRUE,FALSE,TRUE,FALSE,TRUE,4,4,4,3,0.6,666337ba83ddf17a8adb62fa,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:27Z,2024-06-07T16:42:45Z,NA,2024-06-07T16:42:46Z,198,CR9UHRS6,231,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,male,37,knowledge,-0.24450763524958347
2024-06-07 18:39:30,2024-06-07 18:42:42,0,86.31.117.186,100,192,1,2024-06-07 18:42:43,R_2CqCnXLxzExJAdt,NA,NA,NA,NA,53.3933,-2.1336,anonymous,EN,1,I pay attention,NA,3,60dcb3f3e2ea696019e59af9,control,9,archeo,3,4,4,4,TRUE,FALSE,TRUE,FALSE,TRUE,4,4,4,3,0.6,666337ba83ddf17a8adb62fa,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:27Z,2024-06-07T16:42:45Z,NA,2024-06-07T16:42:46Z,198,CR9UHRS6,231,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,male,37,trust,-0.19008012051348197
2024-06-07 18:39:30,2024-06-07 18:42:42,0,86.31.117.186,100,192,1,2024-06-07 18:42:43,R_2CqCnXLxzExJAdt,NA,NA,NA,NA,53.3933,-2.1336,anonymous,EN,1,I pay attention,NA,3,60dcb3f3e2ea696019e59af9,control,9,archeo,3,4,4,4,TRUE,FALSE,TRUE,FALSE,TRUE,4,4,4,3,0.6,666337ba83ddf17a8adb62fa,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:27Z,2024-06-07T16:42:45Z,NA,2024-06-07T16:42:46Z,198,CR9UHRS6,231,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,male,37,impressiveness,-0.25638452492661
2024-06-07 18:39:30,2024-06-07 18:42:42,0,86.31.117.186,100,192,1,2024-06-07 18:42:43,R_2CqCnXLxzExJAdt,NA,NA,NA,NA,53.3933,-2.1336,anonymous,EN,1,I pay attention,NA,3,60dcb3f3e2ea696019e59af9,control,9,archeo,3,4,4,4,TRUE,FALSE,TRUE,FALSE,TRUE,4,4,4,3,0.6,666337ba83ddf17a8adb62fa,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:27Z,2024-06-07T16:42:45Z,NA,2024-06-07T16:42:46Z,198,CR9UHRS6,231,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,male,37,competence,-0.9683195767626569
2024-06-07 18:39:24,2024-06-07 18:42:45,0,109.147.20.9,100,200,1,2024-06-07 18:42:45,R_2otD3qXUVrifc03,NA,NA,NA,NA,51.0686,-4.0203,anonymous,EN,1,I pay attention,NA,5,55116f91fdf99b5ef4a94a2b,distraction,10,entom,4,4,5,4,FALSE,TRUE,TRUE,TRUE,TRUE,5,5,5,4,0.8,666337b3e3a0971de86a0462,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:22Z,2024-06-07T16:42:47Z,NA,2024-06-07T16:42:48Z,206,CR9UHRS6,331,42,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,female,42,knowledge,0.46107154075635765
2024-06-07 18:39:24,2024-06-07 18:42:45,0,109.147.20.9,100,200,1,2024-06-07 18:42:45,R_2otD3qXUVrifc03,NA,NA,NA,NA,51.0686,-4.0203,anonymous,EN,1,I pay attention,NA,5,55116f91fdf99b5ef4a94a2b,distraction,10,entom,4,4,5,4,FALSE,TRUE,TRUE,TRUE,TRUE,5,5,5,4,0.8,666337b3e3a0971de86a0462,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:22Z,2024-06-07T16:42:47Z,NA,2024-06-07T16:42:48Z,206,CR9UHRS6,331,42,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,female,42,trust,1.232000781105905
2024-06-07 18:39:24,2024-06-07 18:42:45,0,109.147.20.9,100,200,1,2024-06-07 18:42:45,R_2otD3qXUVrifc03,NA,NA,NA,NA,51.0686,-4.0203,anonymous,EN,1,I pay attention,NA,5,55116f91fdf99b5ef4a94a2b,distraction,10,entom,4,4,5,4,FALSE,TRUE,TRUE,TRUE,TRUE,5,5,5,4,0.8,666337b3e3a0971de86a0462,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:22Z,2024-06-07T16:42:47Z,NA,2024-06-07T16:42:48Z,206,CR9UHRS6,331,42,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,female,42,impressiveness,1.3129995367453693
