Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
673756dc2bd316f69f36922f,5c747244f33ac60001b7a9e2,AWAITING REVIEW,Not Applicable,2024-11-15T14:12:58.073000Z,2024-11-15T14:18:53.674000Z,,2024-11-15T14:18:55.493807Z,356.0,C128HNCS,2124,47,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
673756dd15b638a127b6e412,669d07ad63cce3554e97e006,AWAITING REVIEW,Not Applicable,2024-11-15T14:12:54.675000Z,2024-11-15T14:17:10.488000Z,,2024-11-15T14:17:11.215959Z,256.0,C128HNCS,146,40,Female,Asian,China,United Kingdom,United Kingdom,English,No,Part-Time
673756dd2c119982a379e556,59b7cbab110131000146620b,AWAITING REVIEW,Not Applicable,2024-11-15T14:12:52.205000Z,2024-11-15T14:17:34.023000Z,,2024-11-15T14:17:34.965656Z,282.0,C128HNCS,2478,67,Male,White,Turkey,United Kingdom,United Kingdom,Kurdish,No,Part-Time
673756dd37856d34840db6d2,660d5c2e7246f533059561e0,AWAITING REVIEW,Not Applicable,2024-11-15T14:14:27.793000Z,2024-11-15T14:24:29.339000Z,,2024-11-15T14:24:30.140680Z,602.0,C128HNCS,644,41,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
673756ddafe539c8f60a1aa9,5b2240df023fe3000150533f,AWAITING REVIEW,Not Applicable,2024-11-15T14:13:01.153000Z,2024-11-15T14:16:57.503000Z,,2024-11-15T14:16:58.130443Z,237.0,C128HNCS,2639,49,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
673756de735568b07e1d0683,5bcedec641f0710001c74dd5,AWAITING REVIEW,Not Applicable,2024-11-15T14:12:58.258000Z,2024-11-15T14:15:42.938000Z,,2024-11-15T14:15:50.583780Z,165.0,C128HNCS,754,34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
673756dee35a5c1afd015deb,668cedb07e044f1e36b92906,AWAITING REVIEW,Not Applicable,2024-11-15T14:12:58.145000Z,2024-11-15T14:18:57.727000Z,,2024-11-15T14:18:59.929519Z,360.0,C128HNCS,35,28,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
673756df54db57fa04cd6e57,6616cb2e70225899688b7f69,AWAITING REVIEW,Not Applicable,2024-11-15T14:13:04.795000Z,2024-11-15T14:20:04.940000Z,,2024-11-15T14:20:07.055966Z,421.0,C128HNCS,403,35,Male,Black,Nigeria,United Kingdom,United Kingdom,English,Yes,Part-Time
673756f00b7cebfefd3e8b75,5d9750fe74d24900145633a7,AWAITING REVIEW,Not Applicable,2024-11-15T14:13:14.344000Z,2024-11-15T14:15:59.160000Z,,2024-11-15T14:15:59.868257Z,165.0,C128HNCS,1719,54,Male,White,Romania,United Kingdom,United Kingdom,Romanian,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
673759d2d9a3d758d4bfb547,614ce29d78ae25eced10ede1,AWAITING REVIEW,Not Applicable,2024-11-15T14:25:32.254000Z,2024-11-15T14:27:45.751000Z,,2024-11-15T14:29:49.083238Z,134.0,C128HNCS,1645,31,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
673756da9e60043131b987f9,5b421b9ac2e3810001763252,RETURNED,Not Applicable,2024-11-15T14:12:42.314000Z,,,,,,3248,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
673756df3270944afe5a1e21,66c4a32221f616ebf48ab21d,RETURNED,Not Applicable,2024-11-15T14:22:47.015000Z,,,,,,310,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67375886501fa310c8346550,5b2a72f7c293b90001732b89,RETURNED,Not Applicable,2024-11-15T14:29:50.705000Z,,,,,,2267,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
