Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Covid-19 vaccine opinions,Covid-19 vaccination,Vaccine opinions 2,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
66bb70a0631471cc93bd60ab,5bcbfa2832e46700016f1c1d,AWAITING REVIEW,Not Applicable,2024-08-13T14:41:45.095000Z,2024-08-13T14:50:32.417000Z,,2024-08-13T14:50:41.626747Z,528.0,C3MDUOHD,1486,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),33,Female,Black,United States,United States,United States,English,No,Full-Time
66bb70a2586319f01a6ce86d,66ba9fd39e4ac299a988a48e,AWAITING REVIEW,Not Applicable,2024-08-13T14:41:44.473000Z,2024-08-13T14:49:20.882000Z,,2024-08-13T14:49:22.119113Z,457.0,C3MDUOHD,2,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),42,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66bb70b8a85193acbd08bca7,663ad3521b3d8f4931d80cd1,AWAITING REVIEW,Not Applicable,2024-08-13T14:42:06.492000Z,2024-08-13T15:00:11.676000Z,,2024-08-13T15:02:34.926931Z,1086.0,C3MDUOHD,162,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),38,Female,Black,United States,United States,United States,English,No,Full-Time
66bb70c23cf39441d455ac52,66abcd8f214d1239fc1e2576,AWAITING REVIEW,Not Applicable,2024-08-13T14:42:14.703000Z,2024-08-13T14:58:14.481000Z,,2024-08-13T14:58:17.084402Z,960.0,C3MDUOHD,39,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),53,Female,Black,United States,United States,United States,English,No,Full-Time
66bb70c63b2c2053a28883a0,65c2510fa94c23aa2cc4de8b,AWAITING REVIEW,Not Applicable,2024-08-13T14:42:25.911000Z,2024-08-13T14:50:41.698000Z,,2024-08-13T14:50:43.116108Z,496.0,C3MDUOHD,219,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),50,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
66bb70cfb6d97dd8f1e031d6,56849d528f456f000c45e1dd,AWAITING REVIEW,Not Applicable,2024-08-13T14:42:27.860000Z,2024-08-13T14:46:58.020000Z,,2024-08-13T14:47:36.718145Z,271.0,C3MDUOHD,5957,Against (I feel negatively about the vaccines),No,2 (DISAGREE),37,Female,Black,United States,United States,United States,English,Yes,Full-Time
66bb70d132712e29a17ddcdb,5d7862a638292d001c062b79,AWAITING REVIEW,Not Applicable,2024-08-13T14:42:31.124000Z,2024-08-13T14:49:39.642000Z,,2024-08-13T14:49:40.343141Z,429.0,C3MDUOHD,3859,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),38,Female,White,United States,United States,United States,English,Yes,Part-Time
66bb70dd286b3cfa0847ae18,6679e748c16abe5888509bf7,AWAITING REVIEW,Not Applicable,2024-08-13T14:42:43.240000Z,2024-08-13T15:08:25.074000Z,,2024-08-13T15:08:25.778613Z,1542.0,C3MDUOHD,33,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),29,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
66bb70dfafb19e03a21c4635,65b537602cf1fbd4f77c7909,AWAITING REVIEW,Not Applicable,2024-08-13T14:45:47.869000Z,2024-08-13T14:50:37.510000Z,,2024-08-13T14:50:38.264775Z,290.0,C3MDUOHD,1185,Against (I feel negatively about the vaccines),No,2 (DISAGREE),58,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66bb70e05f4d907a4972a5ed,62897d2024f826ea90b7efa1,AWAITING REVIEW,Not Applicable,2024-08-13T14:44:34.216000Z,2024-08-13T14:50:39.296000Z,,2024-08-13T14:50:39.994530Z,366.0,C3MDUOHD,5350,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),71,Female,White,United States,United States,United States,English,No,Part-Time
66bb710f157e01e061bbfeda,66462d867fe1025286613561,AWAITING REVIEW,Not Applicable,2024-08-13T14:43:34.205000Z,2024-08-13T14:50:46.739000Z,,2024-08-13T14:50:47.580036Z,433.0,C3MDUOHD,168,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),22,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
66bb71155f780a729ab330d7,640c92a322b87202716ce6a6,AWAITING REVIEW,Not Applicable,2024-08-13T14:43:55.998000Z,2024-08-13T14:49:53.100000Z,,2024-08-13T14:49:53.809994Z,358.0,C3MDUOHD,1297,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),65,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66bb71424b647272fd4512e4,63434fd4c74099dcf0bc49fd,AWAITING REVIEW,Not Applicable,2024-08-13T14:44:22.697000Z,2024-08-13T14:50:41.919000Z,,2024-08-13T14:50:42.690245Z,380.0,C3MDUOHD,1344,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),64,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66bb716bfabc48fa10acfa0d,5a09ebdf087f2e0001eae39f,AWAITING REVIEW,Not Applicable,2024-08-13T14:45:02.606000Z,2024-08-13T14:48:16.304000Z,,2024-08-13T14:48:17.644831Z,194.0,C3MDUOHD,1514,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),31,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66bb717455ee6a10558b9a4a,65f4b5d1a054a5cc2f5140b2,AWAITING REVIEW,Not Applicable,2024-08-13T14:45:35.995000Z,2024-08-13T14:52:02.589000Z,,2024-08-13T14:52:03.335332Z,387.0,C3MDUOHD,899,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),42,Male,White,United States,United States,United States,English,No,Full-Time
66bb71ab9cb52b39b99823f8,66aae0166253593e722ec393,AWAITING REVIEW,Not Applicable,2024-08-13T14:47:31.742000Z,2024-08-13T14:58:10.298000Z,,2024-08-13T14:58:13.206370Z,639.0,C3MDUOHD,63,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),42,Male,White,United States,United States,United States,English,No,Full-Time
66bb71c8a03708a0f47360b6,5e3079c558a8c8073fdb1ff9,AWAITING REVIEW,Not Applicable,2024-08-13T14:46:40.449000Z,2024-08-13T15:18:09.369000Z,,2024-08-13T15:18:10.134090Z,1889.0,C3MDUOHD,9059,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),35,Male,White,United States,United States,United States,English,No,Full-Time
66bb71ef27579441c25b509e,669f1b414df434c089390389,AWAITING REVIEW,Not Applicable,2024-08-13T14:48:25.055000Z,2024-08-13T14:56:11.776000Z,,2024-08-13T14:56:12.668099Z,467.0,C3MDUOHD,96,Against (I feel negatively about the vaccines),No,2 (DISAGREE),42,Female,White,United States,United States,United States,English,Yes,Full-Time
66bb72012f08aa0ccfb388d2,66a153fec1af78d301b46f0f,AWAITING REVIEW,Not Applicable,2024-08-13T14:47:35.645000Z,2024-08-13T14:51:41.968000Z,,2024-08-13T14:51:43.084139Z,247.0,C3MDUOHD,145,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),33,Male,White,United States,United States,United States,English,No,Full-Time
66bb72425730780b4d696d55,66b0cbe3c2ffb1aee0cdc182,AWAITING REVIEW,Not Applicable,2024-08-13T14:49:42.925000Z,2024-08-13T14:54:47.504000Z,,2024-08-13T14:54:49.277428Z,305.0,C3MDUOHD,53,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),42,Male,White,United States,United States,United States,English,No,Part-Time
