StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,attention_check,drug_know,drug_accept,planet_know,planet_accept,vertebrate_know,vertebrate_accept,brain_know,brain_accept,boson_know,boson_accept,orbit_know,orbit_accept,material_know,material_accept,speed_know,speed_accept,cloning_know,cloning_accept,magnetic_know,magnetic_accept,drug,drug_confirm,planet,planet_confirm,vertebrate,vertebrate_confirm,brain,brain_confirm,boson,boson_confirm,orbit,orbit_confirm,material,material_confirm,speed,"speed_confirm ",cloning,cloning_confirm,magnetic,"magnetic_confirm ",Q1,CMQ_1,CMQ_2,CMQ_3,CMQ_4,CMQ_5,SICBS,BCTI_intro,BCTI_apollo,BCTI_cancer,BCTI_viruses,BCTI_climatechange,BCTI_flatearth,"BCTI_autism ","BCTI_polio ",BCTI_alien,BCTI_hydorxychlor,BCTI_evolution,wgm_scientists,wgm_sciencegeneral,pew,reason_agreement,reason_agreement_3_TEXT,reason_followup,Q1,education,comments,PROLIFIC_PID,drug_link1,drug_link2,planet_link1,planet_link2,vertebrate_link1,vertebrate_link2,brain_link1,brain_link2,boson_link1,boson_link2,orbit_link1,orbit_link2,material_link1,material_link2,speed_link1,speed_link2,cloning_link1,cloning_link2,magnetic_link1,magnetic_link2
2024-08-13 16:45:16,2024-08-13 16:50:37,IP Address,75.133.155.168,100,321,True,2024-08-13 16:50:37,R_36IJrIzi29Hjd7P,,,,,37.7759,-90.4071,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,Completely true 9,,Unsure 5,Completely true 9,Completely true 9,Unsure 5,Completely false 1,Completely true 9,Unsure 5,Completely false 1,Completely true 9,Completely false 1,Not much 2,Not much 2,No confidence at all 1,Other:,I guessed,,,3- or 4-year College Degree,no,62897d2024f826ea90b7efa1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:42:28,2024-08-13 16:50:38,IP Address,73.174.141.8,100,489,True,2024-08-13 16:50:38,R_20gGsINDo5uYVs5,,,,,40.3177,-79.7223,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,,,,,,,,,,,,,,,,,,,,,,100,80,100,70,100," 8",,Completely false 1,Completely true 9,Completely true 9," 3",Completely false 1,Completely true 9,Unsure 5,Completely false 1,Completely false 1,Completely false 1,A lot 4,A lot 4," 4","You mostly agree with the consensus because, on that question, you trust scientists",,,,Some College,,65c2510fa94c23aa2cc4de8b,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024-08-13 16:44:24,2024-08-13 16:50:39,IP Address,71.74.238.195,100,374,True,2024-08-13 16:50:39,R_695hN6hGjGHZT5w,,,,,40.7525,-81.1107,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,80,80,80,50,50," 7",," 2"," 3",Unsure 5," 7",Completely false 1," 7"," 7"," 7",Completely true 9,Completely false 1,Some 3,Some 3," 3",You mostly agree with the consensus because you have been able to independently verify it,,By finding additional sources,,Some College,,63434fd4c74099dcf0bc49fd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:43:36,2024-08-13 16:50:45,IP Address,174.110.179.15,100,428,True,2024-08-13 16:50:45,R_5SQSL0col497wch,,,,,34.7523,-79.4566,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,No,TRUE,Yes,TRUE,Yes,FALSE,No,,,,,,,,,,,,,"Religious reasons. ",I disagree with the scientific consensus that the oldest material formed on Earth is more than 4.6 Ga years old,,,,,Religious reasons.,I disagree with the scientific consensus that the strength of Earth magnetic field 3.7 billion years ago was 15 microtesla,,90,100,40,80,100,Completely true 9,,Completely false 1," 3"," 6",Completely true 9,Completely false 1,Completely false 1," 3",Completely true 9,Unsure 5," 6",Not much 2,Some 3," 2",You mostly agree with the consensus because you have been able to independently verify it,,My own research.,,2-year College Degree,,66462d867fe1025286613561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:47:38,2024-08-13 16:51:39,IP Address,174.210.10.90,100,241,True,2024-08-13 16:51:40,R_6uCBvnVOUznjZ0B,,,,,38.6976,-90.3604,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,100,100,70,70,100," 6",,Unsure 5," 6"," 7",Unsure 5,Completely false 1," 7"," 8",Unsure 5,Completely true 9," 3",Some 3,Some 3," 3",You mostly agree with the consensus because you have been able to independently verify it,,I go and read multiple articles or studies,,Master's Degree,,66a153fec1af78d301b46f0f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:45:38,2024-08-13 16:52:00,IP Address,75.224.74.16,100,382,True,2024-08-13 16:52:01,R_1gUyv1ihNAIMbri,,,,,36.0432,-95.8072,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,100,80,40,30,70," 7",," 3"," 4"," 4"," 7",Completely false 1," 3"," 2",Unsure 5,Completely true 9," 3",Not much 2,Not much 2,No confidence at all 1,You mostly agree with the consensus because you have been able to independently verify it,,"Through study and resources.  ",,3- or 4-year College Degree,,65f4b5d1a054a5cc2f5140b2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:42:22,2024-08-13 16:52:18,IP Address,98.28.107.153,100,596,True,2024-08-13 16:52:19,R_7qyjGH1E4ZADd5I,,,,,41.1625,-83.4156,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,Completely true 9,,Completely true 9,Completely true 9,Completely true 9,Completely true 9,Completely true 9,Completely true 9,Completely true 9,Completely true 9,Completely true 9," 2",Not much 2,Not much 2," 2",You mostly agree with the consensus because you have been able to independently verify it,,"I have done extensive research, read books from the library, watched DVDs and verified the information. After my mom died from a brain tumor I've researched the cures for cancer for 20 years now and know that doctors who come up with a cure are jailed or murdered to keep the status quo of the cancer industry. It's upsetting what our own government did in the 911 attacks on our own country as well. ",,Master's Degree,Thank you!! Good luck on your research!!,65a7027c88eae2b9a68ae596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:45:05,2024-08-13 16:52:42,IP Address,71.172.2.65,100,457,True,2024-08-13 16:52:43,R_8EWmtBnhOei2l7I,,,,,40.9138,-74.1896,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,90,100,90,80,100,Completely true 9,,Completely true 9,Completely true 9,Completely true 9,Completely true 9,Unsure 5,Completely true 9,Unsure 5,Completely false 1,Completely true 9," 6",Some 3,Some 3," 3","You mostly agree with the consensus because, on that question, you trust scientists",,,,3- or 4-year College Degree,,6665b26a49d9b1071a67babe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:32:16,2024-08-13 16:53:50,IP Address,184.187.150.69,100,1294,True,2024-08-13 16:53:51,R_6tYHiLEeV8xQKFX,,,,,30.236,-92.0075,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,No,TRUE,No,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,,,,,did not know the answer,I agree with the scientific consensus that the oldest known vertebrate is 392 years old,did not know the answer,I agree with the scientific consensus that there is the same amount of glial celles and neurons in the brain,,,,,,,,,,,,,,100,100,100,100,100,Completely true 9,,Unsure 5,Completely true 9,Completely true 9," 4"," 7",Completely true 9,Unsure 5,Completely true 9,Completely true 9," 6",A lot 4,A lot 4,A great deal of confidence 5,"You mostly agree with the consensus because, on that question, you trust scientists",,,,2-year College Degree,,66a53f0e7f48598d440de084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:40:02,2024-08-13 16:53:59,IP Address,68.131.103.144,100,837,True,2024-08-13 16:54:00,R_7Cg4qBZ9hFmjEQI,,,,,37.1538,-76.539,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,100,20,70,20,70," 8",,Unsure 5," 7"," 7"," 6"," 3"," 8",Unsure 5," 8"," 6"," 3",Some 3,Some 3," 4","You mostly agree with the consensus because, on that question, you trust scientists",,,,2-year College Degree,"No, but have a great day.",66311dba5aa1ab2311dbe237,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:50:39,2024-08-13 16:54:38,IP Address,73.171.180.121,100,238,True,2024-08-13 16:54:38,R_3AMvZ9s7ZHHB8Ob,,,,,30.3668,-81.5873,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,70,80,20,60,80," 4",,Completely false 1," 8"," 6"," 6",Completely false 1,Unsure 5," 2"," 3"," 8",Completely false 1,Some 3,Some 3," 4",You mostly agree with the consensus because you have been able to independently verify it,,"There were 2 links shown to confirm the answers.  The references were from scientists as well. ",,3- or 4-year College Degree,"I trust most scientists depending on the subject matter.  Other scientists seem to be paid off. ",6234790e93ccbf5fc88ad4fe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:49:55,2024-08-13 16:54:45,IP Address,167.94.195.212,100,290,True,2024-08-13 16:54:46,R_71cPgB0VcHjXmjN,,,,,31.3284,-86.5038,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,,,,,,,,,,,,,,,,,,,,,,80,100,60,30,10," 8",,Completely false 1,Completely false 1," 2"," 2",Completely false 1," 2"," 2"," 2"," 2",Completely false 1,Not much 2,Some 3," 2","You mostly agree with the consensus because, on that question, you trust scientists",,,,Some College,,66b0cbe3c2ffb1aee0cdc182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:41:47,2024-08-13 16:54:54,IP Address,24.99.247.67,100,787,True,2024-08-13 16:54:55,R_6KqDx6vHYy84mPM,,,,,33.584,-84.2751,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,No,TRUE,Yes,,,,,,,,,,,,,,,,,The success rate just seems too high.,I disagree with the scientific consensus that the average sucess of cloning on mice with the current best techniques is 9.4%,,,,100,70,80,50,80," 8",," 7"," 2"," 3"," 3",Completely false 1,Unsure 5,Unsure 5," 2"," 3",Completely false 1,Some 3,Some 3," 3",You mostly agree with the consensus because you have been able to independently verify it,,There's lots of evidence.,,Some College,,5a42c80ddaea400001ac24e0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:35:19,2024-08-13 16:55:16,IP Address,104.36.94.150,100,1196,True,2024-08-13 16:55:17,R_71vJ8RY2Y7mIK8t,,,,,39.2947,-85.2292,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,No,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,,,,,"The websites I read, seemed to have disagreed, unless I may have misread what I was fact checking.",I disagree with the scientific consensus that the oldest known vertebrate is 392 years old,,,,,,,,,,,,,,,,100,60,50,70,80," 6",," 8",Completely true 9," 8",Unsure 5,Unsure 5," 7"," 6",Completely true 9,Completely true 9,Unsure 5,Not much 2,Not much 2," 3",You mostly agree with the consensus because you have been able to independently verify it,,"I only quickly checked. I have a hard time following Science, as it is not something I find interesting. However, I do like to fact check things when possible, and when provoked to do so.",,High School / GED,,66299adc39f876e996234d43,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
2024-08-13 16:48:28,2024-08-13 16:56:09,IP Address,198.146.87.6,100,461,True,2024-08-13 16:56:10,R_3qPbk9TKmRzDZVO,,,,,36.0711,-86.7196,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,FALSE,No,FALSE,Yes,TRUE,Yes,FALSE,No,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,,,,,"No. ",I disagree with the scientific consensus that the oldest known vertebrate is 392 years old,,,,,"No. ",I disagree with the scientific consensus that the Earth would keep orbiting for 8 minutes if the Sun disappeared,,,,,,,,,,100,80,90,70,100,Completely true 9,," 8",Completely true 9,Completely true 9," 8",Completely false 1," 8"," 8",Completely true 9," 8",Completely false 1,Some 3,Some 3," 3",You mostly agree with the consensus because you have been able to independently verify it,,"I verified the information by clicking the links provided and using critical reasoning. ",,Master's Degree,,669f1b414df434c089390389,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2024-08-13 16:36:51,2024-08-13 16:56:53,IP Address,74.205.133.74,100,1201,True,2024-08-13 16:56:53,R_6xW5zkDohsw0mpP,,,,,35.0607,-85.2475,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,50,80,90,50,80,Unsure 5,," 2"," 3",Unsure 5,Completely false 1,Completely false 1,Unsure 5," 6",Completely false 1,Unsure 5,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,"You mostly agree with the consensus because, on that question, you trust scientists",,,,High School / GED,,66523a9615c430c59b94a44c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:50:16,2024-08-13 16:57:45,IP Address,73.105.132.15,100,448,True,2024-08-13 16:57:45,R_5dcfWFbFV4XtyZX,,,,,29.797,-81.9884,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,,,,,,,,,,,,,,,,,,,,,,90,100,100,80,100,Completely true 9,," 3"," 7",Completely true 9," 7"," 2"," 8",Unsure 5,Unsure 5," 8"," 8",Not much 2,Not much 2,No confidence at all 1,"You mostly agree with the consensus because, on that question, you trust scientists",,,,Some College,,6612bf98687129c04038e292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:47:36,2024-08-13 16:58:05,IP Address,206.40.106.138,100,629,True,2024-08-13 16:58:06,R_1kH8fnXzMSYw91s,,,,,44.482,-88.0185,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,No,TRUE,No,FALSE,No,FALSE,No,TRUE,No,FALSE,No,FALSE,No,FALSE,Yes,TRUE,No,,,"I don't know, but in my opinion when you are talking distance from star that is unknowable.  ",I disagree with the scientific consensus that Kepler-452b is 97 million mi away from its star,I was guessing.  But knowing age via carbon dating is just guessing as well,I disagree with the scientific consensus that the oldest known vertebrate is 392 years old,"I was guessing.  Same answer as others.  ",I disagree with the scientific consensus that there is the same amount of glial celles and neurons in the brain,"I was guessing.  But same answer.  They pretend to know things that are unknowable.  ",I disagree with the scientific consensus that the Higgs Boson is electrically neutral,I was guessing.  Same answer as others.  Unknowable,I disagree with the scientific consensus that the Earth would keep orbiting for 8 minutes if the Sun disappeared,"I was guessing.  This again is something unknowable.  ",I disagree with the scientific consensus that the oldest material formed on Earth is more than 4.6 Ga years old,"I was guessing.  This is unknowable.  ",I disagree with the scientific consensus that the maximum speed a proton has achieved in a particle collider is 99% of the speed of light,,,"I was guessing.  This is unknowable.  ",I disagree with the scientific consensus that the strength of Earth magnetic field 3.7 billion years ago was 15 microtesla,,100,100,100,100,100,Completely true 9,,Unsure 5,Unsure 5,Unsure 5,Completely true 9,Completely false 1,Unsure 5,Unsure 5,Unsure 5,Completely true 9,Unsure 5,Not at all 1,A lot 4,No confidence at all 1,Other:,"I haven't been able to independently verify it.  But I could if I wanted to and that information was something we could accurately figure out and prove it.  ",,,2-year College Degree,"I tend to trust what can be proven. Also I trust it if people are allowed to challenge it.  For example, people were not allowed to challenge ""The Science"" at all during covid",66aae0166253593e722ec393,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:41:02,2024-08-13 16:58:08,IP Address,174.229.67.121,100,1026,True,2024-08-13 16:58:10,R_1Dv8087Ai5GNQS1,,,,,40.8691,-73.9191,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,70,40,70,60,50," 6",," 6"," 6"," 7"," 6"," 7"," 6"," 6"," 6"," 3"," 7",Some 3,Some 3," 3","You mostly agree with the consensus because, on that question, you trust scientists",,,,3- or 4-year College Degree,"It was interesting thanks so much ",60ccbffae161aadb1880ad6c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:42:21,2024-08-13 16:58:12,IP Address,108.221.171.74,100,950,True,2024-08-13 16:58:12,R_2akKnHhW46b0xZm,,,,,27.9697,-80.6486,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,TRUE,No,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,No,TRUE,No,FALSE,Yes,,,,,I couldn’t locate the proof,I agree with the scientific consensus that the oldest known vertebrate is 392 years old,,,,,,,,,"The proof wasn’t clear to me ",I agree with the scientific consensus that the maximum speed a proton has achieved in a particle collider is 99% of the speed of light,Didn’t see the info to back this up,I agree with the scientific consensus that the average sucess of cloning on mice with the current best techniques is 9.4%,,,,80,90,80,40,100," 8",," 8",Completely true 9,Completely true 9,Unsure 5," 4"," 8",Unsure 5," 8",Unsure 5,Completely false 1,Some 3,Some 3," 3",You mostly agree with the consensus because you have been able to independently verify it,,Using the websites probided,,Master's Degree,No,66abcd8f214d1239fc1e2576,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1
2024-08-13 16:52:46,2024-08-13 16:59:35,IP Address,172.56.85.20,100,408,True,2024-08-13 16:59:36,R_1lRo4xWmnUspP2U,,,,,33.4889,-112.2173,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,80,80,70,70,80," 8",," 2",Unsure 5," 7"," 4",Completely false 1,Unsure 5," 6"," 6"," 8",Unsure 5,Not much 2,Not much 2," 2","You mostly agree with the consensus because, on that question, you trust scientists",,,,3- or 4-year College Degree,"I trusted scientists before Big Pharma started created drugs just for profit and the whole healthcare industry became corrupt. ",5e2926d80beb030ede110e67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024-08-13 16:53:38,2024-08-13 16:59:42,IP Address,104.34.61.58,100,364,True,2024-08-13 16:59:43,R_6IQO8FqhqLxx12s,,,,,33.8625,-117.586,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,No,FALSE,No,TRUE,Yes,FALSE,Yes,,,,,,,,,,,,,"Just a guess, I didn't think it made sense.  ",I agree with the scientific consensus that the oldest material formed on Earth is more than 4.6 Ga years old,"Figured it was the speed of light, turns out I was close.  ",I disagree with the scientific consensus that the maximum speed a proton has achieved in a particle collider is 99% of the speed of light,,,,,,70,90,90,90,100," 8",," 8",Completely true 9," 8"," 8"," 8"," 8"," 8",Completely true 9," 8"," 8",Some 3,Some 3," 3",You mostly agree with the consensus because you have been able to independently verify it,,"I always like to fact check stuff because I don't necessarily believe things at face value. ",,Master's Degree,,66821bd8c0252a33b4c4390f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:41:35,2024-08-13 16:59:51,IP Address,217.180.192.208,100,1095,True,2024-08-13 16:59:52,R_6NzeJ6r9Wl6htRf,,,,,30.4908,-84.3158,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,No,FALSE,Yes,FALSE,No,FALSE,No,TRUE,Yes,,,,,,,,,,,I'm not really able to give an explanation,I disagree with the scientific consensus that the Earth would keep orbiting for 8 minutes if the Sun disappeared,,,not really,I disagree with the scientific consensus that the maximum speed a proton has achieved in a particle collider is 99% of the speed of light,Not really,I agree with the scientific consensus that the average sucess of cloning on mice with the current best techniques is 9.4%,,,,30,40,50,30,40,Unsure 5,,Completely true 9,Unsure 5," 7"," 3"," 4",Completely true 9," 7"," 4"," 7"," 4",Not much 2,Not at all 1," 3","You mostly agree with the consensus because, on that question, you trust scientists",,,,Some College,no,6630ec582c82d478b7652f03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:42:11,2024-08-13 17:00:04,IP Address,174.251.163.255,100,1073,True,2024-08-13 17:00:05,R_6ooOujUA6fe2hwu,,,,,33.9581,-118.3265,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,No,TRUE,Yes,FALSE,Yes,TRUE,No,FALSE,Yes,,,,,,,,,,,It didn't make sense to me at the time.,I agree with the scientific consensus that the Earth would keep orbiting for 8 minutes if the Sun disappeared,,,,,"I thought it was easier to clone mice ",I agree with the scientific consensus that the average sucess of cloning on mice with the current best techniques is 9.4%,,,,80,90,90,70,100," 7",," 7",Completely true 9," 8"," 2"," 3"," 8"," 8",Completely true 9," 8"," 4",Some 3,Some 3," 2","You mostly agree with the consensus because, on that question, you trust scientists",,,,High School / GED,"Thank you ",663ad3521b3d8f4931d80cd1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:50:46,2024-08-13 17:00:14,IP Address,24.229.248.215,100,568,True,2024-08-13 17:00:15,R_70nQL2cwzK1z0ZT,,,,,40.625,-75.3953,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,No,TRUE,Yes,TRUE,No,FALSE,Yes,FALSE,No,,,,,,,,,,,these were hypothesis on the ones i got wrong.,I agree with the scientific consensus that the Earth would keep orbiting for 8 minutes if the Sun disappeared,,,"it was a hypothesis, i had no idea",I agree with the scientific consensus that the maximum speed a proton has achieved in a particle collider is 99% of the speed of light,,,it was a hypothesis i had no clue,I agree with the scientific consensus that the strength of Earth magnetic field 3.7 billion years ago was 15 microtesla,,100,100,30,80,80," 3",," 7",Completely true 9," 6"," 3",Completely false 1,Unsure 5,Unsure 5,Completely true 9,Unsure 5,Completely false 1,Some 3,Not much 2," 2","You mostly agree with the consensus because, on that question, you trust scientists",,,,High School / GED,thank you for allowing me to learn something new  today,6609d74682c4a03389ac89dd,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2024-08-13 16:33:32,2024-08-13 17:00:41,IP Address,68.59.49.71,100,1628,True,2024-08-13 17:00:42,R_63lyWjD2gX1Mpcl,,,,,30.4908,-84.3158,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,50,50,50,50,50,Completely true 9,,Unsure 5," 7"," 7",Unsure 5,Completely false 1," 7",Unsure 5,Unsure 5,Completely true 9,Completely false 1,Not much 2,Not much 2,No confidence at all 1,You mostly agree with the consensus because you have been able to independently verify it,,I independently verified some of it a long time ago,,3- or 4-year College Degree,,668eb8b9fe895616056adf08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:55:08,2024-08-13 17:01:15,IP Address,24.255.58.34,100,366,True,2024-08-13 17:01:15,R_3MEf8iTbLjo3TkH,,,,,31.5402,-110.267,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,No,FALSE,Yes,FALSE,No,FALSE,No,FALSE,No,TRUE,No,FALSE,No,FALSE,No,TRUE,Yes,FALSE,No,I do not believe in this consensus since it usually is fabricated,I disagree with the scientific consensus that bedaquiline is used for tuberculosis,,,This is usually fabricated,I disagree with the scientific consensus that the oldest known vertebrate is 392 years old,This is normally a fabricated fact,I disagree with the scientific consensus that there is the same amount of glial celles and neurons in the brain,This is probably fabricated,I disagree with the scientific consensus that the Higgs Boson is electrically neutral,I do not agree with nearly scientific fact since it is made up,I disagree with the scientific consensus that the Earth would keep orbiting for 8 minutes if the Sun disappeared,This is probably made up,I disagree with the scientific consensus that the oldest material formed on Earth is more than 4.6 Ga years old,I do think this consensus is faked,I disagree with the scientific consensus that the maximum speed a proton has achieved in a particle collider is 99% of the speed of light,,,these are all made up terms,I disagree with the scientific consensus that the strength of Earth magnetic field 3.7 billion years ago was 15 microtesla,,90,100,100,80,100,Completely true 9,," 8",Completely true 9," 8",Completely true 9," 2"," 8"," 8"," 3",Unsure 5," 8",Not at all 1,Not at all 1,No confidence at all 1,You mostly agree with the consensus because you have been able to independently verify it,,"By lots of reading, research, and logic common sense",,High School / GED,,5c55c45f53fba80001bcf323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
