StartDate,EndDate,Status.x,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,attention_check,drug,planet,vertebrate,brain,boson,orbit,material,speed,cloning,magnetic,Q1...60,CMQ_1,CMQ_2,CMQ_3,CMQ_4,CMQ_5,SICBS,BCTI_intro,BCTI_apollo,BCTI_cancer,BCTI_viruses,BCTI_climatechange,BCTI_flatearth,BCTI_autism,BCTI_polio,BCTI_alien,BCTI_hydorxychlor,BCTI_evolution,wgm_scientists,wgm_sciencegeneral,pew,reason_agreement,other_reason_agreement,reason_followup,Q1...84,education,comments,PROLIFIC_PID,Submission id,Status.y,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Covid-19 vaccine opinions,Covid-19 vaccination,Vaccine opinions 2,age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,gender,duration_mins,id,BCTI_avg,CMQ_avg,subject,knowledge,acceptance_initial,acceptance_confirmation,link1,link2,link_clicks,acceptance
2024-08-13T16:31:34Z,2024-08-13T16:36:44Z,IP Address,172.59.104.72,100,309,True,2024-08-13 16:36:44,R_5ahHbPQ2ICywTW0,NA,NA,NA,NA,29.9317,-90.1026,anonymous,EN,I give my informed consent to participate in this study.,Never 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,90,90,50,80,7,NA,5,5,6,4,6,7,4,7,8,4,3,3,2,independent verification,NA,"Online ,Google, youtube",NA,Some College,NA,66b7bb03c65cf1a0421ea91d,66bb6e36c59377cba888a008,AWAITING REVIEW,Not Applicable,2024-08-13T14:31:27Z,2024-08-13T14:36:47Z,NA,2024-08-13T14:36:51Z,320,C3MDUOHD,13,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),41,Female,White,United States,United States,United States,English,Yes,Part-Time,female,5.166666666666667,2,5.6,80,drug,FALSE,Yes,NA,0,0,0,Yes
2024-08-13T16:31:34Z,2024-08-13T16:36:44Z,IP Address,172.59.104.72,100,309,True,2024-08-13 16:36:44,R_5ahHbPQ2ICywTW0,NA,NA,NA,NA,29.9317,-90.1026,anonymous,EN,I give my informed consent to participate in this study.,Never 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,90,90,50,80,7,NA,5,5,6,4,6,7,4,7,8,4,3,3,2,independent verification,NA,"Online ,Google, youtube",NA,Some College,NA,66b7bb03c65cf1a0421ea91d,66bb6e36c59377cba888a008,AWAITING REVIEW,Not Applicable,2024-08-13T14:31:27Z,2024-08-13T14:36:47Z,NA,2024-08-13T14:36:51Z,320,C3MDUOHD,13,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),41,Female,White,United States,United States,United States,English,Yes,Part-Time,female,5.166666666666667,2,5.6,80,planet,TRUE,Yes,NA,0,0,0,Yes
2024-08-13T16:31:34Z,2024-08-13T16:36:44Z,IP Address,172.59.104.72,100,309,True,2024-08-13 16:36:44,R_5ahHbPQ2ICywTW0,NA,NA,NA,NA,29.9317,-90.1026,anonymous,EN,I give my informed consent to participate in this study.,Never 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,90,90,50,80,7,NA,5,5,6,4,6,7,4,7,8,4,3,3,2,independent verification,NA,"Online ,Google, youtube",NA,Some College,NA,66b7bb03c65cf1a0421ea91d,66bb6e36c59377cba888a008,AWAITING REVIEW,Not Applicable,2024-08-13T14:31:27Z,2024-08-13T14:36:47Z,NA,2024-08-13T14:36:51Z,320,C3MDUOHD,13,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),41,Female,White,United States,United States,United States,English,Yes,Part-Time,female,5.166666666666667,2,5.6,80,vertebrate,FALSE,Yes,NA,0,0,0,Yes
2024-08-13T16:31:34Z,2024-08-13T16:36:44Z,IP Address,172.59.104.72,100,309,True,2024-08-13 16:36:44,R_5ahHbPQ2ICywTW0,NA,NA,NA,NA,29.9317,-90.1026,anonymous,EN,I give my informed consent to participate in this study.,Never 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,90,90,50,80,7,NA,5,5,6,4,6,7,4,7,8,4,3,3,2,independent verification,NA,"Online ,Google, youtube",NA,Some College,NA,66b7bb03c65cf1a0421ea91d,66bb6e36c59377cba888a008,AWAITING REVIEW,Not Applicable,2024-08-13T14:31:27Z,2024-08-13T14:36:47Z,NA,2024-08-13T14:36:51Z,320,C3MDUOHD,13,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),41,Female,White,United States,United States,United States,English,Yes,Part-Time,female,5.166666666666667,2,5.6,80,brain,FALSE,Yes,NA,0,0,0,Yes
2024-08-13T16:31:34Z,2024-08-13T16:36:44Z,IP Address,172.59.104.72,100,309,True,2024-08-13 16:36:44,R_5ahHbPQ2ICywTW0,NA,NA,NA,NA,29.9317,-90.1026,anonymous,EN,I give my informed consent to participate in this study.,Never 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,90,90,50,80,7,NA,5,5,6,4,6,7,4,7,8,4,3,3,2,independent verification,NA,"Online ,Google, youtube",NA,Some College,NA,66b7bb03c65cf1a0421ea91d,66bb6e36c59377cba888a008,AWAITING REVIEW,Not Applicable,2024-08-13T14:31:27Z,2024-08-13T14:36:47Z,NA,2024-08-13T14:36:51Z,320,C3MDUOHD,13,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),41,Female,White,United States,United States,United States,English,Yes,Part-Time,female,5.166666666666667,2,5.6,80,boson,FALSE,Yes,NA,0,0,0,Yes
2024-08-13T16:31:34Z,2024-08-13T16:36:44Z,IP Address,172.59.104.72,100,309,True,2024-08-13 16:36:44,R_5ahHbPQ2ICywTW0,NA,NA,NA,NA,29.9317,-90.1026,anonymous,EN,I give my informed consent to participate in this study.,Never 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,90,90,50,80,7,NA,5,5,6,4,6,7,4,7,8,4,3,3,2,independent verification,NA,"Online ,Google, youtube",NA,Some College,NA,66b7bb03c65cf1a0421ea91d,66bb6e36c59377cba888a008,AWAITING REVIEW,Not Applicable,2024-08-13T14:31:27Z,2024-08-13T14:36:47Z,NA,2024-08-13T14:36:51Z,320,C3MDUOHD,13,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),41,Female,White,United States,United States,United States,English,Yes,Part-Time,female,5.166666666666667,2,5.6,80,orbit,FALSE,Yes,NA,0,0,0,Yes
2024-08-13T16:31:34Z,2024-08-13T16:36:44Z,IP Address,172.59.104.72,100,309,True,2024-08-13 16:36:44,R_5ahHbPQ2ICywTW0,NA,NA,NA,NA,29.9317,-90.1026,anonymous,EN,I give my informed consent to participate in this study.,Never 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,90,90,50,80,7,NA,5,5,6,4,6,7,4,7,8,4,3,3,2,independent verification,NA,"Online ,Google, youtube",NA,Some College,NA,66b7bb03c65cf1a0421ea91d,66bb6e36c59377cba888a008,AWAITING REVIEW,Not Applicable,2024-08-13T14:31:27Z,2024-08-13T14:36:47Z,NA,2024-08-13T14:36:51Z,320,C3MDUOHD,13,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),41,Female,White,United States,United States,United States,English,Yes,Part-Time,female,5.166666666666667,2,5.6,80,material,FALSE,Yes,NA,0,0,0,Yes
2024-08-13T16:31:34Z,2024-08-13T16:36:44Z,IP Address,172.59.104.72,100,309,True,2024-08-13 16:36:44,R_5ahHbPQ2ICywTW0,NA,NA,NA,NA,29.9317,-90.1026,anonymous,EN,I give my informed consent to participate in this study.,Never 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,90,90,50,80,7,NA,5,5,6,4,6,7,4,7,8,4,3,3,2,independent verification,NA,"Online ,Google, youtube",NA,Some College,NA,66b7bb03c65cf1a0421ea91d,66bb6e36c59377cba888a008,AWAITING REVIEW,Not Applicable,2024-08-13T14:31:27Z,2024-08-13T14:36:47Z,NA,2024-08-13T14:36:51Z,320,C3MDUOHD,13,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),41,Female,White,United States,United States,United States,English,Yes,Part-Time,female,5.166666666666667,2,5.6,80,speed,FALSE,Yes,NA,0,0,0,Yes
2024-08-13T16:31:34Z,2024-08-13T16:36:44Z,IP Address,172.59.104.72,100,309,True,2024-08-13 16:36:44,R_5ahHbPQ2ICywTW0,NA,NA,NA,NA,29.9317,-90.1026,anonymous,EN,I give my informed consent to participate in this study.,Never 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,90,90,50,80,7,NA,5,5,6,4,6,7,4,7,8,4,3,3,2,independent verification,NA,"Online ,Google, youtube",NA,Some College,NA,66b7bb03c65cf1a0421ea91d,66bb6e36c59377cba888a008,AWAITING REVIEW,Not Applicable,2024-08-13T14:31:27Z,2024-08-13T14:36:47Z,NA,2024-08-13T14:36:51Z,320,C3MDUOHD,13,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),41,Female,White,United States,United States,United States,English,Yes,Part-Time,female,5.166666666666667,2,5.6,80,cloning,TRUE,Yes,NA,0,0,0,Yes
2024-08-13T16:31:34Z,2024-08-13T16:36:44Z,IP Address,172.59.104.72,100,309,True,2024-08-13 16:36:44,R_5ahHbPQ2ICywTW0,NA,NA,NA,NA,29.9317,-90.1026,anonymous,EN,I give my informed consent to participate in this study.,Never 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,90,90,50,80,7,NA,5,5,6,4,6,7,4,7,8,4,3,3,2,independent verification,NA,"Online ,Google, youtube",NA,Some College,NA,66b7bb03c65cf1a0421ea91d,66bb6e36c59377cba888a008,AWAITING REVIEW,Not Applicable,2024-08-13T14:31:27Z,2024-08-13T14:36:47Z,NA,2024-08-13T14:36:51Z,320,C3MDUOHD,13,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),41,Female,White,United States,United States,United States,English,Yes,Part-Time,female,5.166666666666667,2,5.6,80,magnetic,FALSE,Yes,NA,0,0,0,Yes
2024-08-13T16:33:20Z,2024-08-13T16:36:53Z,IP Address,207.172.99.66,100,213,True,2024-08-13 16:36:54,R_62Mw8zHrmuCr7nB,NA,NA,NA,NA,40.6561,-75.2336,anonymous,EN,I give my informed consent to participate in this study.,Never 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,9,NA,9,9,9,9,1,9,9,9,5,1,3,2,2,independent verification,NA,From the source and knowledge,NA,High School / GED,NA,5c6d7db58f6257000148f61d,66bb6ea09c2aecece338f267,AWAITING REVIEW,Not Applicable,2024-08-13T14:33:19Z,2024-08-13T14:36:56Z,NA,2024-08-13T14:37:00Z,217,C3MDUOHD,4065,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),33,Male,White,United States,United States,United States,English,No,Part-Time,male,3.55,3,7,100,drug,TRUE,Yes,NA,0,0,0,Yes
2024-08-13T16:33:20Z,2024-08-13T16:36:53Z,IP Address,207.172.99.66,100,213,True,2024-08-13 16:36:54,R_62Mw8zHrmuCr7nB,NA,NA,NA,NA,40.6561,-75.2336,anonymous,EN,I give my informed consent to participate in this study.,Never 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,9,NA,9,9,9,9,1,9,9,9,5,1,3,2,2,independent verification,NA,From the source and knowledge,NA,High School / GED,NA,5c6d7db58f6257000148f61d,66bb6ea09c2aecece338f267,AWAITING REVIEW,Not Applicable,2024-08-13T14:33:19Z,2024-08-13T14:36:56Z,NA,2024-08-13T14:37:00Z,217,C3MDUOHD,4065,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),33,Male,White,United States,United States,United States,English,No,Part-Time,male,3.55,3,7,100,planet,FALSE,Yes,NA,0,0,0,Yes
2024-08-13T16:33:20Z,2024-08-13T16:36:53Z,IP Address,207.172.99.66,100,213,True,2024-08-13 16:36:54,R_62Mw8zHrmuCr7nB,NA,NA,NA,NA,40.6561,-75.2336,anonymous,EN,I give my informed consent to participate in this study.,Never 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,9,NA,9,9,9,9,1,9,9,9,5,1,3,2,2,independent verification,NA,From the source and knowledge,NA,High School / GED,NA,5c6d7db58f6257000148f61d,66bb6ea09c2aecece338f267,AWAITING REVIEW,Not Applicable,2024-08-13T14:33:19Z,2024-08-13T14:36:56Z,NA,2024-08-13T14:37:00Z,217,C3MDUOHD,4065,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),33,Male,White,United States,United States,United States,English,No,Part-Time,male,3.55,3,7,100,vertebrate,TRUE,Yes,NA,0,0,0,Yes
2024-08-13T16:33:20Z,2024-08-13T16:36:53Z,IP Address,207.172.99.66,100,213,True,2024-08-13 16:36:54,R_62Mw8zHrmuCr7nB,NA,NA,NA,NA,40.6561,-75.2336,anonymous,EN,I give my informed consent to participate in this study.,Never 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,9,NA,9,9,9,9,1,9,9,9,5,1,3,2,2,independent verification,NA,From the source and knowledge,NA,High School / GED,NA,5c6d7db58f6257000148f61d,66bb6ea09c2aecece338f267,AWAITING REVIEW,Not Applicable,2024-08-13T14:33:19Z,2024-08-13T14:36:56Z,NA,2024-08-13T14:37:00Z,217,C3MDUOHD,4065,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),33,Male,White,United States,United States,United States,English,No,Part-Time,male,3.55,3,7,100,brain,FALSE,Yes,NA,0,0,0,Yes
2024-08-13T16:33:20Z,2024-08-13T16:36:53Z,IP Address,207.172.99.66,100,213,True,2024-08-13 16:36:54,R_62Mw8zHrmuCr7nB,NA,NA,NA,NA,40.6561,-75.2336,anonymous,EN,I give my informed consent to participate in this study.,Never 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,9,NA,9,9,9,9,1,9,9,9,5,1,3,2,2,independent verification,NA,From the source and knowledge,NA,High School / GED,NA,5c6d7db58f6257000148f61d,66bb6ea09c2aecece338f267,AWAITING REVIEW,Not Applicable,2024-08-13T14:33:19Z,2024-08-13T14:36:56Z,NA,2024-08-13T14:37:00Z,217,C3MDUOHD,4065,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),33,Male,White,United States,United States,United States,English,No,Part-Time,male,3.55,3,7,100,boson,FALSE,Yes,NA,0,0,0,Yes
2024-08-13T16:33:20Z,2024-08-13T16:36:53Z,IP Address,207.172.99.66,100,213,True,2024-08-13 16:36:54,R_62Mw8zHrmuCr7nB,NA,NA,NA,NA,40.6561,-75.2336,anonymous,EN,I give my informed consent to participate in this study.,Never 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,9,NA,9,9,9,9,1,9,9,9,5,1,3,2,2,independent verification,NA,From the source and knowledge,NA,High School / GED,NA,5c6d7db58f6257000148f61d,66bb6ea09c2aecece338f267,AWAITING REVIEW,Not Applicable,2024-08-13T14:33:19Z,2024-08-13T14:36:56Z,NA,2024-08-13T14:37:00Z,217,C3MDUOHD,4065,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),33,Male,White,United States,United States,United States,English,No,Part-Time,male,3.55,3,7,100,orbit,TRUE,Yes,NA,0,0,0,Yes
2024-08-13T16:33:20Z,2024-08-13T16:36:53Z,IP Address,207.172.99.66,100,213,True,2024-08-13 16:36:54,R_62Mw8zHrmuCr7nB,NA,NA,NA,NA,40.6561,-75.2336,anonymous,EN,I give my informed consent to participate in this study.,Never 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,9,NA,9,9,9,9,1,9,9,9,5,1,3,2,2,independent verification,NA,From the source and knowledge,NA,High School / GED,NA,5c6d7db58f6257000148f61d,66bb6ea09c2aecece338f267,AWAITING REVIEW,Not Applicable,2024-08-13T14:33:19Z,2024-08-13T14:36:56Z,NA,2024-08-13T14:37:00Z,217,C3MDUOHD,4065,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),33,Male,White,United States,United States,United States,English,No,Part-Time,male,3.55,3,7,100,material,TRUE,Yes,NA,0,0,0,Yes
