StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,attention,Q1,gender,age,education,PROLIFIC_PID,id,discipline,impressiveness,learn,impressed,know,competence,trust
2024-02-13 15:49:04,2024-02-13 15:54:10,0,92.3.137.22,100,305,1,2024-02-13 15:54:10,R_5yynYMCUWHmpo9X,NA,NA,NA,NA,50.8696,-1.3091,anonymous,EN,1,I pay attention,NA,2,58,6,5d02a158c8a372001abf3b30,28,archeo,basic,4,4,4,4,4
2024-02-13 15:49:04,2024-02-13 15:54:10,0,92.3.137.22,100,305,1,2024-02-13 15:54:10,R_5yynYMCUWHmpo9X,NA,NA,NA,NA,50.8696,-1.3091,anonymous,EN,1,I pay attention,NA,2,58,6,5d02a158c8a372001abf3b30,28,entom,imp,5,5,5,5,4
2024-02-13 15:49:03,2024-02-13 15:54:16,0,86.150.149.162,100,312,1,2024-02-13 15:54:16,R_2lRNM5b027dvJGp,NA,NA,NA,NA,50.9991,-1.0292,anonymous,EN,1,I pay attention,NA,2,22,4,5d696d1c55742f001af29220,29,archeo,basic,4,4,3,3,4
2024-02-13 15:49:03,2024-02-13 15:54:16,0,86.150.149.162,100,312,1,2024-02-13 15:54:16,R_2lRNM5b027dvJGp,NA,NA,NA,NA,50.9991,-1.0292,anonymous,EN,1,I pay attention,NA,2,22,4,5d696d1c55742f001af29220,29,entom,imp,4,4,3,3,3
2024-02-13 15:49:08,2024-02-13 15:54:22,0,80.229.229.19,100,313,1,2024-02-13 15:54:22,R_3plQdMVUZZ8KAIS,NA,NA,NA,NA,51.4964,-0.1224,anonymous,EN,1,i pay attention,NA,2,20,2,6346e221d4cea480a1a39b52,30,archeo,basic,4,4,3,3,2
2024-02-13 15:49:08,2024-02-13 15:54:22,0,80.229.229.19,100,313,1,2024-02-13 15:54:22,R_3plQdMVUZZ8KAIS,NA,NA,NA,NA,51.4964,-0.1224,anonymous,EN,1,i pay attention,NA,2,20,2,6346e221d4cea480a1a39b52,30,entom,imp,3,4,4,3,2
2024-02-13 15:49:12,2024-02-13 15:55:11,0,73.31.76.233,100,359,1,2024-02-13 15:55:12,R_7eQJtzW09Cm4hLr,NA,NA,NA,NA,38.0936,-78.5623,anonymous,EN,1,I pay attention,NA,2,27,6,659d55d8b74f3f97ea13d63e,31,archeo,basic,4,3,3,2,2
2024-02-13 15:49:12,2024-02-13 15:55:11,0,73.31.76.233,100,359,1,2024-02-13 15:55:12,R_7eQJtzW09Cm4hLr,NA,NA,NA,NA,38.0936,-78.5623,anonymous,EN,1,I pay attention,NA,2,27,6,659d55d8b74f3f97ea13d63e,31,entom,imp,4,2,3,4,3
2024-02-13 15:49:11,2024-02-13 15:55:18,0,165.225.81.99,100,367,1,2024-02-13 15:55:18,R_3e4CDpQzh2GUHOE,NA,NA,NA,NA,51.536,-0.0925,anonymous,EN,1,I pay attention,NA,2,40,6,5ac0df645cd1050001620c52,32,archeo,basic,2,2,4,4,5
2024-02-13 15:49:11,2024-02-13 15:55:18,0,165.225.81.99,100,367,1,2024-02-13 15:55:18,R_3e4CDpQzh2GUHOE,NA,NA,NA,NA,51.536,-0.0925,anonymous,EN,1,I pay attention,NA,2,40,6,5ac0df645cd1050001620c52,32,entom,imp,2,3,3,3,4
2024-02-13 15:49:10,2024-02-13 15:55:55,0,78.150.221.166,100,404,1,2024-02-13 15:55:55,R_7IYtfz4cNuMPPNF,NA,NA,NA,NA,51.813,0.6415,anonymous,EN,1,I pay attention,NA,2,65,7,5b2ace04a7cee100011e168d,33,archeo,basic,3,5,2,2,2
2024-02-13 15:49:10,2024-02-13 15:55:55,0,78.150.221.166,100,404,1,2024-02-13 15:55:55,R_7IYtfz4cNuMPPNF,NA,NA,NA,NA,51.813,0.6415,anonymous,EN,1,I pay attention,NA,2,65,7,5b2ace04a7cee100011e168d,33,entom,imp,4,5,4,2,2
2024-02-13 15:49:17,2024-02-13 15:56:06,0,90.249.31.141,100,408,1,2024-02-13 15:56:06,R_3cdCwY3JBPRM7tL,NA,NA,NA,NA,55.0168,-1.451,anonymous,EN,1,I pay attention,NA,1,47,5,5d8cb1c93a7d5c00196eae92,34,archeo,basic,3,2,4,3,3
2024-02-13 15:49:17,2024-02-13 15:56:06,0,90.249.31.141,100,408,1,2024-02-13 15:56:06,R_3cdCwY3JBPRM7tL,NA,NA,NA,NA,55.0168,-1.451,anonymous,EN,1,I pay attention,NA,1,47,5,5d8cb1c93a7d5c00196eae92,34,entom,imp,4,3,4,4,4
2024-02-13 15:52:55,2024-02-13 15:56:09,0,108.72.197.11,100,194,1,2024-02-13 15:56:10,R_5EfW2J7i3ZhLtLc,NA,NA,NA,NA,27.792,-80.4807,anonymous,EN,1,I pay attention,NA,1,29,5,58380cb9f1faf8000129673a,35,archeo,basic,1,5,1,1,1
2024-02-13 15:52:55,2024-02-13 15:56:09,0,108.72.197.11,100,194,1,2024-02-13 15:56:10,R_5EfW2J7i3ZhLtLc,NA,NA,NA,NA,27.792,-80.4807,anonymous,EN,1,I pay attention,NA,1,29,5,58380cb9f1faf8000129673a,35,entom,imp,3,4,1,1,1
2024-02-13 15:49:01,2024-02-13 15:56:35,0,138.248.185.50,100,454,1,2024-02-13 15:56:36,R_4LUSdbhL68ywu7T,NA,NA,NA,NA,53.6943,-2.6888,anonymous,EN,1,I pay attention,NA,2,25,4,5b587d897846fa0001fc11c6,36,archeo,imp,4,5,4,3,4
2024-02-13 15:49:01,2024-02-13 15:56:35,0,138.248.185.50,100,454,1,2024-02-13 15:56:36,R_4LUSdbhL68ywu7T,NA,NA,NA,NA,53.6943,-2.6888,anonymous,EN,1,I pay attention,NA,2,25,4,5b587d897846fa0001fc11c6,36,entom,basic,5,4,3,3,3
2024-02-13 15:49:47,2024-02-13 15:57:29,0,174.96.103.18,100,462,1,2024-02-13 15:57:30,R_114bFnobmQg8w0Z,NA,NA,NA,NA,40.4836,-81.4387,anonymous,EN,1,I pay attention,NA,1,38,6,5c3e82e91580e9000122d204,37,archeo,imp,2,2,1,1,1
2024-02-13 15:49:47,2024-02-13 15:57:29,0,174.96.103.18,100,462,1,2024-02-13 15:57:30,R_114bFnobmQg8w0Z,NA,NA,NA,NA,40.4836,-81.4387,anonymous,EN,1,I pay attention,NA,1,38,6,5c3e82e91580e9000122d204,37,entom,basic,5,4,2,2,2
2024-02-13 15:49:52,2024-02-13 16:06:02,0,84.17.50.153,100,970,1,2024-02-13 16:06:03,R_87pYGTw5yv2fYYV,NA,NA,NA,NA,51.5088,-0.093,anonymous,EN,1,I pay attention,NA,1,34,6,5b22d5a51eef1b00016f3bbf,38,archeo,imp,3,4,3,4,4
2024-02-13 15:49:52,2024-02-13 16:06:02,0,84.17.50.153,100,970,1,2024-02-13 16:06:03,R_87pYGTw5yv2fYYV,NA,NA,NA,NA,51.5088,-0.093,anonymous,EN,1,I pay attention,NA,1,34,6,5b22d5a51eef1b00016f3bbf,38,entom,basic,4,5,4,4,4
2024-02-13 15:48:55,2024-02-13 16:08:19,0,81.77.210.92,100,1163,1,2024-02-13 16:08:19,R_731sjirSFMA66Yd,NA,NA,NA,NA,51.6486,-3.2437,anonymous,EN,1,I pay attention,NA,1,19,3,63e51c0e8c2a74977159635c,39,archeo,imp,4,2,3,3,3
2024-02-13 15:48:55,2024-02-13 16:08:19,0,81.77.210.92,100,1163,1,2024-02-13 16:08:19,R_731sjirSFMA66Yd,NA,NA,NA,NA,51.6486,-3.2437,anonymous,EN,1,I pay attention,NA,1,19,3,63e51c0e8c2a74977159635c,39,entom,basic,4,1,3,3,4
2024-02-13 15:49:14,2024-02-13 16:12:15,0,173.61.47.150,100,1380,1,2024-02-13 16:12:15,R_7Ih2uzrHMRXzmMq,NA,NA,NA,NA,39.9152,-75.0739,anonymous,EN,1,I pay attention,NA,2,35,5,5e9679a26b86610fdf2c766a,40,archeo,basic,3,2,4,4,4
2024-02-13 15:49:14,2024-02-13 16:12:15,0,173.61.47.150,100,1380,1,2024-02-13 16:12:15,R_7Ih2uzrHMRXzmMq,NA,NA,NA,NA,39.9152,-75.0739,anonymous,EN,1,I pay attention,NA,2,35,5,5e9679a26b86610fdf2c766a,40,entom,imp,4,4,5,5,5
