StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,attention,0_acc_a_1,0_com_a,0_acc_b_1,0_com_b,1_acc_a_1,1_com_a,1_acc_b_1,1_com_b,2_acc_a_1,2_com_a,2_acc_b_1,2_com_b,3_acc_a_1,3_com_a,3_acc_b_1,3_com_b,Q1,gender,age,education,PROLIFIC_PID,condition,counter
2023-04-14 15:28:50,2023-04-14 15:31:08,0,86.144.25.152,100,138,1,2023-04-14 15:31:09,R_2nnl0MeNhdiX3oZ,,,,,52.9994,-1.1318,anonymous,EN,1,i pay attention,3,2,5,2,17,2,26,2,50,5,66,5,95,6,92,6,,2,24,6,61164d927b3dfed553f70e86,independent,8
2023-04-14 15:28:50,2023-04-14 15:31:09,0,51.182.106.40,100,138,1,2023-04-14 15:31:09,R_3qR4p4wvhREobdL,,,,,51.4809,0.0832,anonymous,EN,1,I pay attention,24,2,30,3,42,3,39,3,46,4,49,4,64,5,50,4,,2,43,2,594e2ffc27f8fb000162078b,independent,8
2023-04-14 15:28:42,2023-04-14 15:31:09,0,88.106.147.153,100,147,1,2023-04-14 15:31:10,R_10vL47XouHNrW1J,,,,,51.521,-3.2037,anonymous,EN,1,I pay attention,36,3,20,2,51,4,39,4,56,5,82,5,95,6,91,6,,2,52,3,62e968ffd7078370fb3ce83a,independent,8
2023-04-14 15:29:02,2023-04-14 15:31:11,0,195.213.5.16,100,128,1,2023-04-14 15:31:11,R_3dRqwsHpFEOxqFX,,,,,52.7681,-1.2026,anonymous,EN,1,"I pay attention ",19,3,30,3,50,4,50,4,50,4,61,5,91,6,90,6,,1,20,3,63469143e387d7c210f0e832,independent,8
2023-04-14 15:28:47,2023-04-14 15:31:11,0,51.52.90.129,100,144,1,2023-04-14 15:31:12,R_3h0H6241XQJk1c0,,,,,53.5698,-0.0829,anonymous,EN,1,I pay attention,29,4,29,4,33,5,34,5,50,5,51,5,60,5,61,6,,2,39,5,63039a527238a4aea7033505,independent,8
2023-04-14 15:29:11,2023-04-14 15:31:15,0,82.13.244.243,100,124,1,2023-04-14 15:31:16,R_u9zQMHdJ9M1dfIR,,,,,51.6815,-3.903,anonymous,EN,1,I pay attention,30,4,51,4,50,4,61,5,82,5,81,6,93,6,88,6,,2,41,6,61449269c23dcad4e01c9f94,independent,8
2023-04-14 15:28:59,2023-04-14 15:31:16,0,149.22.204.191,100,137,1,2023-04-14 15:31:17,R_3RvXTtdPOAcC1Vr,,,,,51.3873,-0.1596,anonymous,EN,1,I pay attention,30,4,34,3,48,4,34,4,47,5,51,4,59,4,48,4,,1,18,3,63dd37970407f565167e5361,independent,8
2023-04-14 15:28:49,2023-04-14 15:31:17,0,86.5.152.128,100,147,1,2023-04-14 15:31:18,R_245h3dMrPWAnyyR,,,,,53.3006,-2.6604,anonymous,EN,1,I pay attention,30,4,30,4,50,4,50,4,60,4,60,4,50,4,50,4,,1,52,2,5d960c43fbfe0500171450c7,conflict of interest,8
2023-04-14 15:29:01,2023-04-14 15:31:26,0,51.148.124.59,100,145,1,2023-04-14 15:31:27,R_2Yg4GJjuz2JY8XQ,,,,,51.5435,-0.1733,anonymous,EN,1,I pay attention,33,3,8,2,33,3,33,3,71,4,52,4,92,6,100,7,,1,26,4,62fcabf17fc3d7ef0952fb6c,conflict of interest,8
2023-04-14 15:29:27,2023-04-14 15:31:29,0,155.190.33.31,100,121,1,2023-04-14 15:31:29,R_3PmD7YvFfXFFBJ9,,,,,51.5164,-0.093,anonymous,EN,1,I pay attention,34,3,30,4,34,4,35,4,49,4,50,4,48,5,44,4,,1,35,5,63e51e063af1cc5baf0c72ca,independent,8
2023-04-14 15:28:34,2023-04-14 15:31:30,0,80.194.133.179,100,175,1,2023-04-14 15:31:31,R_2vZnpetDkumJKzs,,,,,53.4516,-2.9147,anonymous,EN,1,I pay attention,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,,2,38,5,5a0c4184fe645f0001e9f5dd,conflict of interest,8
2023-04-14 15:29:08,2023-04-14 15:31:31,0,212.250.188.197,100,142,1,2023-04-14 15:31:31,R_AunzpqfxsKw2Rgt,,,,,52.9994,-1.1318,anonymous,EN,1,I pay attention,33,4,33,4,33,4,33,4,66,5,66,4,85,5,85,5,,1,37,3,5ebd9047a4e2fc0ab05b2e40,independent,8
2023-04-14 15:29:04,2023-04-14 15:31:31,0,109.147.80.151,100,147,1,2023-04-14 15:31:31,R_231smRC6ZxDmMo1,,,,,51.3878,-0.2945,anonymous,EN,1,I pay attention,22,2,25,3,40,4,31,3,57,5,64,5,72,6,77,6,,1,40,5,63d13c076dd249ca3a6bffbb,independent,8
2023-04-14 15:29:08,2023-04-14 15:31:33,0,86.14.53.154,100,145,1,2023-04-14 15:31:34,R_1JQNuVSZPZV7agD,,,,,51.4638,0.1434,anonymous,EN,1,I pay attention,37,3,30,3,38,3,33,3,37,3,39,4,30,3,30,3,,2,57,4,58642f6cda731b0001049ad5,conflict of interest,8
2023-04-14 15:29:00,2023-04-14 15:31:34,0,2.126.190.10,100,154,1,2023-04-14 15:31:34,R_1pxSEG0hhajCs5G,,,,,51.4412,-0.1833,anonymous,EN,1,I pay attention,47,3,49,3,50,4,50,4,65,5,67,5,93,6,92,6,,2,30,6,60f84b82661faf6c4a0c56a5,independent,8
2023-04-14 15:29:08,2023-04-14 15:31:36,0,92.40.205.220,100,147,1,2023-04-14 15:31:36,R_z24K9TIHGhNCApz,,,,,51.3735,-2.3594,anonymous,EN,1,I pay attention,30,4,34,3,33,4,33,4,66,5,74,6,100,7,100,7,,1,28,5,63e61d24e1c77b4b584e879f,independent,8
2023-04-14 15:28:59,2023-04-14 15:31:39,0,80.2.170.72,100,159,1,2023-04-14 15:31:39,R_Ti9eAEftEZUmna9,,,,,55.805,-4.2899,anonymous,EN,1,I pay attention,33,4,33,4,50,4,50,4,66,5,66,5,80,5,80,5,,1,37,6,634d7250a9dbe47b2b1d110f,independent,8
2023-04-14 15:29:05,2023-04-14 15:31:39,0,92.4.70.234,100,153,1,2023-04-14 15:31:39,R_3GBrFwtF9DooKOm,,,,,51.3394,-0.741,anonymous,EN,1,I pay attention,44,3,49,4,53,4,51,4,51,4,50,4,71,5,72,5,,3,22,6,5f09068244f84c18faaa74bc,conflict of interest,8
2023-04-14 15:28:48,2023-04-14 15:31:39,0,82.31.246.252,100,171,1,2023-04-14 15:31:40,R_11iIIjbVBVw5QxY,,,,,52.4636,-1.7912,anonymous,EN,1,I pay attention,50,4,50,4,50,4,50,4,60,4,60,4,80,5,81,5,,2,44,4,571b79495d40840009c448fe,conflict of interest,8
2023-04-14 15:29:16,2023-04-14 15:31:40,0,90.199.192.92,100,143,1,2023-04-14 15:31:40,R_3iJbVNBEwq2vbGV,,,,,52.4954,-1.7846,anonymous,EN,1,I pay attention,0,1,15,1,5,1,10,1,20,2,11,2,15,2,10,2,,1,22,5,604a38db988f1f528797ae1b,conflict of interest,8
2023-04-14 15:29:19,2023-04-14 15:31:40,0,92.238.35.141,100,140,1,2023-04-14 15:31:40,R_3FJcQzjuTJ38AGp,,,,,51.5323,0.7101,anonymous,EN,1,I pay attention,20,3,33,4,50,5,50,4,75,5,70,5,100,6,100,7,,1,38,2,6384e28c712de4df89cd7c98,independent,8
2023-04-14 15:29:18,2023-04-14 15:31:40,0,193.28.37.169,100,141,1,2023-04-14 15:31:41,R_1rPO2092j4vWSva,,,,,53.3793,-1.4602,anonymous,EN,1,I pay attention,30,4,60,5,20,2,10,2,70,6,70,5,95,6,91,6,,1,30,5,5ee5defbfe74a3000d106f51,conflict of interest,8
2023-04-14 15:28:49,2023-04-14 15:31:40,0,81.153.182.58,100,171,1,2023-04-14 15:31:41,R_2YY4IPLbBS3diyJ,,,,,54.6534,-5.6689,anonymous,EN,1,I pay attention,32,3,40,3,30,3,51,4,62,5,62,4,82,6,81,6,,1,61,1,5d31c201c88f0e001a4c3cb3,independent,8
2023-04-14 15:28:40,2023-04-14 15:31:40,0,92.4.222.136,100,180,1,2023-04-14 15:31:41,R_2dKNygTbyxw4yJX,,,,,50.9747,-2.6071,anonymous,EN,1,I pay attention,45,4,52,3,33,4,33,4,63,5,61,5,76,5,75,5,,2,41,3,5f75d01a857e4e27a575f7ca,conflict of interest,8
2023-04-14 15:29:07,2023-04-14 15:31:41,0,82.25.148.58,100,153,1,2023-04-14 15:31:41,R_3gSDyQm4ZzLWnsb,,,,,55.9144,-3.1637,anonymous,EN,1,I pay attention,50,4,50,4,33,4,33,4,33,4,66,5,100,6,100,6,,1,39,5,5a904702f053610001718d5d,independent,8
2023-04-14 15:29:08,2023-04-14 15:31:42,0,91.110.84.227,100,153,1,2023-04-14 15:31:43,R_3pbutGm9lvKS76A,,,,,50.2835,-3.7901,anonymous,EN,1,I pay attention,25,3,23,3,33,4,33,4,50,4,50,4,63,5,63,5,,1,33,3,634da1ab6edce40ac4d2675e,independent,8
2023-04-14 15:28:59,2023-04-14 15:31:42,0,86.150.85.33,100,162,1,2023-04-14 15:31:43,R_1QhCorwGg4pkCnO,,,,,53.5635,-2.2239,anonymous,EN,1,I pay attention,61,5,61,5,50,4,51,4,50,4,50,4,50,4,50,4,,1,22,5,60fac7ec133b6bf250d6d668,conflict of interest,8
2023-04-14 15:29:07,2023-04-14 15:31:42,0,51.155.205.121,100,155,1,2023-04-14 15:31:43,R_2Qml9a0phkShOCz,,,,,53.4472,-1.9419,anonymous,EN,1,I pay attention,33,4,33,4,50,4,33,3,66,4,66,4,90,4,90,4,,2,63,5,6048d527affd1428c830c2e2,independent,8
2023-04-14 15:28:52,2023-04-14 15:31:43,0,146.198.209.8,100,170,1,2023-04-14 15:31:44,R_ZJNXkQ5oGVt6T6N,,,,,54.8609,-6.2819,anonymous,EN,1,I pay attention,30,4,30,4,29,4,33,4,61,4,63,4,93,4,92,4,,2,61,5,5def4e6e09c1075da1ee992b,conflict of interest,8
2023-04-14 15:29:00,2023-04-14 15:31:43,0,146.200.226.14,100,163,1,2023-04-14 15:31:44,R_aeZUhMrg3xyNYul,,,,,52.9292,-1.1065,anonymous,EN,1,i pay attention,63,4,40,3,50,5,53,4,31,2,63,5,100,7,100,7,,2,34,6,6152d3b2ebbcfd05ba744162,independent,8
2023-04-14 15:29:06,2023-04-14 15:31:45,0,82.7.106.144,100,158,1,2023-04-14 15:31:45,R_2E174OC847aNMXT,,,,,53.7817,-1.7776,anonymous,EN,1,I pay attention,11,2,7,2,68,5,72,5,82,3,37,4,20,3,10,3,,2,36,3,59a696b2cf8b8d000177201d,conflict of interest,8
2023-04-14 15:28:37,2023-04-14 15:31:45,0,81.109.152.226,100,187,1,2023-04-14 15:31:46,R_2qDgUzC186AZmi8,,,,,53.5866,-2.4354,anonymous,EN,1,I pay attention,61,5,55,5,51,4,49,4,75,6,70,6,100,7,100,7,,2,30,5,5aeaee620ef2f20001859359,conflict of interest,8
2023-04-14 15:28:46,2023-04-14 15:31:51,0,2.222.41.59,100,185,1,2023-04-14 15:31:52,R_2ttkrEIadXNX7q2,,,,,51.3537,0.5287,anonymous,EN,1,I pay attention,81,6,13,2,29,4,21,2,50,4,22,3,42,3,21,2,,2,57,3,568b76fa39a70e000c57b07a,independent,8
2023-04-14 15:29:23,2023-04-14 15:31:52,0,84.64.126.130,100,148,1,2023-04-14 15:31:52,R_1YNotgN0ZRFNcnn,,,,,55.8393,-4.2892,anonymous,EN,1,I pay attention,34,4,33,4,34,4,33,4,35,4,34,4,40,4,40,4,,1,32,6,59a5b35c5954130001582a40,conflict of interest,8
2023-04-14 15:28:33,2023-04-14 15:31:52,0,81.140.238.218,100,199,1,2023-04-14 15:31:53,R_ePPPhPM67tLOXS1,,,,,51.417,-1.3313,anonymous,EN,1,I pay attention,30,4,30,4,55,5,60,5,72,5,60,6,91,6,90,6,,2,28,5,5b59ea857ac6d70001aae449,independent,8
2023-04-14 15:28:54,2023-04-14 15:31:56,0,92.40.111.4,100,181,1,2023-04-14 15:31:56,R_1drX98sDHreLDOL,,,,,51.5555,-0.6212,anonymous,EN,1,I pay attention,60,4,60,4,60,4,60,4,60,4,60,4,60,4,60,4,,1,61,5,616d8ff5eeb9a8616afa647d,conflict of interest,8
2023-04-14 15:28:36,2023-04-14 15:31:56,0,5.66.40.218,100,199,1,2023-04-14 15:31:57,R_1ds1xsxKPia36th,,,,,54.9735,-1.5673,anonymous,EN,1,I pay attention,42,4,63,5,53,5,61,5,56,5,37,4,60,5,27,3,,2,45,2,5d8b66f5d189bd001a378273,independent,8
2023-04-14 15:29:14,2023-04-14 15:31:57,0,31.185.48.135,100,163,1,2023-04-14 15:31:58,R_RrkUXMg9XTrMinn,,,,,51.4479,-0.1377,anonymous,EN,1,I pay attention,50,4,50,5,50,4,50,4,66,5,64,5,81,6,80,5,,1,41,6,5cb5941ba7dfd50001759040,independent,8
2023-04-14 15:28:42,2023-04-14 15:31:59,0,5.70.225.141,100,197,1,2023-04-14 15:32:00,R_3Kr0tAcyqZK8Vr7,,,,,53.4588,-2.6479,anonymous,EN,1,I pay attention,20,3,20,4,33,4,33,4,49,4,50,5,34,4,51,5,,2,42,7,5d38419810801e001ae58771,conflict of interest,8
2023-04-14 15:28:55,2023-04-14 15:31:59,0,86.142.70.249,100,183,1,2023-04-14 15:32:00,R_1mrft7nSZzkYGFM,,,,,52.4053,0.2219,anonymous,EN,1,"I pay attention ",38,4,40,3,46,5,44,5,74,6,78,6,93,7,84,6,,2,44,2,5a42bf437aebf700011530ca,independent,8
2023-04-14 15:29:09,2023-04-14 15:32:00,0,80.42.45.154,100,171,1,2023-04-14 15:32:01,R_3nvgOu3JDDhzl7Y,,,,,51.4647,-0.0509,anonymous,EN,1,I pay attention,11,2,11,2,40,3,21,3,40,3,39,3,70,4,60,4,,2,69,2,5ea047d315537303f1e60ef9,conflict of interest,8
2023-04-14 15:29:09,2023-04-14 15:32:02,0,77.102.61.110,100,172,1,2023-04-14 15:32:02,R_1obuRgbKToWibIn,,,,,52.6726,-2.4488,anonymous,EN,1,I pay attention,20,2,20,2,33,3,33,3,66,5,66,5,10,2,10,2,,1,28,6,5980f157413c230001291b22,conflict of interest,8
2023-04-14 15:28:59,2023-04-14 15:32:02,0,77.98.119.60,100,183,1,2023-04-14 15:32:03,R_2qy3CARMiJtNqVY,,,,,51.3188,-2.2034,anonymous,EN,1,I pay attention,41,4,40,4,40,3,50,4,50,4,50,4,72,5,50,4,,2,50,3,5722578701ed33000838ba6d,independent,8
2023-04-14 15:28:48,2023-04-14 15:32:03,0,81.109.206.107,100,194,1,2023-04-14 15:32:03,R_1IbYYeLlCY7mtiM,,,,,51.5638,-0.0765,anonymous,EN,1,I pay attention,33,4,33,3,45,3,45,3,67,5,66,5,88,5,88,6,,2,20,3,5f105fb050ae3d02c17bf90e,independent,8
2023-04-14 15:28:50,2023-04-14 15:32:03,0,90.246.223.93,100,192,1,2023-04-14 15:32:04,R_2rN1Bjzqzs1cPvP,,,,,51.7206,-3.0408,anonymous,EN,1,I pay attention,20,3,15,3,36,4,37,4,67,5,67,5,90,6,91,6,,2,50,5,63c5996aff7ec475ae83bf3f,independent,8
2023-04-14 15:29:01,2023-04-14 15:32:04,0,86.154.97.110,100,183,1,2023-04-14 15:32:05,R_3GpiX4EnkbGIKrO,,,,,53.2765,-2.5979,anonymous,EN,1,I pay attention,33,3,33,3,33,4,33,4,66,5,66,5,91,6,90,5,,3,19,3,63d10ca8fca9ad7d2fbe4393,independent,8
2023-04-14 15:29:12,2023-04-14 15:32:05,0,95.151.88.149,100,173,1,2023-04-14 15:32:05,R_3lMjsq6k3rEaQUd,,,,,51.813,0.6415,anonymous,EN,1,I pay attention,34,4,35,4,29,4,34,4,30,4,34,4,38,4,34,4,,1,40,2,629b3553f9621f7c65de7f5a,conflict of interest,8
2023-04-14 15:28:53,2023-04-14 15:32:07,0,95.146.187.84,100,193,1,2023-04-14 15:32:08,R_1kImbE8xhHy6931,,,,,50.9885,-2.9883,anonymous,EN,1,"I pay attention ",27,3,27,3,34,4,34,4,66,5,66,5,97,6,92,6,,2,44,5,5f84d5846e8c4a1a720c6dd2,independent,8
2023-04-14 15:28:50,2023-04-14 15:32:08,0,109.155.190.120,100,197,1,2023-04-14 15:32:09,R_3D7lQ5bkSQScaHW,,,,,51.5565,-3.3558,anonymous,EN,1,I pay attention,33,4,33,4,50,4,50,4,65,5,65,5,90,5,93,6,,1,40,5,5e5521580ee1b951df544c3c,independent,8
2023-04-14 15:29:07,2023-04-14 15:32:11,0,81.128.222.142,100,184,1,2023-04-14 15:32:12,R_ezI2iqA0bq1bGzD,,,,,52.5165,1.0231,anonymous,EN,1,I pay attention,6,2,10,3,34,5,34,5,64,5,62,6,82,6,72,6,,1,24,5,63f787256fc87f0a297a849c,conflict of interest,8
2023-04-14 15:28:53,2023-04-14 15:32:15,0,81.104.159.21,100,202,1,2023-04-14 15:32:16,R_1dtRXAgWQKVj6xQ,,,,,53.8686,-1.4439,anonymous,EN,1,i pay attention,10,2,19,3,39,4,48,4,52,4,50,4,71,4,71,5,,2,34,1,5e9375259c9687000b26ec11,conflict of interest,8
2023-04-14 15:29:06,2023-04-14 15:32:16,0,31.50.68.210,100,189,1,2023-04-14 15:32:16,R_3eldOnuneFv20mI,,,,,54.0771,-0.2306,anonymous,EN,1,I pay attention,35,4,34,4,35,4,35,4,51,4,51,4,50,4,51,4,,1,36,2,594e2bb7a402220001d84067,conflict of interest,8
2023-04-14 15:28:53,2023-04-14 15:32:16,0,2.126.28.155,100,202,1,2023-04-14 15:32:17,R_294YUYZEOfZTxDK,,,,,53.5528,-2.6252,anonymous,EN,1,I pay attention,45,4,60,5,50,4,50,4,56,4,66,4,50,4,50,4,,2,53,5,5a771465eea3d300016de2e1,independent,8
2023-04-14 15:29:35,2023-04-14 15:32:17,0,143.159.63.82,100,161,1,2023-04-14 15:32:18,R_9HvhA56fqYEkHyV,,,,,51.3188,-2.2034,anonymous,EN,1,I pay attention,10,2,10,3,30,3,19,2,71,4,70,4,83,5,91,5,,1,33,6,63ea72964d4f547ae6859c68,conflict of interest,8
2023-04-14 15:28:32,2023-04-14 15:32:18,0,94.4.132.97,100,225,1,2023-04-14 15:32:18,R_20NWfYTaaqc7RJF,,,,,52.9817,-2.1377,anonymous,EN,1,I pay attention,80,6,80,6,80,6,80,6,80,6,75,6,80,6,80,6,,2,26,5,5b52f4933234ab00014ca442,independent,8
2023-04-14 15:28:50,2023-04-14 15:32:19,0,94.173.218.111,100,209,1,2023-04-14 15:32:20,R_1roYbAN49fTRzMl,,,,,55.9552,-3.2,anonymous,EN,1,I pay attention,50,6,50,6,62,6,51,6,36,6,50,6,50,6,50,6,,2,23,5,5dc3fe9b547c1f2dabd5a67b,conflict of interest,8
2023-04-14 15:28:47,2023-04-14 15:32:22,0,90.221.150.88,100,214,1,2023-04-14 15:32:22,R_2rNQWx1Lk1Uhxap,,,,,52.4974,-1.9683,anonymous,EN,1,I pay attention,17,2,17,2,34,4,34,3,67,5,66,5,90,6,75,6,,2,37,7,5d920df12b679a00182bbc73,independent,8
2023-04-14 15:29:05,2023-04-14 15:32:22,0,82.68.25.27,100,197,1,2023-04-14 15:32:23,R_2X52LpMweJcu1By,,,,,51.5975,-0.1915,anonymous,EN,1,I pay attention,15,2,15,2,33,3,33,3,50,4,25,3,50,4,50,4,,1,64,5,5dbf3be9aab19f3e2dab2f4d,independent,8
2023-04-14 15:29:31,2023-04-14 15:32:24,0,77.102.219.17,100,172,1,2023-04-14 15:32:25,R_3jZgzXawDvqSOQE,,,,,56.0711,-3.7696,anonymous,EN,1,I pay attention,50,4,50,4,33,4,33,4,66,5,66,5,100,5,100,5,,1,38,5,62dabd0c32decdde3f734147,conflict of interest,8
2023-04-14 15:29:15,2023-04-14 15:32:25,0,95.150.100.100,100,190,1,2023-04-14 15:32:25,R_RVSJSsmdHu0c0Tf,,,,,50.7554,-1.5666,anonymous,EN,1,"I pay attention ",34,3,33,4,50,4,50,4,65,5,61,4,99,5,70,5,,2,69,2,5f088147510abc0947ad09cb,conflict of interest,8
2023-04-14 15:28:55,2023-04-14 15:32:25,0,176.248.161.60,100,210,1,2023-04-14 15:32:26,R_3MFqnL3RivlH2EJ,,,,,53.7012,-1.7894,anonymous,EN,1,I pay attention,20,2,20,2,50,4,50,4,91,6,79,6,100,7,100,7,,2,59,6,5cba2e9af429ff00159dda71,independent,8
2023-04-14 15:29:00,2023-04-14 15:32:29,0,146.90.120.213,100,209,1,2023-04-14 15:32:30,R_3oZ0QYkL0RUgpnn,,,,,53.7448,-1.4537,anonymous,EN,1,I pay attention,34,5,40,5,39,5,41,5,55,5,62,5,85,6,85,6,,1,53,3,5ceecd8f12495000011572be,independent,8
2023-04-14 15:28:58,2023-04-14 15:32:30,0,109.152.96.198,100,211,1,2023-04-14 15:32:31,R_VI3EQ6QO6FqxCF3,,,,,50.5133,-4.2087,anonymous,EN,1,I pay attention,10,2,18,2,50,4,50,4,51,4,72,5,50,4,17,2,,2,75,5,5c58244f62290e00012fa64c,independent,8
