StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,CONSENT,DEM_GENDER,DEM_GENDER_2_TEXT,DEM_AGE,DEM_EDU,ATTCHECK_NUMBER,SCIINFO_newspapersmags,SCIINFO_tvradio,SCIINFO_newswebsitesapps,SCIINFO_videospodcasts,SCIINFO_filmsseries,SCIINFO_books,SCIINFO_socialmedia,SCIINFO_messengers,SCIINFO_museumszoos,SCIINFO_rlconversations,SCIENGAGE_conversations,SCIENGAGE_messengers,SCIENGAGE_socialmedia,SCIENGAGE_publicprotests,BENEFIT_OPEN,TRUST_OPEN,BENEFIT_ONESELF,BENEFIT_REGION_MOST,BENEFIT_REGION_LEAST,GOALS_PRIO_health,GOALS_PRIO_energy,GOALS_PRIO_poverty,GOALS_PRIO_defense,GOALS_TACKLE_health,GOALS_TACKLE_energy,GOALS_TACKLE_poverty,GOALS_TACKLE_defense,influence_integrate,influence_advocate,influence_communicate,influence_involved,NORMPERC_outreach,influence_independent,WILLVUL_gov,WILLVUL_you,competence_expert,integrity_honest,benevolence_concerned,openness_open,competence_intelligent,integrity_ethical,benevolence_improve,openness_transparent,competence_qualified,integrity_sincere,benevolence_otherinterest,openness_otherviews,trust_method,TRUST_PEW,OUTSPOKEN_othersthink,OUTSPOKEN_isolate,OUTSPOKEN_against,SCIPOP_common,SCIPOP_good,SCIPOP_advantage,SCIPOP_cahoots,SCIPOP_influence,SCIPOP_involved,SCIPOP_lifeexp,SCIPOP_rely,ATTCHECK_RES,SDO_allgroupsconsider,SDO_notpushequality,SDO_equalityideal,SDO_superiordominate,CLIM_TRUST,CLIM_EMO_helpless,CLIM_EMO_anxious,CLIM_EMO_optimistic,CLIM_EMO_angry,CLIM_EMO_guilty,CLIM_EMO_ashamed,CLIM_EMO_depressed,CLIM_EMO_pessimistic,CLIM_EMO_indifferent,CLIM_GOV_concerns,CLIM_GOV_doingenough,CLIM_GOV_dismisspeople,CLIM_GOV_science,CLIM_GOV_futuregens,CLIM_GOV_trustworthy,CLIM_GOV_lying,CLIM_POLSUPPORT_fueltax,CLIM_POLSUPPORT_publictransport,CLIM_POLSUPPORT_sustenergy,CLIM_POLSUPPORT_protection,CLIM_POLSUPPORT_foodtax,CLIM_WEATHERPAST_floods,CLIM_WEATHERPAST_heatwaves,CLIM_WEATHERPAST_heavystorms,CLIM_WEATHERPAST_wildfires,CLIM_WEATHERPAST_heavyrain,CLIM_WEATHERPAST_droughts,CLIM_WEATHERFUTU_floods,CLIM_WEATHERFUTU_heatwaves,CLIM_WEATHERFUTU_heavystorms,CLIM_WEATHERFUTU_wildfires,CLIM_WEATHERFUTU_heavyrain,CLIM_WEATHERFUTU_droughts,DEM_INCOME,DEM_POL_conservative,DEM_POL_right,DEM_RELIGIOUS,DEM_RESIDENCE,disciplines_trust_general,disciplines_trust_biology,disciplines_trust_physics,disciplines_trust_climate,disciplines_trust_economics,disciplines_trust_sociology,disciplines_consensus_general,disciplines_consensus_biology,disciplines_consensus_physics,disciplines_consensus_climate,disciplines_consensus_economics,disciplines_consensus_sociology,disciplines_precision_general,disciplines_precision_biology,disciplines_precision_physics,disciplines_precision_climate,disciplines_precision_economics,disciplines_precision_sociology,CT_climate...140,CT_vaccine...141,CT_lantian...142,VJS_1,VJS_2,subjective_status,CT_climate...146,Q122_5...147,CT_vaccine...148,Q122_6...149,CT_climate...150,Q122_5...151,CT_vaccine...152,Q122_6...153,CT_climate...154,Q122_5...155,CT_vaccine...156,Q122_6...157,ATT_AI _P1...158,ATT_AI _P2...159,ATT_AI _P3...160,ATT_AI _N1...161,ATT_AI _N2...162,ATT_AI _N3...163,ATT_TRUST_AI_11,ATT_TRUST_AI_12,ATT_AI _P1...166,ATT_AI _P2...167,ATT_AI _P3...168,ATT_AI _N1...169,ATT_AI _N2...170,ATT_AI _N3...171,CT_lantian...172,ID,attcheck_number,attcheck_res,id,benevolence,competence,integrity,openness,influence_policy,influence_lifestyle,trust_composite,trust_composite_reduced,education_numeric,education,gender,age,religious,residence,income,income_log,date
2023-03-02 08:29:53,2023-03-02 08:49:19,0,100,1166,1,2023-03-02 08:49:20,R_D7blnhLJqNwolcB,anonymous,FR,1,1,NA,46,4,213,1,5,5,1,4,1,5,5,1,4,3,3,1,1,NA,Ses découvertes,3,6,1,4,5,1,2,3,4,1,5,2,1,3,3,3,5,4,3,3,4,3,4,4,3,3,3,3,3,3,3,4,3,2,2,2,2,2,3,3,2,2,3,4,1,3,7,7,5,4,3,3,3,2,2,1,2,4,4,3,2,5,2,3,2,4,1,4,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,48000,2,4,1,1,4,4,4,3,3,3,4,3,4,2,2,2,3,3,4,2,2,2,1,5,1,5,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237361102157047,213,1,540,3,3.3333333333333335,3.3333333333333335,3.3333333333333335,2.8,3,3.25,3.1666666666666665,4,"Higher education (e.g., university degree or higher education diploma)",Man,46,Not religious at all (1),Rural,48000,10.778956289890028,"March 02, 2023"
2023-03-02 08:39:15,2023-03-02 08:51:35,0,100,740,1,2023-03-02 08:51:35,R_xABGKj7cNPhOt2N,anonymous,FR,1,0,NA,55,3,213,2,3,1,2,3,1,3,1,1,1,3,1,3,1,Les laboratoires et les pouvoirs publics,NA,1,6,1,5,2,5,1,1,4,1,5,1,1,3,1,5,5,5,3,3,1,1,3,3,1,1,1,4,1,1,1,2,1,3,3,3,5,1,5,5,5,5,5,5,1,3,1,1,1,3,3,3,1,5,1,1,3,3,3,3,3,3,3,3,3,3,3,2,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,NA,99,99,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,7,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237361108086905,213,1,542,1,3.3333333333333335,1,1.6666666666666667,2.2,1,1.75,2.1666666666666665,3,"Secondary education (e.g., high school)",Woman,55,(3),Urban,NA,NA,"March 02, 2023"
2023-03-02 08:34:09,2023-03-02 08:55:33,0,100,1283,1,2023-03-02 08:55:34,R_u4cKUtJDdcAcTmN,anonymous,FR,1,0,NA,63,3,213,1,3,1,1,1,1,1,1,1,2,3,1,1,1,"la médecine pour évoluer dans les soins des malades, les opérations",NA,4,4,1,5,4,2,3,5,4,2,3,3,3,4,3,4,4,5,4,5,5,4,4,5,4,5,4,5,4,4,4,4,4,1,1,1,4,2,3,3,3,3,2,2,1,9,2,8,1,5,1,4,2,4,4,4,1,4,1,3,1,3,2,2,2,3,2,3,3,3,3,5,5,3,5,2,5,5,5,5,5,3,5,34000,3,5,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,1,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237361107955736,213,1,545,4.333333333333333,5,4.333333333333333,4,3.4,4,4.416666666666667,4.666666666666667,3,"Secondary education (e.g., high school)",Woman,63,(4),Rural,34000,10.4341158035983,"March 02, 2023"
2023-03-02 08:37:59,2023-03-02 08:55:48,0,100,1068,1,2023-03-02 08:55:49,R_1fkIhLWkH9Ab6h2,anonymous,FR,1,1,NA,69,3,213,1,4,1,4,4,1,4,1,1,1,2,1,1,1,NA,S il s avère que les études qu elle mènent sont crédibles,3,2,1,5,4,4,2,4,4,1,3,1,2,3,3,5,5,5,4,4,4,3,2,4,3,3,4,4,4,3,2,3,3,4,4,4,4,2,4,5,2,3,3,2,1,5,3,9,2,5,2,2,3,1,1,1,2,2,3,1,1,5,3,1,1,1,4,3,3,3,1,5,5,5,1,4,4,5,5,5,2,4,5,1800,99,2,1,1,4,4,3,5,1,3,3,3,3,4,1,2,3,3,2,5,2,3,1,2,2,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237361108363352,213,1,546,3,4,3.6666666666666665,2.6666666666666665,2.8,3,3.3333333333333335,3.5,3,"Secondary education (e.g., high school)",Man,69,Not religious at all (1),Rural,1800,7.495541943884256,"March 02, 2023"
2023-03-02 08:24:26,2023-03-02 08:58:03,0,100,2017,1,2023-03-02 08:58:04,R_1q8ltwmLIPU87yw,anonymous,FR,1,0,NA,33,4,213,1,3,3,2,2,1,2,2,1,2,2,1,2,1,Le monde avec toutes les nouvelles technologies,NA,3,6,1,4,4,4,3,3,3,3,3,3,2,3,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,2,4,4,2,3,3,3,3,2,1,8,7,7,5,3,4,3,3,3,3,3,3,4,2,3,2,3,2,2,3,3,2,3,3,3,2,4,4,4,4,4,4,5,5,5,5,5,5,40000,2,4,3,1,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,3,4,3,4,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237361103905836,213,1,548,4,4,4,4,2.8,3,4,4,4,"Higher education (e.g., university degree or higher education diploma)",Woman,33,(3),Rural,40000,10.596634733096073,"March 02, 2023"
2023-03-02 08:48:47,2023-03-02 09:05:12,0,100,984,1,2023-03-02 09:05:13,R_1owmHsNMzWLEew3,anonymous,FR,1,0,NA,59,4,213,1,4,1,1,4,4,1,1,1,1,1,1,1,1,la recherche d'énergies renouvelables,NA,2,4,2,3,5,2,1,2,5,3,2,5,5,4,4,5,5,5,4,4,2,2,3,3,2,2,2,4,2,2,2,4,3,1,1,1,4,2,4,4,3,3,3,3,1,10,9,10,2,3,1,3,1,3,1,1,2,4,3,2,2,4,4,2,2,3,3,3,3,3,2,5,5,5,4,5,5,5,5,5,5,5,5,36500,99,4,1,1,4,2,4,2,1,3,3,3,3,3,3,3,4,2,3,1,1,3,1,1,8,1,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237298315348218,213,1,550,2,3.6666666666666665,2,2.3333333333333335,4.6,5,2.5,2.8333333333333335,4,"Higher education (e.g., university degree or higher education diploma)",Woman,59,Not religious at all (1),Rural,36500,10.505067539570582,"March 02, 2023"
2023-03-02 08:48:08,2023-03-02 09:06:05,0,100,1076,1,2023-03-02 09:06:06,R_2ARKGaMU5GSY3Rj,anonymous,FR,1,0,NA,57,4,213,6,6,3,1,1,3,3,3,3,3,4,3,2,1,"Tout le monde, sans la science, le monde ne serait pas ce qu’il est",NA,5,4,4,3,5,4,4,5,4,4,3,1,2,5,3,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,2,2,2,4,2,2,1,7,8,8,3,4,4,4,2,4,4,4,4,4,2,3,3,3,3,3,3,2,3,3,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,100000,3,3,1,2,4,4,4,4,2,3,4,4,4,4,3,3,4,4,4,4,3,3,2,3,6,3,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237361110246550,213,1,551,4,4,4,4,3.2,4,4,4,4,"Higher education (e.g., university degree or higher education diploma)",Woman,57,Not religious at all (1),Urban,100000,11.512925464970229,"March 02, 2023"
2023-03-02 08:50:31,2023-03-02 09:06:23,0,100,951,1,2023-03-02 09:06:23,R_WkeHhfmqygbNYEV,anonymous,FR,1,0,NA,67,4,213,6,6,6,4,4,4,2,4,3,4,5,4,1,1,"Chacun d’entre nous afin de faire évoluer la société, la santé,",NA,5,2,1,5,5,5,4,5,5,5,4,5,5,5,5,5,1,5,5,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,3,1,1,1,1,1,1,1,10,6,5,1,4,1,1,4,1,1,1,1,1,1,4,3,1,4,4,4,1,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,47000,1,3,1,1,4,4,4,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,1,1,1,1,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237361107869917,213,1,554,4,4,4,4,4.2,5,4,4,4,"Higher education (e.g., university degree or higher education diploma)",Woman,67,Not religious at all (1),Rural,47000,10.757902880692196,"March 02, 2023"
2023-03-02 08:50:46,2023-03-02 09:07:17,0,100,990,1,2023-03-02 09:07:17,R_2axllPUamwSsEM4,anonymous,FR,1,1,NA,67,3,213,4,4,2,2,4,4,3,3,3,4,4,3,3,1,fortunés,NA,2,2,4,5,5,5,2,1,1,1,3,1,1,5,1,5,5,1,1,3,3,2,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,6,6,10,1,3,1,1,4,1,1,1,1,1,1,1,1,5,5,5,5,1,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,34000,4,4,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,6,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237361102600370,213,1,555,2.6666666666666665,3,3,2.3333333333333335,2.6,1,2.75,2.8333333333333335,3,"Secondary education (e.g., high school)",Man,67,(2),Rural,34000,10.4341158035983,"March 02, 2023"
2023-03-02 08:55:18,2023-03-02 09:11:29,0,100,971,1,2023-03-02 09:11:29,R_2wNOf7JuApd0nUI,anonymous,FR,1,1,NA,32,3,213,2,3,3,2,2,2,3,2,3,3,4,2,2,2,Je ne sais pas,NA,4,4,1,5,5,2,4,4,4,3,3,3,3,3,3,5,3,5,4,4,3,4,3,4,3,5,4,4,4,4,3,4,4,3,4,4,5,3,2,4,4,4,3,3,1,6,6,6,5,3,5,4,1,4,2,4,4,5,1,2,1,5,3,2,1,4,1,2,3,3,1,4,5,3,3,3,4,5,5,3,3,3,5,45000,4,4,3,2,4,4,4,4,3,2,3,3,3,3,3,3,4,4,3,4,2,2,2,4,6,5,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237298315359444,213,1,559,4.333333333333333,4,3.3333333333333335,3.3333333333333335,3,4,3.75,4.166666666666667,3,"Secondary education (e.g., high school)",Man,32,(3),Urban,45000,10.714417768752456,"March 02, 2023"
2023-03-02 08:55:28,2023-03-02 09:12:13,0,100,1004,1,2023-03-02 09:12:13,R_3OdJh5frdfEbNvD,anonymous,FR,1,0,NA,56,3,213,1,1,1,1,1,1,1,1,1,1,3,3,1,1,NA,"Qu'elle soit passionnée et investie dans son travail ,ses recherches",4,4,1,5,4,5,4,5,4,3,5,5,5,5,3,5,3,4,4,4,4,5,4,5,4,5,3,5,4,5,4,5,5,4,3,3,4,3,4,3,3,2,3,4,1,6,5,5,4,4,3,4,3,3,2,2,3,2,1,3,3,4,4,4,3,4,3,3,3,3,2,4,4,4,3,4,4,4,4,3,3,4,4,24000,99,3,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,3,6,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237298314534131,213,1,560,5,4.666666666666667,4,3.6666666666666665,4.2,4,4.333333333333333,4.833333333333333,3,"Secondary education (e.g., high school)",Woman,56,(2),Rural,24000,10.085809109330082,"March 02, 2023"
2023-03-02 08:58:23,2023-03-02 09:15:32,0,100,1029,1,2023-03-02 09:15:32,R_OvDCJZIrQ5SyKaJ,anonymous,FR,1,0,NA,33,4,213,3,4,3,1,1,1,2,1,1,3,4,1,1,1,Les personnes ayant un niveau scolaire plutôt élevé car les éléments expliqués par la science ont un langage pas toujours faciles à comprendre.,NA,3,4,1,5,5,4,4,4,4,3,3,4,3,4,4,4,3,4,4,4,4,4,4,5,4,4,3,4,4,4,3,4,4,3,2,3,4,3,2,2,4,4,3,3,1,9,5,9,5,4,3,4,2,4,3,3,4,4,1,3,3,3,3,3,3,3,2,3,3,3,2,3,5,5,5,3,5,4,5,5,5,4,5,37000,99,99,2,2,3,3,3,3,3,4,3,4,3,3,3,3,3,3,4,3,3,3,2,3,6,5,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237361106953260,213,1,561,4,4.333333333333333,4,3.3333333333333335,3.6,3,3.9166666666666665,4.166666666666667,4,"Higher education (e.g., university degree or higher education diploma)",Woman,33,(2),Urban,37000,10.51867319162636,"March 02, 2023"
2023-03-02 08:53:24,2023-03-02 09:17:45,0,100,1461,1,2023-03-02 09:17:46,R_2cqhhnBJNB6X7vm,anonymous,FR,1,0,NA,29,4,213,5,1,7,2,1,3,2,1,1,3,3,3,3,3,NA,"Des résultats sur, de la prudence transparence et honnêteté. Mais c'est pas vendeur...",5,6,1,5,5,4,2,3,3,1,5,5,1,3,5,5,1,5,4,4,3,3,4,3,4,3,4,4,4,4,4,4,3,4,4,4,1,1,3,3,1,1,1,1,1,8,3,8,1,5,2,3,1,2,3,3,1,5,3,1,1,5,1,1,1,4,2,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,7000,99,99,1,2,5,5,5,5,3,3,5,5,5,5,4,4,5,5,5,5,5,5,1,1,7,5,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236923091141688,213,1,563,3.3333333333333335,3.6666666666666665,3.6666666666666665,4,3,5,3.6666666666666665,3.5,4,"Higher education (e.g., university degree or higher education diploma)",Woman,29,Not religious at all (1),Urban,7000,8.85366542803745,"March 02, 2023"
2023-03-02 09:06:09,2023-03-02 09:21:07,0,100,897,1,2023-03-02 09:21:07,R_1eOA7qbNgX0DlgM,anonymous,FR,1,1,NA,68,4,213,3,3,2,1,2,1,2,1,1,2,3,4,4,4,NA,"Grace a ses publications, fiables, vérifiées et indépendantes.",2,1,5,3,4,2,1,2,2,1,4,5,3,4,4,5,5,3,1,4,2,2,3,4,2,3,2,3,3,2,3,5,2,5,5,2,3,2,4,4,3,4,4,3,1,7,9,9,5,1,5,1,4,4,1,2,1,2,4,1,1,4,2,4,1,5,4,2,1,3,1,3,3,3,2,2,2,3,3,3,3,3,3,35000,4,5,1,2,3,4,4,1,2,3,3,4,4,2,3,3,4,4,4,2,2,3,7,7,9,4,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237298314772618,213,1,566,2.3333333333333335,3.6666666666666665,2.3333333333333335,2.6666666666666665,4.2,4,2.75,3,4,"Higher education (e.g., university degree or higher education diploma)",Man,68,Not religious at all (1),Urban,35000,10.46310334047155,"March 02, 2023"
2023-03-02 09:09:14,2023-03-02 09:21:53,0,100,758,1,2023-03-02 09:21:53,R_2wQxSKV5hIahVh2,anonymous,FR,1,0,NA,41,4,213,5,5,5,1,2,2,1,4,4,5,5,3,3,1,NA,son expertise dans un domaine scientifique,4,6,1,5,5,5,2,5,5,5,1,4,2,4,4,5,5,5,4,4,3,3,3,3,4,4,4,4,3,3,3,3,4,5,5,5,3,2,3,1,2,1,1,4,1,10,1,10,1,5,5,1,1,1,1,4,1,4,2,1,2,2,2,2,3,2,2,3,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,22653,1,2,1,1,5,5,5,5,5,5,4,4,4,3,2,2,4,4,4,4,3,3,1,1,2,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237361110257871,213,1,567,3.3333333333333335,3.6666666666666665,3.3333333333333335,3.3333333333333335,3.8,5,3.4166666666666665,3.5,4,"Higher education (e.g., university degree or higher education diploma)",Woman,41,Not religious at all (1),Rural,22653,10.028047572471536,"March 02, 2023"
2023-03-02 09:01:39,2023-03-02 09:26:42,0,100,1503,1,2023-03-02 09:26:43,R_2CfRrU4eLP6F6kd,anonymous,FR,1,0,NA,66,3,213,4,5,1,1,4,4,1,1,3,3,3,1,1,1,"la médecine profite et doit profiter au maximum de la science au sens le plus large (génétique, bactériologie, soins de santé les plus complexes). Ensuite l'agriculture pour produire mieux sous tous les climats",NA,4,6,1,5,4,4,3,5,4,3,4,3,3,4,3,4,4,4,4,4,3,4,3,4,3,3,2,4,4,3,3,5,4,4,3,4,4,2,4,3,3,3,3,3,1,7,7,3,2,4,4,4,2,2,3,3,3,4,1,2,2,3,3,3,3,3,2,3,3,3,1,3,4,3,4,3,4,3,4,3,4,3,4,14000,99,99,1,2,4,4,3,4,3,3,4,3,3,3,3,3,4,3,3,3,3,3,1,5,8,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237361102148851,213,1,570,3.3333333333333335,4,3.3333333333333335,2.6666666666666665,3.4,4,3.3333333333333335,3.6666666666666665,3,"Secondary education (e.g., high school)",Woman,66,Not religious at all (1),Urban,14000,9.546812608597396,"March 02, 2023"
2023-03-02 09:17:26,2023-03-02 09:30:41,0,100,795,1,2023-03-02 09:30:42,R_1C2QW8McxvdbBVa,anonymous,FR,1,1,NA,68,4,213,6,6,5,4,5,4,5,4,4,4,4,4,4,2,Les pays dits occidentaux,NA,5,4,1,5,5,4,3,5,5,3,4,4,1,4,2,4,4,4,3,4,4,4,3,4,3,4,3,4,4,3,3,1,3,4,3,4,4,2,2,2,1,1,2,2,1,8,1,10,1,4,4,4,4,4,4,4,3,4,2,4,3,2,4,4,4,2,2,3,3,3,1,5,3,4,4,4,4,5,4,4,4,4,4,45000,3,3,1,1,5,5,5,4,2,2,4,5,5,3,2,2,4,5,5,4,3,3,1,1,2,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237361103349766,213,1,572,3.6666666666666665,4,3.6666666666666665,3,3,4,3.5833333333333335,3.8333333333333335,4,"Higher education (e.g., university degree or higher education diploma)",Man,68,Not religious at all (1),Rural,45000,10.714417768752456,"March 02, 2023"
2023-03-02 09:24:24,2023-03-02 09:33:51,0,100,567,1,2023-03-02 09:33:52,R_3KBZe1MnirK4U4A,anonymous,FR,1,0,NA,58,4,213,2,2,2,3,3,3,1,1,3,5,7,1,1,3,NA,L'origine,4,6,1,5,5,5,1,5,5,5,4,5,4,4,5,5,4,5,4,4,4,4,4,5,4,4,4,5,4,4,3,5,5,5,4,4,3,2,3,3,1,2,4,4,1,8,5,7,1,5,4,3,3,4,2,2,2,2,1,3,2,2,3,3,2,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5900,2,3,3,1,4,4,4,4,3,4,3,3,3,3,3,3,4,4,4,4,4,4,1,3,5,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237361103080602,213,1,575,4,4.666666666666667,4,3.6666666666666665,4.4,5,4.083333333333333,4.333333333333333,4,"Higher education (e.g., university degree or higher education diploma)",Woman,58,(3),Rural,5900,8.68270762989381,"March 02, 2023"
2023-03-02 09:10:47,2023-03-02 09:34:54,0,100,1446,1,2023-03-02 09:34:54,R_sHhrGT9HVVDHZwl,anonymous,FR,1,0,NA,22,4,213,5,4,5,5,4,3,6,4,4,4,5,4,4,1,NA,"Pour moi, un scientifique peut plus facilement paraître digne de confiance lorsque ses recherches sont effectuées depuis plusieurs années, par plusieurs scientifiques ayant retrouver la même « finalité », et surtout ayant exploré toutes les pistes possibles.",5,4,1,5,4,4,3,5,3,2,3,3,4,3,3,5,3,5,4,4,4,3,4,4,4,3,2,4,2,3,2,4,4,4,3,4,3,4,4,2,3,3,3,3,1,8,6,9,1,5,5,3,2,3,3,3,2,4,2,2,2,4,2,2,3,5,2,3,3,3,2,3,5,3,5,5,5,5,5,5,5,5,5,0,99,3,1,1,4,4,5,3,2,3,5,5,5,2,1,1,4,4,5,3,2,2,2,7,9,6,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237361110245516,213,1,577,3,4,3.3333333333333335,2.6666666666666665,3.2,5,3.25,3.5,4,"Higher education (e.g., university degree or higher education diploma)",Woman,22,Not religious at all (1),Rural,0,-Inf,"March 02, 2023"
2023-03-02 09:24:57,2023-03-02 09:40:21,0,100,923,1,2023-03-02 09:40:21,R_1ILT0eVc83lKxVD,anonymous,FR,1,1,NA,27,4,213,1,1,4,1,5,1,4,1,1,1,2,1,1,1,NA,Le fait qu'il arrive à prouver ce qu'il dit,3,6,1,5,5,2,2,3,2,1,4,3,3,2,2,4,4,3,3,2,4,3,4,4,4,4,3,4,4,3,3,3,4,3,1,1,3,4,3,2,3,3,3,2,1,7,3,8,3,4,3,1,2,1,2,1,1,4,3,1,1,1,1,1,1,4,2,3,3,3,1,2,4,2,3,2,4,4,4,2,4,4,4,2500,99,2,1,1,3,3,3,3,2,1,3,3,3,3,2,2,4,4,4,4,3,2,2,4,7,4,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237361108094081,213,1,579,3.3333333333333335,3.3333333333333335,4,3.3333333333333335,2.8,3,3.5,3.3333333333333335,4,"Higher education (e.g., university degree or higher education diploma)",Man,27,Not religious at all (1),Rural,2500,7.824046010856292,"March 02, 2023"
2023-03-02 09:18:38,2023-03-02 09:41:28,0,100,1370,1,2023-03-02 09:41:29,R_7VvH45XaPjVYbCh,anonymous,FR,1,1,NA,56,3,213,3,4,3,1,2,1,2,1,1,3,4,2,1,1,"l'espèce humaine, durée de vie augmentée",NA,5,6,1,5,4,3,4,5,2,1,2,2,2,2,1,5,4,4,4,4,4,4,2,5,4,4,2,4,4,4,2,5,4,4,4,4,4,1,2,1,2,2,3,3,1,9,9,10,1,4,4,4,2,4,4,3,1,5,1,3,2,4,4,2,4,1,3,3,3,3,2,4,5,5,5,3,5,5,5,5,5,5,5,50000,4,4,1,2,4,5,4,5,4,4,4,5,4,2,2,2,4,5,4,4,3,3,1,2,7,1,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237361108072557,213,1,580,4,4.333333333333333,4,2,2.2,4,3.5833333333333335,4.166666666666667,3,"Secondary education (e.g., high school)",Man,56,Not religious at all (1),Urban,50000,10.819778284410283,"March 02, 2023"
