Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
647f1182d98dc26d01e8a724,607da171f464f9e638d62de2,AWAITING REVIEW,2023-06-06T10:59:21.573000Z,2023-06-06T11:02:23.036000Z,,2023-06-06T11:02:23.427327Z,182,5A34BA6B,934,40,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
647f11832363ffa76c5c962e,54b19cadfdf99b0b3d806330,AWAITING REVIEW,2023-06-06T10:59:17.929000Z,2023-06-06T11:01:35.226000Z,,2023-06-06T11:01:36.143378Z,138,5A34BA6B,977,42,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
647f1183878d4aadd2fff4d8,5bc690392885710001a0bb76,AWAITING REVIEW,2023-06-06T10:59:15.925000Z,2023-06-06T11:05:55.548000Z,,2023-06-06T11:05:55.991242Z,400,5A34BA6B,1995,58,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
647f11848ffa5470395325dc,568f981a7d961b000c969d2f,AWAITING REVIEW,2023-06-06T10:59:29.310000Z,2023-06-06T11:03:50.416000Z,,2023-06-06T11:03:50.901141Z,262,5A34BA6B,490,55,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
647f1184c0454e25cf527298,62d13440676173259ba7d504,AWAITING REVIEW,2023-06-06T10:59:20.239000Z,2023-06-06T11:02:45.031000Z,,2023-06-06T11:02:45.796318Z,205,5A34BA6B,455,44,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
647f1184d2051c834b30a4ab,5f612fe73bb6c60afeafb0e9,AWAITING REVIEW,2023-06-06T10:59:16.947000Z,2023-06-06T11:04:16.254000Z,,2023-06-06T11:04:17.047358Z,300,5A34BA6B,363,22,Female,Other,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
647f11859da1d3a0f7f0e09b,5d55b7ef6a0f930017202336,AWAITING REVIEW,2023-06-06T10:59:20.547000Z,2023-06-06T11:03:27.253000Z,,2023-06-06T11:03:27.939412Z,247,5A34BA6B,1834,35,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
647f1185f067b98e26b093a5,5be7752e66e3d1000103957f,AWAITING REVIEW,2023-06-06T10:59:21.983000Z,2023-06-06T11:03:08.344000Z,,2023-06-06T11:03:08.787033Z,227,5A34BA6B,643,56,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
647f11860129166380150496,62e1975a303029942e08439a,AWAITING REVIEW,2023-06-06T10:59:24.362000Z,2023-06-06T11:03:53.716000Z,,2023-06-06T11:03:54.140838Z,270,5A34BA6B,121,46,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
647f11860913e6bdc3329346,5c92f797803bff0017fef8dd,AWAITING REVIEW,2023-06-06T11:03:46.157000Z,2023-06-06T11:08:00.643000Z,,2023-06-06T11:08:01.283392Z,255,5A34BA6B,952,29,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
647f1186314d186299dfdc97,60c1f0e3708c6bcc65473102,AWAITING REVIEW,2023-06-06T10:59:21.864000Z,2023-06-06T11:02:36.969000Z,,2023-06-06T11:02:37.433973Z,196,5A34BA6B,558,44,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
647f118653c8953143a78b0d,5bfd7ddf7f7968000187f670,AWAITING REVIEW,2023-06-06T10:59:22.438000Z,2023-06-06T11:03:23.513000Z,,2023-06-06T11:03:24.024301Z,242,5A34BA6B,156,27,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
647f1186c86cc7d094627703,5c48c13bcae0ab0001890ce4,AWAITING REVIEW,2023-06-06T10:59:22.090000Z,2023-06-06T11:02:55.151000Z,,2023-06-06T11:02:55.634135Z,214,5A34BA6B,874,54,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Due to start a new job within the next month
647f11879e0056f6b114fc17,5db143c6711b3c00180fdea1,AWAITING REVIEW,2023-06-06T10:59:24.187000Z,2023-06-06T11:01:59.842000Z,,2023-06-06T11:02:00.286433Z,156,5A34BA6B,1274,43,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
647f1187c0454e25cf52729a,5ddecbb55daaa6e4238aabc7,AWAITING REVIEW,2023-06-06T10:59:22.222000Z,2023-06-06T11:02:50.323000Z,,2023-06-06T11:02:51.625143Z,209,5A34BA6B,1265,57,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
647f11881ffab67a0455f404,5ea01b4b2d7b4d0243d93f78,AWAITING REVIEW,2023-06-06T10:59:25.670000Z,2023-06-06T11:02:22.951000Z,,2023-06-06T11:02:23.426509Z,178,5A34BA6B,1712,76,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
647f1188354d57fca5a6fc9e,5efbb75dc7a625169185e94f,AWAITING REVIEW,2023-06-06T10:59:20.836000Z,2023-06-06T11:01:53.872000Z,,2023-06-06T11:01:54.451940Z,154,5A34BA6B,806,22,Female,Asian,United Kingdom,United Kingdom,United Kingdom,Vietnamese,Yes,Other
647f11887ee7adaa5b072fe7,629f6b8c65fcae219e245284,AWAITING REVIEW,2023-06-06T10:59:23.235000Z,2023-06-06T11:01:53.391000Z,,2023-06-06T11:01:53.963197Z,151,5A34BA6B,866,30,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
647f1188b2d5a1017d1aaf85,62861bcc5f0edf6340c914df,AWAITING REVIEW,2023-06-06T11:05:05.627000Z,2023-06-06T11:09:13.634000Z,,2023-06-06T11:09:14.119974Z,249,5A34BA6B,616,31,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
647f11890b87d7b2b1352382,5831960ab232860001b110dc,AWAITING REVIEW,2023-06-06T10:59:21.148000Z,2023-06-06T11:01:29.252000Z,,2023-06-06T11:01:29.736493Z,129,5A34BA6B,1584,38,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
647f11890c5638fa79527252,6044bd895068a35321a661da,AWAITING REVIEW,2023-06-06T10:59:21.779000Z,2023-06-06T11:03:46.620000Z,,2023-06-06T11:03:47.548905Z,265,5A34BA6B,1038,26,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
647f11892d44973d3cdfdcd2,56fd111d581aa6000f54d061,AWAITING REVIEW,2023-06-06T10:59:33.187000Z,2023-06-06T11:03:05.183000Z,,2023-06-06T11:03:06.012718Z,212,5A34BA6B,3709,54,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
647f118949c13c822afef55f,6413761e11e66bad9d8cbd71,AWAITING REVIEW,2023-06-06T10:59:28.231000Z,2023-06-06T11:03:58.465000Z,,2023-06-06T11:03:59.092673Z,271,5A34BA6B,67,20,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
647f1189e879b46dddb0720c,60c9ab402f1c532d26288def,AWAITING REVIEW,2023-06-06T10:59:23.519000Z,2023-06-06T11:03:50.497000Z,,2023-06-06T11:03:50.917597Z,267,5A34BA6B,812,39,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
647f118a4419430423f1256c,59a6aa43b2130b000179d303,AWAITING REVIEW,2023-06-06T10:59:22.631000Z,2023-06-06T11:02:23.857000Z,,2023-06-06T11:02:24.338451Z,182,5A34BA6B,1023,45,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
647f118a82cb9389fd03c897,63ecfa4920e41ec5c057672c,AWAITING REVIEW,2023-06-06T10:59:31.515000Z,2023-06-06T11:04:50.085000Z,,2023-06-06T11:04:50.762959Z,319,5A34BA6B,175,51,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
647f118a8d7366e50cb46dfa,604633f72d9cdc0a1b04fc3c,AWAITING REVIEW,2023-06-06T10:59:25.978000Z,2023-06-06T11:01:48.940000Z,,2023-06-06T11:01:49.347444Z,143,5A34BA6B,906,27,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
647f118a9bc8ee7e17928cb5,63ced717cb553d29a3beac43,AWAITING REVIEW,2023-06-06T11:04:30.634000Z,2023-06-06T11:11:05.786000Z,,2023-06-06T11:11:06.320921Z,396,5A34BA6B,354,35,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
647f118ad98dc26d01e8a727,57509aade19ee9000680df04,AWAITING REVIEW,2023-06-06T10:59:26.399000Z,2023-06-06T11:01:35.620000Z,,2023-06-06T11:01:36.019125Z,130,5A34BA6B,1100,46,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
647f118b723673db7d0aaf72,62ab2034b58fe149d144acf4,AWAITING REVIEW,2023-06-06T10:59:26.970000Z,2023-06-06T11:01:04.813000Z,,2023-06-06T11:01:05.807553Z,98,5A34BA6B,533,35,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
647f118b8d7366e50cb46dfc,5f262b3018c68e27aebdd170,AWAITING REVIEW,2023-06-06T10:59:25.730000Z,2023-06-06T11:01:24.418000Z,,2023-06-06T11:01:24.848324Z,119,5A34BA6B,1204,27,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
647f118b9bc8ee7e17928cb7,62a727c0b6efe57fb90a5b86,AWAITING REVIEW,2023-06-06T10:59:26.323000Z,2023-06-06T11:02:15.190000Z,,2023-06-06T11:02:15.696470Z,169,5A34BA6B,776,33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
647f118bb0347cf524fa4162,5f47d058419176201f26ad10,AWAITING REVIEW,2023-06-06T11:00:28.450000Z,2023-06-06T11:03:54.201000Z,,2023-06-06T11:03:54.607942Z,206,5A34BA6B,741,24,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
647f118c1d48f4d629e05c59,5c502180f1561a00011d51c1,AWAITING REVIEW,2023-06-06T10:59:27.998000Z,2023-06-06T11:01:50.372000Z,,2023-06-06T11:01:51.069339Z,143,5A34BA6B,725,40,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
647f118c41d748b52e10315f,5b7da2499fcd3c000118f680,AWAITING REVIEW,2023-06-06T10:59:27.749000Z,2023-06-06T11:01:43.193000Z,,2023-06-06T11:01:43.956208Z,136,5A34BA6B,419,23,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
647f118c8ffa5470395325e1,63ed0ffba76a3fb9dfe6dbdb,AWAITING REVIEW,2023-06-06T10:59:35.201000Z,2023-06-06T11:03:14.709000Z,,2023-06-06T11:03:15.154831Z,220,5A34BA6B,36,26,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
647f118c94dbf61685a2d810,5bc4c4933b998700018142cd,AWAITING REVIEW,2023-06-06T10:59:30.200000Z,2023-06-06T11:02:36.822000Z,,2023-06-06T11:02:37.332770Z,187,5A34BA6B,1131,31,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
647f118cd2051c834b30a4b2,62e2917bb46ebde5c7866071,AWAITING REVIEW,2023-06-06T11:02:16.566000Z,2023-06-06T11:05:34.536000Z,,2023-06-06T11:05:35.010739Z,198,5A34BA6B,543,53,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
647f118ce879b46dddb0720e,5f522c40069004482b3af322,AWAITING REVIEW,2023-06-06T10:59:24.542000Z,2023-06-06T11:05:20.073000Z,,2023-06-06T11:05:20.594761Z,356,5A34BA6B,1708,34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
647f118d0b87d7b2b1352385,637e1ba574d7ff42750480f1,AWAITING REVIEW,2023-06-06T10:59:30.788000Z,2023-06-06T11:03:07.365000Z,,2023-06-06T11:03:07.749423Z,217,5A34BA6B,167,36,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
647f118d10891884e6a06953,5eadaff848b26f4483ae62d9,AWAITING REVIEW,2023-06-06T10:59:25.105000Z,2023-06-06T11:02:39.999000Z,,2023-06-06T11:02:40.415410Z,195,5A34BA6B,2272,42,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
647f118d2d44973d3cdfdcd6,6441795624090301ddeba81e,AWAITING REVIEW,2023-06-06T10:59:28.825000Z,2023-06-06T11:01:07.242000Z,,2023-06-06T11:01:07.769545Z,99,5A34BA6B,94,27,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
647f118d330d3e782f3f19d2,5bd589e31feb3d0001c8d526,AWAITING REVIEW,2023-06-06T10:59:29.269000Z,2023-06-06T11:04:31.826000Z,,2023-06-06T11:04:32.368637Z,303,5A34BA6B,126,41,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
647f118d50948f530b7e8963,5a6759ad35f26b0001496694,AWAITING REVIEW,2023-06-06T10:59:38.523000Z,2023-06-06T11:03:35.195000Z,,2023-06-06T11:03:37.744147Z,237,5A34BA6B,1008,30,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
647f118d645269112a47ec2e,5b224205a0527a00019d40ea,AWAITING REVIEW,2023-06-06T10:59:29.163000Z,2023-06-06T11:01:31.604000Z,,2023-06-06T11:01:31.969917Z,123,5A34BA6B,1185,34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
647f118ddd437512081aafbd,5f1c4b819fb17507b94ea713,AWAITING REVIEW,2023-06-06T11:00:55.709000Z,2023-06-06T11:03:35.902000Z,,2023-06-06T11:03:36.297741Z,161,5A34BA6B,96,25,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
647f118e1ffab67a0455f406,5ee1216a2a8a214e2ac6fb8b,AWAITING REVIEW,2023-06-06T10:59:48.377000Z,2023-06-06T11:03:15.870000Z,,2023-06-06T11:03:16.273759Z,208,5A34BA6B,1233,62,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
647f118e2bedba6057a6fcec,631610af8e747093cd90e00d,AWAITING REVIEW,2023-06-06T10:59:30.013000Z,2023-06-06T11:03:33.431000Z,,2023-06-06T11:03:35.559603Z,244,5A34BA6B,614,38,Male,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
647f118e526f755a3430a4dc,62c9e5f7ad5a36ab331103bb,AWAITING REVIEW,2023-06-06T10:59:26.980000Z,2023-06-06T11:01:35.165000Z,,2023-06-06T11:01:38.879071Z,129,5A34BA6B,901,22,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
647f118e53c8953143a78b11,5a86e1a4eea3d300016e7981,AWAITING REVIEW,2023-06-06T11:00:25.453000Z,2023-06-06T11:02:57.391000Z,,2023-06-06T11:02:58.258529Z,152,5A34BA6B,1497,45,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
647f118efcf044cdd90aaf27,63ed0a8a65ddbf9edae99a16,AWAITING REVIEW,2023-06-06T10:59:31.420000Z,2023-06-06T11:02:37.468000Z,,2023-06-06T11:02:37.947418Z,187,5A34BA6B,157,26,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
647f118f51737460ddc151ab,613b8bc5f1c3fbea944a1810,AWAITING REVIEW,2023-06-06T10:59:29.689000Z,2023-06-06T11:02:46.387000Z,,2023-06-06T11:02:46.835819Z,197,5A34BA6B,160,34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
647f118fb12d1148f334f739,5af59900892f4e000163b98a,AWAITING REVIEW,2023-06-06T10:59:31.706000Z,2023-06-06T11:07:00.264000Z,,2023-06-06T11:07:01.041413Z,449,5A34BA6B,1330,51,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
647f118fc7e28649af532622,63d40acabb1c70df419c1267,AWAITING REVIEW,2023-06-06T10:59:32.042000Z,2023-06-06T11:03:16.559000Z,,2023-06-06T11:03:17.166031Z,225,5A34BA6B,167,34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
647f11900913e6bdc3329349,55c37e1cfdf99b3f595dc7ff,AWAITING REVIEW,2023-06-06T10:59:32.751000Z,2023-06-06T11:03:30.082000Z,,2023-06-06T11:03:30.552796Z,238,5A34BA6B,776,43,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
647f119029706b8b3a9df8d9,63d40198e02717adf9ef6b92,AWAITING REVIEW,2023-06-06T10:59:35.893000Z,2023-06-06T11:02:04.915000Z,,2023-06-06T11:02:05.367764Z,150,5A34BA6B,123,25,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Other
647f1190448a65ef01a28d37,5c5c8b70758f310001ed429a,AWAITING REVIEW,2023-06-06T10:59:32.446000Z,2023-06-06T11:04:35.182000Z,,2023-06-06T11:04:35.646118Z,303,5A34BA6B,817,52,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
647f11906bd08d0bfc7df96f,645a178964bdf1b4de1fc79f,AWAITING REVIEW,2023-06-06T10:59:35.949000Z,2023-06-06T11:04:38.169000Z,,2023-06-06T11:04:38.603174Z,303,5A34BA6B,47,52,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
647f11908ffa5470395325e3,63f78f511969d7e1b13907e4,AWAITING REVIEW,2023-06-06T10:59:28.671000Z,2023-06-06T11:02:18.146000Z,,2023-06-06T11:02:18.632771Z,170,5A34BA6B,144,23,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
647f11910429089561928c89,5f1833a16e55c522eeaf4dbe,AWAITING REVIEW,2023-06-06T10:59:29.246000Z,2023-06-06T11:01:53.060000Z,,2023-06-06T11:01:53.672143Z,144,5A34BA6B,1437,56,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
647f1191645269112a47ec30,5c4ff1ff3e4c8400010aa969,AWAITING REVIEW,2023-06-06T10:59:29.761000Z,2023-06-06T11:05:06.578000Z,,2023-06-06T11:05:06.991840Z,337,5A34BA6B,1653,61,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
647f1191b839411c868cc8a3,60cb358cae78471cdfa7a0a6,AWAITING REVIEW,2023-06-06T10:59:32.136000Z,2023-06-06T11:02:28.863000Z,,2023-06-06T11:02:29.392920Z,177,5A34BA6B,696,28,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
647f1191eff42b88f4793510,63c530b1ddee335e5e62c017,AWAITING REVIEW,2023-06-06T10:59:33.852000Z,2023-06-06T11:08:51.018000Z,,2023-06-06T11:08:51.550813Z,558,5A34BA6B,314,52,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
