StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,attention,Q2,gender,age,education,PROLIFIC_PID,counter,ID,convergence,number,variant,guess,conf,comp,competence,confidence
2022-04-22 16:05:58,2022-04-22 16:08:49,0,81.100.174.172,100,171,1,2022-04-22 16:08:50,R_2P7lArZUrWTEFu6,NA,NA,NA,NA,51.4828,-0.1371,anonymous,EN,1,I pay attention,NA,female,29,5,5d548c047795f80001bf611f,8,4,divergent,large,b,1601,4,4,4,4
2022-04-22 16:05:58,2022-04-22 16:08:49,0,81.100.174.172,100,171,1,2022-04-22 16:08:50,R_2P7lArZUrWTEFu6,NA,NA,NA,NA,51.4828,-0.1371,anonymous,EN,1,I pay attention,NA,female,29,5,5d548c047795f80001bf611f,8,4,divergent,small,a,1493,5,4,4,5
2022-04-22 16:05:58,2022-04-22 16:08:49,0,81.100.174.172,100,171,1,2022-04-22 16:08:50,R_2P7lArZUrWTEFu6,NA,NA,NA,NA,51.4828,-0.1371,anonymous,EN,1,I pay attention,NA,female,29,5,5d548c047795f80001bf611f,8,4,divergent,small,b,1308,2,3,3,2
2022-04-22 16:05:47,2022-04-22 16:09:31,0,188.213.136.135,100,223,1,2022-04-22 16:09:31,R_9Kqufafx3kyeBix,NA,NA,NA,NA,51.509,-0.1882,anonymous,EN,1,I pay attention,NA,female,32,6,611107eaa48093e17e7e56d2,8,5,convergent,large,a,1527,6,6,6,6
2022-04-22 16:05:47,2022-04-22 16:09:31,0,188.213.136.135,100,223,1,2022-04-22 16:09:31,R_9Kqufafx3kyeBix,NA,NA,NA,NA,51.509,-0.1882,anonymous,EN,1,I pay attention,NA,female,32,6,611107eaa48093e17e7e56d2,8,5,convergent,large,b,1310,5,5,5,5
2022-04-22 16:05:47,2022-04-22 16:09:31,0,188.213.136.135,100,223,1,2022-04-22 16:09:31,R_9Kqufafx3kyeBix,NA,NA,NA,NA,51.509,-0.1882,anonymous,EN,1,I pay attention,NA,female,32,6,611107eaa48093e17e7e56d2,8,5,convergent,small,a,1663,5,5,5,5
2022-04-22 16:05:47,2022-04-22 16:09:31,0,188.213.136.135,100,223,1,2022-04-22 16:09:31,R_9Kqufafx3kyeBix,NA,NA,NA,NA,51.509,-0.1882,anonymous,EN,1,I pay attention,NA,female,32,6,611107eaa48093e17e7e56d2,8,5,convergent,small,b,1430,5,5,5,5
2022-04-22 16:05:47,2022-04-22 16:09:31,0,188.213.136.135,100,223,1,2022-04-22 16:09:31,R_9Kqufafx3kyeBix,NA,NA,NA,NA,51.509,-0.1882,anonymous,EN,1,I pay attention,NA,female,32,6,611107eaa48093e17e7e56d2,8,5,divergent,large,a,1289,4,4,4,4
2022-04-22 16:05:47,2022-04-22 16:09:31,0,188.213.136.135,100,223,1,2022-04-22 16:09:31,R_9Kqufafx3kyeBix,NA,NA,NA,NA,51.509,-0.1882,anonymous,EN,1,I pay attention,NA,female,32,6,611107eaa48093e17e7e56d2,8,5,divergent,large,b,1604,5,2,2,5
2022-04-22 16:05:47,2022-04-22 16:09:31,0,188.213.136.135,100,223,1,2022-04-22 16:09:31,R_9Kqufafx3kyeBix,NA,NA,NA,NA,51.509,-0.1882,anonymous,EN,1,I pay attention,NA,female,32,6,611107eaa48093e17e7e56d2,8,5,divergent,small,a,1342,3,3,3,3
2022-04-22 16:05:47,2022-04-22 16:09:31,0,188.213.136.135,100,223,1,2022-04-22 16:09:31,R_9Kqufafx3kyeBix,NA,NA,NA,NA,51.509,-0.1882,anonymous,EN,1,I pay attention,NA,female,32,6,611107eaa48093e17e7e56d2,8,5,divergent,small,b,1641,4,3,3,4
2022-04-22 16:06:22,2022-04-22 16:10:25,0,78.105.56.232,100,242,1,2022-04-22 16:10:25,R_6zlMPvsr11VkerL,NA,NA,NA,NA,50.7018,-3.5347,anonymous,EN,1,I pay attention,NA,male,33,3,5e15047894d5eeb157532e7f,8,6,convergent,large,a,1360,3,3,3,3
2022-04-22 16:06:22,2022-04-22 16:10:25,0,78.105.56.232,100,242,1,2022-04-22 16:10:25,R_6zlMPvsr11VkerL,NA,NA,NA,NA,50.7018,-3.5347,anonymous,EN,1,I pay attention,NA,male,33,3,5e15047894d5eeb157532e7f,8,6,convergent,large,b,1634,4,5,5,4
2022-04-22 16:06:22,2022-04-22 16:10:25,0,78.105.56.232,100,242,1,2022-04-22 16:10:25,R_6zlMPvsr11VkerL,NA,NA,NA,NA,50.7018,-3.5347,anonymous,EN,1,I pay attention,NA,male,33,3,5e15047894d5eeb157532e7f,8,6,convergent,small,a,1640,3,5,5,3
2022-04-22 16:06:22,2022-04-22 16:10:25,0,78.105.56.232,100,242,1,2022-04-22 16:10:25,R_6zlMPvsr11VkerL,NA,NA,NA,NA,50.7018,-3.5347,anonymous,EN,1,I pay attention,NA,male,33,3,5e15047894d5eeb157532e7f,8,6,convergent,small,b,1523,5,4,4,5
2022-04-22 16:06:22,2022-04-22 16:10:25,0,78.105.56.232,100,242,1,2022-04-22 16:10:25,R_6zlMPvsr11VkerL,NA,NA,NA,NA,50.7018,-3.5347,anonymous,EN,1,I pay attention,NA,male,33,3,5e15047894d5eeb157532e7f,8,6,divergent,large,a,1549,4,4,4,4
2022-04-22 16:06:22,2022-04-22 16:10:25,0,78.105.56.232,100,242,1,2022-04-22 16:10:25,R_6zlMPvsr11VkerL,NA,NA,NA,NA,50.7018,-3.5347,anonymous,EN,1,I pay attention,NA,male,33,3,5e15047894d5eeb157532e7f,8,6,divergent,large,b,1484,2,5,5,2
2022-04-22 16:06:22,2022-04-22 16:10:25,0,78.105.56.232,100,242,1,2022-04-22 16:10:25,R_6zlMPvsr11VkerL,NA,NA,NA,NA,50.7018,-3.5347,anonymous,EN,1,I pay attention,NA,male,33,3,5e15047894d5eeb157532e7f,8,6,divergent,small,a,1514,4,4,4,4
2022-04-22 16:06:22,2022-04-22 16:10:25,0,78.105.56.232,100,242,1,2022-04-22 16:10:25,R_6zlMPvsr11VkerL,NA,NA,NA,NA,50.7018,-3.5347,anonymous,EN,1,I pay attention,NA,male,33,3,5e15047894d5eeb157532e7f,8,6,divergent,small,b,1303,4,3,3,4
2022-04-22 16:07:40,2022-04-22 16:10:28,0,51.241.63.13,100,168,1,2022-04-22 16:10:29,R_pxTGt8BNsHUyATf,NA,NA,NA,NA,51.3577,0.1291,anonymous,EN,1,I pay attention,NA,male,33,5,56e1bb4e6ce054000b3ffcaf,8,7,convergent,large,a,1376,8,8,7,7
2022-04-22 16:07:40,2022-04-22 16:10:28,0,51.241.63.13,100,168,1,2022-04-22 16:10:29,R_pxTGt8BNsHUyATf,NA,NA,NA,NA,51.3577,0.1291,anonymous,EN,1,I pay attention,NA,male,33,5,56e1bb4e6ce054000b3ffcaf,8,7,convergent,large,b,1690,8,6,6,7
2022-04-22 16:07:40,2022-04-22 16:10:28,0,51.241.63.13,100,168,1,2022-04-22 16:10:29,R_pxTGt8BNsHUyATf,NA,NA,NA,NA,51.3577,0.1291,anonymous,EN,1,I pay attention,NA,male,33,5,56e1bb4e6ce054000b3ffcaf,8,7,convergent,small,a,1656,8,8,7,7
2022-04-22 16:07:40,2022-04-22 16:10:28,0,51.241.63.13,100,168,1,2022-04-22 16:10:29,R_pxTGt8BNsHUyATf,NA,NA,NA,NA,51.3577,0.1291,anonymous,EN,1,I pay attention,NA,male,33,5,56e1bb4e6ce054000b3ffcaf,8,7,convergent,small,b,1517,6,5,5,6
2022-04-22 16:07:40,2022-04-22 16:10:28,0,51.241.63.13,100,168,1,2022-04-22 16:10:29,R_pxTGt8BNsHUyATf,NA,NA,NA,NA,51.3577,0.1291,anonymous,EN,1,I pay attention,NA,male,33,5,56e1bb4e6ce054000b3ffcaf,8,7,divergent,large,a,1610,4,4,4,4
2022-04-22 16:07:40,2022-04-22 16:10:28,0,51.241.63.13,100,168,1,2022-04-22 16:10:29,R_pxTGt8BNsHUyATf,NA,NA,NA,NA,51.3577,0.1291,anonymous,EN,1,I pay attention,NA,male,33,5,56e1bb4e6ce054000b3ffcaf,8,7,divergent,large,b,1607,4,5,5,4
2022-04-22 16:07:40,2022-04-22 16:10:28,0,51.241.63.13,100,168,1,2022-04-22 16:10:29,R_pxTGt8BNsHUyATf,NA,NA,NA,NA,51.3577,0.1291,anonymous,EN,1,I pay attention,NA,male,33,5,56e1bb4e6ce054000b3ffcaf,8,7,divergent,small,a,1475,5,4,4,5
2022-04-22 16:07:40,2022-04-22 16:10:28,0,51.241.63.13,100,168,1,2022-04-22 16:10:29,R_pxTGt8BNsHUyATf,NA,NA,NA,NA,51.3577,0.1291,anonymous,EN,1,I pay attention,NA,male,33,5,56e1bb4e6ce054000b3ffcaf,8,7,divergent,small,b,1413,3,5,5,3
2022-04-22 16:07:00,2022-04-22 16:10:31,0,213.205.194.229,100,210,1,2022-04-22 16:10:31,R_uq9oXyolbSBMuMp,NA,NA,NA,NA,51.5042,-0.2199,anonymous,EN,1,I pay attention,NA,female,21,3,5becb1e76a75a100010b7f75,8,8,convergent,large,a,1519,5,4,4,5
2022-04-22 16:07:00,2022-04-22 16:10:31,0,213.205.194.229,100,210,1,2022-04-22 16:10:31,R_uq9oXyolbSBMuMp,NA,NA,NA,NA,51.5042,-0.2199,anonymous,EN,1,I pay attention,NA,female,21,3,5becb1e76a75a100010b7f75,8,8,convergent,large,b,1235,6,3,3,6
2022-04-22 16:07:00,2022-04-22 16:10:31,0,213.205.194.229,100,210,1,2022-04-22 16:10:31,R_uq9oXyolbSBMuMp,NA,NA,NA,NA,51.5042,-0.2199,anonymous,EN,1,I pay attention,NA,female,21,3,5becb1e76a75a100010b7f75,8,8,convergent,small,a,1636,3,5,5,3
2022-04-22 16:07:00,2022-04-22 16:10:31,0,213.205.194.229,100,210,1,2022-04-22 16:10:31,R_uq9oXyolbSBMuMp,NA,NA,NA,NA,51.5042,-0.2199,anonymous,EN,1,I pay attention,NA,female,21,3,5becb1e76a75a100010b7f75,8,8,convergent,small,b,1387,4,4,4,4
2022-04-22 16:07:00,2022-04-22 16:10:31,0,213.205.194.229,100,210,1,2022-04-22 16:10:31,R_uq9oXyolbSBMuMp,NA,NA,NA,NA,51.5042,-0.2199,anonymous,EN,1,I pay attention,NA,female,21,3,5becb1e76a75a100010b7f75,8,8,divergent,large,a,1350,3,2,2,3
2022-04-22 16:07:00,2022-04-22 16:10:31,0,213.205.194.229,100,210,1,2022-04-22 16:10:31,R_uq9oXyolbSBMuMp,NA,NA,NA,NA,51.5042,-0.2199,anonymous,EN,1,I pay attention,NA,female,21,3,5becb1e76a75a100010b7f75,8,8,divergent,large,b,1628,5,5,5,5
2022-04-22 16:07:00,2022-04-22 16:10:31,0,213.205.194.229,100,210,1,2022-04-22 16:10:31,R_uq9oXyolbSBMuMp,NA,NA,NA,NA,51.5042,-0.2199,anonymous,EN,1,I pay attention,NA,female,21,3,5becb1e76a75a100010b7f75,8,8,divergent,small,a,1324,3,3,3,3
2022-04-22 16:07:00,2022-04-22 16:10:31,0,213.205.194.229,100,210,1,2022-04-22 16:10:31,R_uq9oXyolbSBMuMp,NA,NA,NA,NA,51.5042,-0.2199,anonymous,EN,1,I pay attention,NA,female,21,3,5becb1e76a75a100010b7f75,8,8,divergent,small,b,1510,5,5,5,5
2022-04-22 16:06:35,2022-04-22 16:10:58,0,92.25.31.41,100,263,1,2022-04-22 16:10:59,R_aaC8xfc4JgWi8p3,NA,NA,NA,NA,50.9469,-1.4112,anonymous,EN,1,I pay attention,NA,male,66,3,5bbfa1a41ff4ba00011c330b,8,9,convergent,large,a,1556,5,5,5,5
2022-04-22 16:06:35,2022-04-22 16:10:58,0,92.25.31.41,100,263,1,2022-04-22 16:10:59,R_aaC8xfc4JgWi8p3,NA,NA,NA,NA,50.9469,-1.4112,anonymous,EN,1,I pay attention,NA,male,66,3,5bbfa1a41ff4ba00011c330b,8,9,convergent,large,b,1363,5,5,5,5
2022-04-22 16:06:35,2022-04-22 16:10:58,0,92.25.31.41,100,263,1,2022-04-22 16:10:59,R_aaC8xfc4JgWi8p3,NA,NA,NA,NA,50.9469,-1.4112,anonymous,EN,1,I pay attention,NA,male,66,3,5bbfa1a41ff4ba00011c330b,8,9,convergent,small,a,1489,5,4,4,5
2022-04-22 16:06:35,2022-04-22 16:10:58,0,92.25.31.41,100,263,1,2022-04-22 16:10:59,R_aaC8xfc4JgWi8p3,NA,NA,NA,NA,50.9469,-1.4112,anonymous,EN,1,I pay attention,NA,male,66,3,5bbfa1a41ff4ba00011c330b,8,9,convergent,small,b,1335,4,3,3,4
2022-04-22 16:06:35,2022-04-22 16:10:58,0,92.25.31.41,100,263,1,2022-04-22 16:10:59,R_aaC8xfc4JgWi8p3,NA,NA,NA,NA,50.9469,-1.4112,anonymous,EN,1,I pay attention,NA,male,66,3,5bbfa1a41ff4ba00011c330b,8,9,divergent,large,a,1517,4,5,5,4
2022-04-22 16:06:35,2022-04-22 16:10:58,0,92.25.31.41,100,263,1,2022-04-22 16:10:59,R_aaC8xfc4JgWi8p3,NA,NA,NA,NA,50.9469,-1.4112,anonymous,EN,1,I pay attention,NA,male,66,3,5bbfa1a41ff4ba00011c330b,8,9,divergent,large,b,1504,4,5,5,4
2022-04-22 16:06:35,2022-04-22 16:10:58,0,92.25.31.41,100,263,1,2022-04-22 16:10:59,R_aaC8xfc4JgWi8p3,NA,NA,NA,NA,50.9469,-1.4112,anonymous,EN,1,I pay attention,NA,male,66,3,5bbfa1a41ff4ba00011c330b,8,9,divergent,small,a,1152,1,3,3,1
2022-04-22 16:06:35,2022-04-22 16:10:58,0,92.25.31.41,100,263,1,2022-04-22 16:10:59,R_aaC8xfc4JgWi8p3,NA,NA,NA,NA,50.9469,-1.4112,anonymous,EN,1,I pay attention,NA,male,66,3,5bbfa1a41ff4ba00011c330b,8,9,divergent,small,b,1761,6,6,6,6
2022-04-22 16:06:47,2022-04-22 16:11:01,0,90.213.93.95,100,254,1,2022-04-22 16:11:01,R_1ISpbzDL8z080X1,NA,NA,NA,NA,53.5356,-2.952,anonymous,EN,1,I pay attention,NA,male,51,5,600a878fa6fbbf1ba60bea36,8,10,convergent,large,a,1541,5,5,5,5
2022-04-22 16:06:47,2022-04-22 16:11:01,0,90.213.93.95,100,254,1,2022-04-22 16:11:01,R_1ISpbzDL8z080X1,NA,NA,NA,NA,53.5356,-2.952,anonymous,EN,1,I pay attention,NA,male,51,5,600a878fa6fbbf1ba60bea36,8,10,convergent,large,b,1364,5,5,5,5
2022-04-22 16:06:47,2022-04-22 16:11:01,0,90.213.93.95,100,254,1,2022-04-22 16:11:01,R_1ISpbzDL8z080X1,NA,NA,NA,NA,53.5356,-2.952,anonymous,EN,1,I pay attention,NA,male,51,5,600a878fa6fbbf1ba60bea36,8,10,convergent,small,a,1482,4,5,5,4
2022-04-22 16:06:47,2022-04-22 16:11:01,0,90.213.93.95,100,254,1,2022-04-22 16:11:01,R_1ISpbzDL8z080X1,NA,NA,NA,NA,53.5356,-2.952,anonymous,EN,1,I pay attention,NA,male,51,5,600a878fa6fbbf1ba60bea36,8,10,convergent,small,b,1320,6,6,6,6
2022-04-22 16:06:47,2022-04-22 16:11:01,0,90.213.93.95,100,254,1,2022-04-22 16:11:01,R_1ISpbzDL8z080X1,NA,NA,NA,NA,53.5356,-2.952,anonymous,EN,1,I pay attention,NA,male,51,5,600a878fa6fbbf1ba60bea36,8,10,divergent,large,a,1667,5,5,5,5
2022-04-22 16:06:47,2022-04-22 16:11:01,0,90.213.93.95,100,254,1,2022-04-22 16:11:01,R_1ISpbzDL8z080X1,NA,NA,NA,NA,53.5356,-2.952,anonymous,EN,1,I pay attention,NA,male,51,5,600a878fa6fbbf1ba60bea36,8,10,divergent,large,b,1462,4,4,4,4
2022-04-22 16:06:47,2022-04-22 16:11:01,0,90.213.93.95,100,254,1,2022-04-22 16:11:01,R_1ISpbzDL8z080X1,NA,NA,NA,NA,53.5356,-2.952,anonymous,EN,1,I pay attention,NA,male,51,5,600a878fa6fbbf1ba60bea36,8,10,divergent,small,a,1576,3,4,4,3
2022-04-22 16:06:47,2022-04-22 16:11:01,0,90.213.93.95,100,254,1,2022-04-22 16:11:01,R_1ISpbzDL8z080X1,NA,NA,NA,NA,53.5356,-2.952,anonymous,EN,1,I pay attention,NA,male,51,5,600a878fa6fbbf1ba60bea36,8,10,divergent,small,b,1768,4,5,5,4
2022-04-22 16:05:30,2022-04-22 16:11:10,0,82.31.11.33,100,340,1,2022-04-22 16:11:11,R_2YWxFf8Ct63sBhB,NA,NA,NA,NA,53.0278,-2.1658,anonymous,EN,1,I pay attention,NA,male,53,6,614f9daff9b7bf1a0f4c4f9c,8,11,convergent,large,a,1523,5,5,5,5
2022-04-22 16:05:30,2022-04-22 16:11:10,0,82.31.11.33,100,340,1,2022-04-22 16:11:11,R_2YWxFf8Ct63sBhB,NA,NA,NA,NA,53.0278,-2.1658,anonymous,EN,1,I pay attention,NA,male,53,6,614f9daff9b7bf1a0f4c4f9c,8,11,convergent,large,b,1377,6,5,5,6
2022-04-22 16:05:30,2022-04-22 16:11:10,0,82.31.11.33,100,340,1,2022-04-22 16:11:11,R_2YWxFf8Ct63sBhB,NA,NA,NA,NA,53.0278,-2.1658,anonymous,EN,1,I pay attention,NA,male,53,6,614f9daff9b7bf1a0f4c4f9c,8,11,convergent,small,a,1494,3,4,4,3
2022-04-22 16:05:30,2022-04-22 16:11:10,0,82.31.11.33,100,340,1,2022-04-22 16:11:11,R_2YWxFf8Ct63sBhB,NA,NA,NA,NA,53.0278,-2.1658,anonymous,EN,1,I pay attention,NA,male,53,6,614f9daff9b7bf1a0f4c4f9c,8,11,convergent,small,b,1324,5,6,6,5
2022-04-22 16:05:30,2022-04-22 16:11:10,0,82.31.11.33,100,340,1,2022-04-22 16:11:11,R_2YWxFf8Ct63sBhB,NA,NA,NA,NA,53.0278,-2.1658,anonymous,EN,1,I pay attention,NA,male,53,6,614f9daff9b7bf1a0f4c4f9c,8,11,divergent,large,a,1587,3,3,3,3
