StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,attention,Q1,gender,age,education,PROLIFIC_PID,version,id,discipline,impressiveness,learn,impressed,know,competence,trust,cons
2024-02-21 13:38:34,2024-02-21 13:40:56,0,50.81.155.36,100,142,1,2024-02-21 13:40:57,R_6RgU81euOjMe6fV,NA,NA,NA,NA,41.6244,-93.6694,anonymous,EN,1,I pay attention,NA,2,51,3,5a78b8355292b800012284ca,all questions,8,entom,basic,1,2,1,3,1,5
2024-02-21 13:38:41,2024-02-21 13:40:57,0,217.155.198.81,100,136,1,2024-02-21 13:40:57,R_6JwPnzb8jPW4eU3,NA,NA,NA,NA,51.5776,-0.1947,anonymous,EN,1,I pay attention,NA,2,41,5,5c6e8dd877955b0001ff0c58,trust only,9,archeo,imp,NA,NA,NA,NA,4,5
2024-02-21 13:38:41,2024-02-21 13:40:57,0,217.155.198.81,100,136,1,2024-02-21 13:40:57,R_6JwPnzb8jPW4eU3,NA,NA,NA,NA,51.5776,-0.1947,anonymous,EN,1,I pay attention,NA,2,41,5,5c6e8dd877955b0001ff0c58,trust only,9,entom,basic,NA,NA,NA,NA,4,5
2024-02-21 13:38:36,2024-02-21 13:40:59,0,173.80.98.33,100,142,1,2024-02-21 13:40:59,R_7OCemHUyJZZmo7z,NA,NA,NA,NA,38.2282,-81.5065,anonymous,EN,1,I pay attention,NA,1,59,5,5c3b70640eaa0100018ea877,all questions,10,archeo,imp,2,2,2,2,3,2
2024-02-21 13:38:36,2024-02-21 13:40:59,0,173.80.98.33,100,142,1,2024-02-21 13:40:59,R_7OCemHUyJZZmo7z,NA,NA,NA,NA,38.2282,-81.5065,anonymous,EN,1,I pay attention,NA,1,59,5,5c3b70640eaa0100018ea877,all questions,10,entom,basic,1,1,2,2,2,4
2024-02-21 13:38:27,2024-02-21 13:41:00,0,92.40.214.208,100,153,1,2024-02-21 13:41:01,R_4IVC2Ne9qiCEkOR,NA,NA,NA,NA,51.5026,-0.0668,anonymous,EN,1,I pay attention,NA,2,33,5,5eb6d09db2c9c85dd30dc94e,all questions,11,archeo,imp,4,4,3,4,4,4
2024-02-21 13:38:27,2024-02-21 13:41:00,0,92.40.214.208,100,153,1,2024-02-21 13:41:01,R_4IVC2Ne9qiCEkOR,NA,NA,NA,NA,51.5026,-0.0668,anonymous,EN,1,I pay attention,NA,2,33,5,5eb6d09db2c9c85dd30dc94e,all questions,11,entom,basic,2,2,3,2,2,3
2024-02-21 13:38:11,2024-02-21 13:41:03,0,2.100.14.107,100,172,1,2024-02-21 13:41:04,R_5e8OdSv5J98p4EU,NA,NA,NA,NA,52.5279,-2.0705,anonymous,EN,1,I pay attention,NA,3,32,6,5ba0c90d2ff2f900019396b7,trust only,12,archeo,imp,NA,NA,NA,NA,4,4
2024-02-21 13:38:11,2024-02-21 13:41:03,0,2.100.14.107,100,172,1,2024-02-21 13:41:04,R_5e8OdSv5J98p4EU,NA,NA,NA,NA,52.5279,-2.0705,anonymous,EN,1,I pay attention,NA,3,32,6,5ba0c90d2ff2f900019396b7,trust only,12,entom,basic,NA,NA,NA,NA,3,4
2024-02-21 13:38:26,2024-02-21 13:41:10,0,81.100.243.163,100,163,1,2024-02-21 13:41:10,R_2Ic2f4vcLkwirJB,NA,NA,NA,NA,50.9321,-1.3892,anonymous,EN,1,I pay attention,NA,2,29,2,5c4594514fe4f800016ea070,all questions,13,archeo,imp,4,4,5,4,5,4
2024-02-21 13:38:26,2024-02-21 13:41:10,0,81.100.243.163,100,163,1,2024-02-21 13:41:10,R_2Ic2f4vcLkwirJB,NA,NA,NA,NA,50.9321,-1.3892,anonymous,EN,1,I pay attention,NA,2,29,2,5c4594514fe4f800016ea070,all questions,13,entom,basic,3,2,3,4,4,4
2024-02-21 13:38:16,2024-02-21 13:41:10,0,5.69.52.33,100,174,1,2024-02-21 13:41:11,R_8dQLMtpQqhI8Lsl,NA,NA,NA,NA,54.0771,-0.2306,anonymous,EN,1,I pay attention,NA,1,42,5,566feba6b937e400052d33b2,all questions,14,archeo,imp,5,4,5,5,5,4
2024-02-21 13:38:16,2024-02-21 13:41:10,0,5.69.52.33,100,174,1,2024-02-21 13:41:11,R_8dQLMtpQqhI8Lsl,NA,NA,NA,NA,54.0771,-0.2306,anonymous,EN,1,I pay attention,NA,1,42,5,566feba6b937e400052d33b2,all questions,14,entom,basic,4,5,5,5,5,5
2024-02-21 13:38:25,2024-02-21 13:41:12,0,174.207.228.125,100,167,1,2024-02-21 13:41:13,R_6mg6BedYSbZp00V,NA,NA,NA,NA,39.3434,-84.4009,anonymous,EN,1,I pay attention,NA,1,26,3,60ff12c90c9097cbfb9f9588,trust only,15,archeo,basic,NA,NA,NA,NA,5,5
2024-02-21 13:38:25,2024-02-21 13:41:12,0,174.207.228.125,100,167,1,2024-02-21 13:41:13,R_6mg6BedYSbZp00V,NA,NA,NA,NA,39.3434,-84.4009,anonymous,EN,1,I pay attention,NA,1,26,3,60ff12c90c9097cbfb9f9588,trust only,15,entom,imp,NA,NA,NA,NA,5,5
2024-02-21 13:38:40,2024-02-21 13:41:14,0,86.153.137.234,100,154,1,2024-02-21 13:41:15,R_4OJwNOvO8gJFCHF,NA,NA,NA,NA,53.2827,-3.0433,anonymous,EN,1,I pay attention,NA,2,21,3,60365d2a3e78e5533e9a023b,trust only,16,archeo,imp,NA,NA,NA,NA,4,4
2024-02-21 13:38:40,2024-02-21 13:41:14,0,86.153.137.234,100,154,1,2024-02-21 13:41:15,R_4OJwNOvO8gJFCHF,NA,NA,NA,NA,53.2827,-3.0433,anonymous,EN,1,I pay attention,NA,2,21,3,60365d2a3e78e5533e9a023b,trust only,16,entom,basic,NA,NA,NA,NA,4,3
2024-02-21 13:38:20,2024-02-21 13:41:17,0,86.175.110.172,100,176,1,2024-02-21 13:41:17,R_4pRkhA8Hc30JljC,NA,NA,NA,NA,52.6095,-2.1796,anonymous,EN,1,I pay attention,NA,1,31,2,6361bfe81e0da4a406b33f1e,trust only,17,archeo,imp,NA,NA,NA,NA,4,5
2024-02-21 13:38:20,2024-02-21 13:41:17,0,86.175.110.172,100,176,1,2024-02-21 13:41:17,R_4pRkhA8Hc30JljC,NA,NA,NA,NA,52.6095,-2.1796,anonymous,EN,1,I pay attention,NA,1,31,2,6361bfe81e0da4a406b33f1e,trust only,17,entom,basic,NA,NA,NA,NA,4,4
2024-02-21 13:38:16,2024-02-21 13:41:18,0,82.27.69.9,100,181,1,2024-02-21 13:41:18,R_2I9pBwYGpM5Sely,NA,NA,NA,NA,53.0169,-2.2369,anonymous,EN,1,I pay attention,NA,1,37,5,5c039535d30e3200016dac93,all questions,18,archeo,basic,3,4,4,4,3,5
2024-02-21 13:38:16,2024-02-21 13:41:18,0,82.27.69.9,100,181,1,2024-02-21 13:41:18,R_2I9pBwYGpM5Sely,NA,NA,NA,NA,53.0169,-2.2369,anonymous,EN,1,I pay attention,NA,1,37,5,5c039535d30e3200016dac93,all questions,18,entom,imp,5,5,5,5,5,5
2024-02-21 13:38:18,2024-02-21 13:41:22,0,172.58.125.108,100,183,1,2024-02-21 13:41:23,R_6QPAHQgO27x4KzP,NA,NA,NA,NA,42.3575,-83.2162,anonymous,EN,1,I pay attention,NA,1,34,2,5658000ca9872d0011e1ba26,trust only,19,archeo,imp,NA,NA,NA,NA,2,3
2024-02-21 13:38:18,2024-02-21 13:41:22,0,172.58.125.108,100,183,1,2024-02-21 13:41:23,R_6QPAHQgO27x4KzP,NA,NA,NA,NA,42.3575,-83.2162,anonymous,EN,1,I pay attention,NA,1,34,2,5658000ca9872d0011e1ba26,trust only,19,entom,basic,NA,NA,NA,NA,2,5
2024-02-21 13:38:30,2024-02-21 13:41:24,0,90.249.22.25,100,173,1,2024-02-21 13:41:24,R_2EEbpemg58q3jqW,NA,NA,NA,NA,53.9188,-2.2095,anonymous,EN,1,I pay attention,NA,2,32,5,594c69ee4b07c400013aa466,trust only,20,archeo,imp,NA,NA,NA,NA,4,3
2024-02-21 13:38:30,2024-02-21 13:41:24,0,90.249.22.25,100,173,1,2024-02-21 13:41:24,R_2EEbpemg58q3jqW,NA,NA,NA,NA,53.9188,-2.2095,anonymous,EN,1,I pay attention,NA,2,32,5,594c69ee4b07c400013aa466,trust only,20,entom,basic,NA,NA,NA,NA,4,4
2024-02-21 13:38:26,2024-02-21 13:41:25,0,86.179.78.252,100,178,1,2024-02-21 13:41:25,R_2WAPUKJJJmaAvJI,NA,NA,NA,NA,54.7079,-6.5289,anonymous,EN,1,I pay attention,NA,1,58,5,5e31a1526ef37a1879a94441,trust only,21,archeo,imp,NA,NA,NA,NA,3,2
2024-02-21 13:38:26,2024-02-21 13:41:25,0,86.179.78.252,100,178,1,2024-02-21 13:41:25,R_2WAPUKJJJmaAvJI,NA,NA,NA,NA,54.7079,-6.5289,anonymous,EN,1,I pay attention,NA,1,58,5,5e31a1526ef37a1879a94441,trust only,21,entom,basic,NA,NA,NA,NA,4,4
2024-02-21 13:38:24,2024-02-21 13:41:26,0,146.199.69.42,100,182,1,2024-02-21 13:41:27,R_2SudaQWJa9DticQ,NA,NA,NA,NA,51.5909,-1.3772,anonymous,EN,1,I pay attention,NA,2,59,7,57c426fa9fe51d00012391f1,trust only,22,archeo,basic,NA,NA,NA,NA,3,4
2024-02-21 13:38:24,2024-02-21 13:41:26,0,146.199.69.42,100,182,1,2024-02-21 13:41:27,R_2SudaQWJa9DticQ,NA,NA,NA,NA,51.5909,-1.3772,anonymous,EN,1,I pay attention,NA,2,59,7,57c426fa9fe51d00012391f1,trust only,22,entom,imp,NA,NA,NA,NA,3,2
2024-02-21 13:38:29,2024-02-21 13:41:28,0,82.25.36.140,100,178,1,2024-02-21 13:41:28,R_4hto4cNiK2exBMR,NA,NA,NA,NA,51.7639,-0.2236,anonymous,EN,1,I pay attention,NA,1,43,3,62db2644ab0a3a353c0dcb54,trust only,23,archeo,imp,NA,NA,NA,NA,4,4
2024-02-21 13:38:29,2024-02-21 13:41:28,0,82.25.36.140,100,178,1,2024-02-21 13:41:28,R_4hto4cNiK2exBMR,NA,NA,NA,NA,51.7639,-0.2236,anonymous,EN,1,I pay attention,NA,1,43,3,62db2644ab0a3a353c0dcb54,trust only,23,entom,basic,NA,NA,NA,NA,4,4
2024-02-21 13:38:44,2024-02-21 13:41:31,0,94.1.182.14,100,166,1,2024-02-21 13:41:32,R_6OPxXi1OXj3mLj1,NA,NA,NA,NA,51.1124,1.1539,anonymous,EN,1,I pay attention,NA,2,38,5,55cca8f81676ab000ff06ef1,all questions,24,archeo,basic,2,3,2,2,2,4
2024-02-21 13:38:44,2024-02-21 13:41:31,0,94.1.182.14,100,166,1,2024-02-21 13:41:32,R_6OPxXi1OXj3mLj1,NA,NA,NA,NA,51.1124,1.1539,anonymous,EN,1,I pay attention,NA,2,38,5,55cca8f81676ab000ff06ef1,all questions,24,entom,imp,4,4,4,3,2,4
2024-02-21 13:38:36,2024-02-21 13:41:34,0,70.56.193.110,100,178,1,2024-02-21 13:41:34,R_6DvsgnmjEBaqrcz,NA,NA,NA,NA,45.7511,-121.4723,anonymous,EN,1,I pay attention,NA,2,30,2,596bac33670f410001fe9c07,all questions,25,archeo,basic,3,5,3,4,5,4
2024-02-21 13:38:36,2024-02-21 13:41:34,0,70.56.193.110,100,178,1,2024-02-21 13:41:34,R_6DvsgnmjEBaqrcz,NA,NA,NA,NA,45.7511,-121.4723,anonymous,EN,1,I pay attention,NA,2,30,2,596bac33670f410001fe9c07,all questions,25,entom,imp,3,4,4,4,5,3
2024-02-21 13:38:39,2024-02-21 13:41:34,0,86.178.233.104,100,174,1,2024-02-21 13:41:35,R_4pQTQlLwl6HE4cu,NA,NA,NA,NA,52.642,-3.9506,anonymous,EN,1,I pay attention,NA,2,49,5,5e2c8f69cad44b2bc5ce9a34,all questions,26,archeo,imp,4,5,5,5,5,4
2024-02-21 13:38:39,2024-02-21 13:41:34,0,86.178.233.104,100,174,1,2024-02-21 13:41:35,R_4pQTQlLwl6HE4cu,NA,NA,NA,NA,52.642,-3.9506,anonymous,EN,1,I pay attention,NA,2,49,5,5e2c8f69cad44b2bc5ce9a34,all questions,26,entom,basic,4,3,4,4,4,5
2024-02-21 13:38:34,2024-02-21 13:41:35,0,86.143.106.76,100,181,1,2024-02-21 13:41:36,R_4POQ9LzLJwlslRD,NA,NA,NA,NA,51.4126,-0.3086,anonymous,EN,1,I pay attention,NA,1,41,5,63d13c076dd249ca3a6bffbb,all questions,27,archeo,basic,2,3,4,3,3,4
2024-02-21 13:38:34,2024-02-21 13:41:35,0,86.143.106.76,100,181,1,2024-02-21 13:41:36,R_4POQ9LzLJwlslRD,NA,NA,NA,NA,51.4126,-0.3086,anonymous,EN,1,I pay attention,NA,1,41,5,63d13c076dd249ca3a6bffbb,all questions,27,entom,imp,3,4,4,5,5,4
2024-02-21 13:39:18,2024-02-21 13:41:37,0,86.141.210.183,100,138,1,2024-02-21 13:41:37,R_8lNh1ecdhN2HI5P,NA,NA,NA,NA,53.4972,-1.1808,anonymous,EN,1,I pay attention,NA,2,37,5,5b27587e007d870001c7de84,all questions,28,archeo,basic,2,2,3,2,3,3
2024-02-21 13:39:18,2024-02-21 13:41:37,0,86.141.210.183,100,138,1,2024-02-21 13:41:37,R_8lNh1ecdhN2HI5P,NA,NA,NA,NA,53.4972,-1.1808,anonymous,EN,1,I pay attention,NA,2,37,5,5b27587e007d870001c7de84,all questions,28,entom,imp,2,2,3,2,2,2
2024-02-21 13:38:18,2024-02-21 13:41:39,0,107.127.14.10,100,201,1,2024-02-21 13:41:40,R_6sTqN4hVHcpw0Kd,NA,NA,NA,NA,38.687,-121.3477,anonymous,EN,1,I pay attention,NA,1,27,3,5f5e32a0d6a12c6857b8e127,all questions,29,archeo,imp,5,4,5,3,3,5
2024-02-21 13:38:18,2024-02-21 13:41:39,0,107.127.14.10,100,201,1,2024-02-21 13:41:40,R_6sTqN4hVHcpw0Kd,NA,NA,NA,NA,38.687,-121.3477,anonymous,EN,1,I pay attention,NA,1,27,3,5f5e32a0d6a12c6857b8e127,all questions,29,entom,basic,1,1,1,1,1,5
2024-02-21 13:38:26,2024-02-21 13:41:43,0,92.40.201.99,100,196,1,2024-02-21 13:41:44,R_3QtuOqDC5amaRjR,NA,NA,NA,NA,54.9735,-1.5673,anonymous,EN,1,I pay attention,NA,2,53,6,5a0c036857cee70001767a58,all questions,30,archeo,basic,2,3,2,2,2,4
2024-02-21 13:38:26,2024-02-21 13:41:43,0,92.40.201.99,100,196,1,2024-02-21 13:41:44,R_3QtuOqDC5amaRjR,NA,NA,NA,NA,54.9735,-1.5673,anonymous,EN,1,I pay attention,NA,2,53,6,5a0c036857cee70001767a58,all questions,30,entom,imp,3,4,4,3,2,2
2024-02-21 13:38:29,2024-02-21 13:41:45,0,152.78.0.24,100,196,1,2024-02-21 13:41:46,R_6iC1YhiV4YxWChg,NA,NA,NA,NA,50.9469,-1.4112,anonymous,EN,1,I pay attention,NA,1,38,2,62dba63c6e7bd6308f5a7a13,all questions,31,archeo,basic,4,4,3,4,4,4
2024-02-21 13:38:29,2024-02-21 13:41:45,0,152.78.0.24,100,196,1,2024-02-21 13:41:46,R_6iC1YhiV4YxWChg,NA,NA,NA,NA,50.9469,-1.4112,anonymous,EN,1,I pay attention,NA,1,38,2,62dba63c6e7bd6308f5a7a13,all questions,31,entom,imp,4,3,4,4,4,4
2024-02-21 13:38:22,2024-02-21 13:41:51,0,92.12.167.240,100,208,1,2024-02-21 13:41:51,R_4PXoXQPCBuJKxng,NA,NA,NA,NA,54.8021,-1.4376,anonymous,EN,1,I pay attention,NA,1,24,6,6103e1d7b7c388fda60e0bf6,trust only,32,archeo,basic,NA,NA,NA,NA,4,5
2024-02-21 13:38:22,2024-02-21 13:41:51,0,92.12.167.240,100,208,1,2024-02-21 13:41:51,R_4PXoXQPCBuJKxng,NA,NA,NA,NA,54.8021,-1.4376,anonymous,EN,1,I pay attention,NA,1,24,6,6103e1d7b7c388fda60e0bf6,trust only,32,entom,imp,NA,NA,NA,NA,4,4
2024-02-21 13:38:28,2024-02-21 13:41:59,0,82.42.117.1,100,211,1,2024-02-21 13:42:00,R_4jVPQRZnhsoMV9U,NA,NA,NA,NA,53.4113,-2.9759,anonymous,EN,1,I pay attention,NA,1,46,2,5da760eae8174b001640d369,trust only,33,archeo,imp,NA,NA,NA,NA,4,4
2024-02-21 13:38:28,2024-02-21 13:41:59,0,82.42.117.1,100,211,1,2024-02-21 13:42:00,R_4jVPQRZnhsoMV9U,NA,NA,NA,NA,53.4113,-2.9759,anonymous,EN,1,I pay attention,NA,1,46,2,5da760eae8174b001640d369,trust only,33,entom,basic,NA,NA,NA,NA,4,4
2024-02-21 13:38:29,2024-02-21 13:42:00,0,31.94.30.41,100,210,1,2024-02-21 13:42:00,R_4CkYHqmBnKuzvrj,NA,NA,NA,NA,53.4802,-2.1867,anonymous,EN,1,I pay attention,NA,1,45,2,5dc5da21d999de45a504651b,all questions,34,archeo,basic,1,1,1,1,1,5
2024-02-21 13:38:29,2024-02-21 13:42:00,0,31.94.30.41,100,210,1,2024-02-21 13:42:00,R_4CkYHqmBnKuzvrj,NA,NA,NA,NA,53.4802,-2.1867,anonymous,EN,1,I pay attention,NA,1,45,2,5dc5da21d999de45a504651b,all questions,34,entom,imp,4,4,5,4,3,5
2024-02-21 13:38:38,2024-02-21 13:42:02,0,90.216.34.128,100,203,1,2024-02-21 13:42:03,R_4BAzwcoT8TygfsZ,NA,NA,NA,NA,53.6235,-2.3352,anonymous,EN,1,I pay attention,NA,2,40,6,588a4cbb670d6600012bd509,all questions,35,archeo,imp,4,4,5,5,5,4
2024-02-21 13:38:38,2024-02-21 13:42:02,0,90.216.34.128,100,203,1,2024-02-21 13:42:03,R_4BAzwcoT8TygfsZ,NA,NA,NA,NA,53.6235,-2.3352,anonymous,EN,1,I pay attention,NA,2,40,6,588a4cbb670d6600012bd509,all questions,35,entom,basic,3,2,4,4,4,4
2024-02-21 13:38:47,2024-02-21 13:42:05,0,86.152.139.186,100,198,1,2024-02-21 13:42:06,R_4mUz8LFyL9uwuDn,NA,NA,NA,NA,50.7533,-1.6571,anonymous,EN,1,I pay attention,NA,2,66,5,5a04c1833bedc3000100df31,trust only,36,archeo,basic,NA,NA,NA,NA,3,4
2024-02-21 13:38:47,2024-02-21 13:42:05,0,86.152.139.186,100,198,1,2024-02-21 13:42:06,R_4mUz8LFyL9uwuDn,NA,NA,NA,NA,50.7533,-1.6571,anonymous,EN,1,I pay attention,NA,2,66,5,5a04c1833bedc3000100df31,trust only,36,entom,imp,NA,NA,NA,NA,4,4
2024-02-21 13:38:29,2024-02-21 13:42:09,0,90.203.180.218,100,220,1,2024-02-21 13:42:09,R_8vhinzEK6CfYUV3,NA,NA,NA,NA,51.5199,-3.3778,anonymous,EN,1,I pay attention,NA,1,37,5,654f97432dbb8563cf98d7c3,trust only,37,archeo,imp,NA,NA,NA,NA,3,4
2024-02-21 13:38:29,2024-02-21 13:42:09,0,90.203.180.218,100,220,1,2024-02-21 13:42:09,R_8vhinzEK6CfYUV3,NA,NA,NA,NA,51.5199,-3.3778,anonymous,EN,1,I pay attention,NA,1,37,5,654f97432dbb8563cf98d7c3,trust only,37,entom,basic,NA,NA,NA,NA,4,4
2024-02-21 13:38:41,2024-02-21 13:42:15,0,82.17.38.216,100,214,1,2024-02-21 13:42:16,R_4qs19bCn8PMalDd,NA,NA,NA,NA,53.7095,-1.4993,anonymous,EN,1,i pay attention,NA,1,54,3,611f8186d06a9e1844f3e012,trust only,38,archeo,basic,NA,NA,NA,NA,5,4
2024-02-21 13:38:41,2024-02-21 13:42:15,0,82.17.38.216,100,214,1,2024-02-21 13:42:16,R_4qs19bCn8PMalDd,NA,NA,NA,NA,53.7095,-1.4993,anonymous,EN,1,i pay attention,NA,1,54,3,611f8186d06a9e1844f3e012,trust only,38,entom,imp,NA,NA,NA,NA,4,3
2024-02-21 13:38:29,2024-02-21 13:42:17,0,188.29.127.69,100,228,1,2024-02-21 13:42:18,R_8ztPog71kPpmsPi,NA,NA,NA,NA,51.5507,-0.0537,anonymous,EN,1,I pay attention,NA,2,54,1,5c5ca0ce4ee81200018eaf51,trust only,39,archeo,basic,NA,NA,NA,NA,2,4
2024-02-21 13:38:29,2024-02-21 13:42:17,0,188.29.127.69,100,228,1,2024-02-21 13:42:18,R_8ztPog71kPpmsPi,NA,NA,NA,NA,51.5507,-0.0537,anonymous,EN,1,I pay attention,NA,2,54,1,5c5ca0ce4ee81200018eaf51,trust only,39,entom,imp,NA,NA,NA,NA,2,4
2024-02-21 13:38:40,2024-02-21 13:42:19,0,78.151.25.143,100,218,1,2024-02-21 13:42:19,R_2m8EUjYSo2aIJN0,NA,NA,NA,NA,53.4174,-2.9112,anonymous,EN,1,i pay attention,NA,2,36,2,5dbb0562b1df1b110ead5bba,all questions,40,archeo,basic,3,3,3,2,3,4
2024-02-21 13:38:40,2024-02-21 13:42:19,0,78.151.25.143,100,218,1,2024-02-21 13:42:19,R_2m8EUjYSo2aIJN0,NA,NA,NA,NA,53.4174,-2.9112,anonymous,EN,1,i pay attention,NA,2,36,2,5dbb0562b1df1b110ead5bba,all questions,40,entom,imp,4,5,5,4,4,4
2024-02-21 13:38:33,2024-02-21 13:42:21,0,86.8.61.156,100,228,1,2024-02-21 13:42:22,R_6ge5vKv1YGLS73H,NA,NA,NA,NA,53.4698,-3.0024,anonymous,EN,1,I pay attention,NA,2,34,5,5e185c397eeb87000d989683,all questions,41,archeo,imp,5,5,4,4,5,5
2024-02-21 13:38:33,2024-02-21 13:42:21,0,86.8.61.156,100,228,1,2024-02-21 13:42:22,R_6ge5vKv1YGLS73H,NA,NA,NA,NA,53.4698,-3.0024,anonymous,EN,1,I pay attention,NA,2,34,5,5e185c397eeb87000d989683,all questions,41,entom,basic,3,3,4,4,4,5
2024-02-21 13:38:35,2024-02-21 13:42:26,0,70.112.80.230,100,230,1,2024-02-21 13:42:26,R_7GfklOMKBTMcte4,NA,NA,NA,NA,33.0928,-96.6454,anonymous,EN,1,I pay attention,NA,2,40,6,615dbec57d764bf5ab0a56e5,all questions,42,archeo,imp,4,4,4,4,5,5
